,id,title,name,abstract,year,title_use,abstract_mentions_count,doi,url
255,256,The Hidden Complexity Of Measuring Number Of Chronic Conditions Using Administrative And Self-Report Data: A Short Report.,"griffith,lauren.e","Objective: To examine agreement between administrative and self-reported data on the number of and constituent chronic conditions (CCs) used to measure multimorbidity. Study Design and Setting: Cross-sectional self-reported survey data from four Canadian Community Health Survey waves were linked to administrative data for residents of Ontario, Canada. Agreement for each of 12 CCs was assessed using kappa (κ) statistics. For the overall number of CCs, perfect agreement was defined as agreement on both the number and constituent CCs. Jackknife methods were used to assess the impact of individual CCs on perfect agreement. Results: The level of chance-adjusted agreement between self-report and administrative data for individual CCs varied widely, from κ = 5.5% (inflammatory bowel disease) to κ = 77.5% (diabetes), and there was no clear pattern on whether using administrative data or self-reported data led to higher prevalence estimates. Only 26.9% of participants had perfect agreement on the number and constituent CCs; 10.6% agreed on the number but not constituent CCs. The impact of each CC on perfect agreement depended on both the level of agreement and the prevalence of the individual CC. Conclusion: Our results show that measuring agreement on multimorbidity is more complex than for individual CCs and that even small levels of individual condition disagreement can have a large impact on the agreement on the number of CCs.",2020,1,1,10.1177/2235042X20931287,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=144278742&site=ehost-live
231,232,Treatment Considerations For Elderly And Frail Patients With Neuropathic Pain.,"schmader,ke","Currently, an estimated 38 million individuals 65 years or older live in the United States, and more than 11 million of these individuals are 80 years or older. Older people are at high risk of neuropathic pain because many diseases that cause neuropathic pain increase in incidence with age. Depending on their underlying health, older adults with neuropathic pain may have to cope with multiple coexisting diseases, polypharmacy, and impaired functional ability. The objective of this article is to review how aging and frailty affect the treatment of older adults with neuropathic pain. Specific topics reviewed include the complexity of treatment decisions in older patients due to aged heterogeneity, multimorbidity, and polypharmacy; selection of treatment in an effort to maximize patients' functional abilities in addition to relieving their pain; more careful dosing (usually lower) and monitoring of pharmacotherapy relative to younger patients due to age-related changes in pharmacokinetics and pharmacodynamics; and underrepresentation of older adults in clinical trials of neuropathic pain treatments, which further compromises physicians' ability to make informed treatment decisions.",2010,0,1,10.4065/mcp.2009.0646,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=105144800&site=ehost-live
61,62,Fostering Student Interest In Geriatric Nursing: Impact Of Senior Long-Term Care Experiences.,"williams,kn","Preparing nurses to meet the care needs of an expanding aging population is a challenge for nursing. Student experience in long-term care is typically limited to initial practicums. Students are rarely able to appreciate the complexity, challenge, and rewards of geriatric nursing. Few students seek geriatric nursing roles upon graduation, and care facilities report an inability to fill current vacancies. This article describes the integration of long-term care experiences into senior year community health practicums and reports on a qualitative analysis to evaluate the project's impact on student attitudes and intentions toward geriatric nursing roles.",2006,0,1,,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=106338070&site=ehost-live
62,63,Exploring The Position Of The Registered Nurse In Residential Aged Care.,"cooper,j","This paper examines the many complexities associated with providing competent care to older Australians, especially in the current aged care environment. It explores the ways in which quality of care is driven and maintained by the registered nurse. It focuses on a study in which five registered nurses shared their perspectives on working in aged care. These experienced nurses articulated many of the important but mostly positive aspects of caring for the older person. Their contributions illustrated how aged care nurses are the lynchpin in the provision of quality care in residential aged care facilities.Older people in residential aged care facilities look to the registered nurse to help them identify and prioritise their needs. Personal care workers now administer care and the registered nurse monitors the provision of this care. It is argued that supervision, while an important aspect of the registered nurse's role, is often one that registered nurses are ill prepared to perform. The paper alerts registered nurses working in the residential aged care arena of the potential to embrace and further develop the principles of primary health care. An outcome of the paper is the recognition for further development of the place of the registered nurse in residential aged care, and the benefits associated with research in this important practice arena.",2006,0,1,,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=106369401&site=ehost-live
264,265,Reproducibility In The Assessment Of The Components Of A Clinical Complexity Index.,"lenti,marco.vincenzo","Clinical complexity (CC) represents one of the most relevant challenges of modern medicine, and its quantification is crucial both to stratify the clinical risk and for a fair hospital reimbursement policy.[1]-[3] CC is a multifaceted condition that encompasses biological (e.g., age, multimorbidity, frailty) and non-biological (e.g., socioeconomic, cultural, environmental, and behavioral) components.[4], [5] On this basis, a vectorial model of CC has been set up in which each vector expresses the dynamic changes over time of each component.[5] Although this model cannot but be an approximation of CC, it is able to take into account its determining factors all at once. The CC index studied has a high interobserver agreement among different healthcare professionals who were trained to administer this tool (observers #1 and #2). To conclude, the results of the present study support the feasibility of the use of the CC index in an internal medicine setting, and could provide background for its use in future studies.",2019,1,1,10.1007/s11606-019-05228-8,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=139599625&site=ehost-live
48,49,Cinemeducation: Teaching End-Of-Life Issues Using Feature Films.,"dibartolo,mc","Given the rapidly escalating older adult population and the need to strengthen content on end-of-life care in nursing curricula, finding creative strategies to encourage student thinking about the dying process and personal choice in end-of-life care is a timely challenge for nurse educators. There is an evolving body of literature in a variety of disciplines on cinemeducation, or the use of films to promote learning and personal awareness. This article describes an innovative assignment incorporating feature films designed not only to enhance student knowledge of the stages and process of grief and the complexity of human reactions when facing end-of-life situations, but also to engage students in thinking about the importance of quality of life in palliative care. The assignment was given to students enrolled in a second-semester, junior-level advanced adult health nursing course. Faculty and student evaluations of the assignment are discussed, and suggestions for selecting films and structuring such an assignment are proposed.",2009,0,1,10.3928/00989134-20090706-06,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=105407404&site=ehost-live
46,47,Psychological Transition Into A Residential Care Facility: Older People'S Experiences.,"ellis,jm","Aim. The aim of this paper is to discuss the complexity of admission into a residential care facility from a psychological perspective for residents and their relatives and the resulting implications for nursing care. Background. Admission into a residential care facility can be a stressful time for older people, as well as for their relatives. Many relatives have requested continued, meaningful involvement in care in the home, and researchers have identified reasons why it is important to implement strategies for including relatives in care. Data sources. The background for the paper is published research from the year 2000 on relocation into nursing homes and psychological transitions. Discussion. The concepts of transition from the theory of Personal Constructs are used to make sense of challenges faced by residents and their relatives. The psychological transition is experienced in very different ways by both residents and their relatives, and nurses can make a difference to how this major transition is experienced. However, nurses require improved communication strategies (based on the concepts of transition) that will support residents and their relatives during the admission phase. Implications for nursing. Nurses in residential care facilities need to develop communication strategies that will have a positive impact on the psychological transition that occurs when an older person is admitted into care. Conclusion. Improving the psychological health of older people moving into care should be an important goal for all nurses in residential care facilities. Using the theory of personal constructs as a guide, nurses can intervene to make this psychological transition a more positive experience.",2010,0,1,10.1111/j.1365-2648.2010.05280.x,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=105168902&site=ehost-live
293,295,"Nursing Diagnoses, Outcomes And Interventions As Measures Of Patient Complexity And Nursing Care Requirement In Intensive Care Unit.","castellan,cristiana","Aims To describe the nursing diagnoses, outcomes and interventions for patients admitted to intensive care units and to assess their possible relation with classical outcomes like length of stay and mortality. Background The analysis of nursing diagnosis frequencies may help to estimate the patients' complexity and the need for nursing interventions and can predict hospital outcomes. Nonetheless, few studies were conducted on critical patients. Design Prospective cohort observational study. Methods Between 15 July-31 October 2013 we collected the above-described nursing parameters of 100 subjects throughout their stay in intensive care. We classified the parameters according to established taxonomies. The independent association between the number of nursing diagnoses and length of stay/mortality was investigated with multiple regressions. Results We found an average of 19 diagnoses, 24 outcomes and 60 interventions per patient. Most frequently, the plans of care involved support for self-care deficits or interrupted family processes. They also included strategies to prevent infection, disuse syndrome and impairment of skin integrity. Nineteen nursing diagnoses were significantly related with mortality or length of stay in bivariate analyses. In regression models, the number of such diagnoses explained 29·7% of the variance in length of stay and was an independent predictor of mortality. Conclusion In critically ill patients, the analysis of nursing diagnoses, outcomes and interventions confirmed an intense activity in response to a broad spectrum of patient needs. The number of nursing diagnoses allowed to predict patient outcomes.",2016,1,1,10.1111/jan.12913,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=115159419&site=ehost-live
294,296,Outcomes Of Clinical Decision Support ( Cds) And Correlates Of Cds Use For Home Care Patients With High Medication Regimen Complexity: A Randomized Trial.,"mcdonald,margaret.v","Rationale, aims and objectives To assess the outcomes of a clinical decision support ( CDS) intervention designed for home care patients with high medication regimen complexity ( MRC) and to examine correlates of CDS use. Method The CDS consisted of a computerized algorithm that identified high MRC patients, electronic alerts and a care management module. Nurses were randomized upon identification of an eligible patient. Full intention to treat and intervention group-only analyses were completed. Regression-adjusted outcomes were hospitalization, emergency department use and reduction in MRC. Results Five hundred nurses were randomized with 7919 of their patients. Approximately 20% of the intervention group was hospitalized versus 21% in the control group; 16.5% versus 16.7% had an emergency department visit; and 6% in each group dropped below the high MRC threshold. No statistically significant differences were found in the intention to treat analysis. Eighty-two percent of intervention nurses used the CDS but for only 42% of their patients. Among intervention patients, CDS use (vs. non-use) was associated with reduced MRC and hospitalization. CDS use was associated with various clinician and patient characteristics. Conclusion CDS use was limited, negating the impact of the intervention overall. Findings on correlates of CDS use and the relationship between CDS use and positive outcomes suggest that CDS use and outcomes could be enhanced by avoiding short patient lengths of stay, improving continuity of care, increasing reliance on salaried nurses and/or increasing per diem nurses' incentives to use CDS.",2016,1,1,10.1111/jep.12383,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=113901816&site=ehost-live
20,21,Ongoing Challenges Responding To Behavioural And Psychological Symptoms Of Dementia.,"ostaszkiewicz,j","Background: Mid ‐  to late ‐ stage dementia is often characterized by behavioural and psychological symptoms, including, but not limited to physical and verbal aggression. Introduction: Although there is a considerable research about the prevalence, aetiology, and management of behavioural and psychological symptoms of dementia, there is limited research about the experience of caring for people with such symptoms in long ‐ term aged care facilities. Aim: The aims of the study were to describe: (i) nurses' experiences of caring for people with behavioural and psychological symptoms of dementia in long ‐ term aged care facilities, and (ii) strategies nurses used to deal with these symptoms. Methods: A qualitative exploratory and descriptive design, involving focus group interviews with 30 nurses from three long ‐ term aged care units in Australia. The transcripts were analysed using inductive content analysis. Results: The findings revealed five interrelated themes: (i) working under difficult conditions, (ii) behavioural and psychological symptoms of dementia: an everyday encounter, (iii) making sense of behavioural and psychological symptoms of dementia, (iv) attempting to manage behavioural and psychological symptoms of dementia, and (v) feeling undervalued. Conclusion: This study highlighted the difficult conditions under which nurses worked and the complexity of caring for individuals who have behavioural and psychological symptoms of dementia. Implications for nursing and health policy: Organizational efforts to enhance the quality of care for individuals with behavioural and psychological symptoms of dementia in long ‐ term aged care facilities should extend beyond staff education to heed nurses' concerns about organizational barriers to interpersonal care.",2015,0,1,10.1111/inr.12180,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=111177574&site=ehost-live
19,20,Orchestrating Care: Nursing Practice With Hospitalised Older Adults.,"dahlke,sherry.ann","Background. The increased incidence of health challenges with aging means that nurses are increasingly caring for older adults, often in hospital settings. Research about the complexity of nursing practice with this population remains limited. Objective. To seek an explanation of nursing practice with hospitalised older adults. Methods. Design. A grounded theory study guided by symbolic interactionism was used to explore nursing practice with hospitalised older adults from a nursing perspective. Glaserian grounded theory methods were used to develop a mid-range theory after analysis of 375 hours of participant observation, 35 interviews with 24 participants and review of selected documents. Results. The theory of orchestrating care was developed to explain how nurses are continuously trying to manage their work environments by understanding the status of the patients, their unit, mobilising the assistance of others and stretching available resources to resolve their problem of providing their older patients with what they perceived as 'good care' while sustaining themselves as 'good' nurses. They described their practice environments as hard and under-resourced. Orchestrating care is comprised of two subprocesses: building synergy and minimising strain. These two processes both facilitated and constrained each other and nurses' abilities to orchestrate care. Conclusions. Although system issues presented serious constraints to nursing practice, the ways in which nurses were making meaning of their work environment both aided them in managing their challenges and constrained their agency. Implications for practice. Nurses need to be encouraged to share their important perspective about older adult care. Administrators have a role to play in giving nurses voice in workplace committees and in forums. Further research is needed to better understand how multidisciplinary teams influence care of hospitalized older adults.",2015,0,1,10.1111/opn.12075,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=111007331&site=ehost-live
17,18,Nursing Staffs' Attentiveness To Older Adults Falling In Residential Care - An Interview Study.,"clancy,anne",Aims and objectives The focus of this study is to explore how nursing staff experience safety promotion and fall prevention in residential care settings for older adults. The article calls for attentiveness to fall prevention within a broader lifeworld context of well-being and health promotion. Background There is limited research on fall prevention and safety promotion where the lifeworld and well-being provide a direction for care. Design This interview study has a hermeneutic phenomenological design. Methods Fourteen interviews with nursing staff were carried out. The ethics of care and vulnerability within a lifeworld approach provide the theoretical framework and guide the interpretive process. Results The findings can indicate that there is a generalised understanding of the needs of older persons in residential care. The focus of the staff was more on protection and prevention than safety promotion and well-being. Conclusion Risk prevention is not enough. The residents need protection against falls but they also need to be protected from situations that can be detrimental to their well-being and compromise their dignity. Acknowledging the complexities of safety promotion amongst older persons living in assisted care settings can prevent fall accidents and ensure attentiveness to a more fundamental sense of security that can promote the older person's well-being and health. Relevance to clinical practice This study is relevant to clinical nursing practice as it shows that risk management in fall prevention is not enough. The findings show the need for educated nursing home staff that can incorporate contemplative and scientific knowledge into injury prevention practice.,2016,0,1,10.1111/jocn.13240,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=114538838&site=ehost-live
15,16,"Team Social Cohesion, Professionalism, And Patient-Centeredness: Gendered Care Work, With Special Reference To Elderly Care - A Mixed Methods Study.","öhman,ann","Background: Healthcare organisations are facing large demands in recruiting employees with adequate competency to care for the increasing numbers of elderly. High degrees of turnover and dissatisfaction with working conditions are common. The gendered notion of care work as 'women's work', in combination with low salaries and status, may contribute to negative work experiences. There is abundant information about the negative aspects of elderly care health services, but little is known about positive aspects of this work. The study aim was to investigate work satisfaction from a gender perspective among Swedish registered nurses, physiotherapists, and occupational therapists, focusing specifically on healthcare services for the elderly.Methods: A mixed methods approach was adopted in which we combined statistics and open-ended responses from a national survey with qualitative research interviews with healthcare professionals in elderly care organisations. The survey was administered to a random sample of 1578 registered nurses, physiotherapists, and occupational therapists. Qualitative interviews with 17 professionals were conducted in six elderly care facilities. Qualitative and quantitative content analyses, chi2 and constructivist grounded theory were used to analyse the data.Results: There was a statistically significant difference in overall work satisfaction between those who worked in elderly care and those who did not (64 and 74,4% respectively, p <0.001). Nine themes were derived from open-ended responses in the questionnaire. The qualitative interviews revealed four prominent storylines: 'Team social cohesion', 'Career development and autonomy', 'Client-centeredness', and 'Invisible and ignored power structures'.Conclusions: The results show the complexity of elderly care work and describe several aspects that are important for work satisfaction among health professionals. The results reveal that work satisfaction is dependent on social interrelations and cohesion in the work team, in possibilities to use humour and to have fun together, and in the ability to work as professionals to provide client-centered elderly care. Power relations such as gendered hierarchies were less visible or even ignored aspects of work satisfaction. The storylines are clearly linked to the two central discourses of professionalism and gender equality.",2017,0,1,10.1186/s12913-017-2326-9,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=123435552&site=ehost-live
301,303,The Complexity Of Pain Assessment In Older People.,"gregory,julie","Pain is common in older people and its assessment is an important part of the nurse's role. Asking people about their pain is considered the most accurate and reliable assessment because of the subjective nature of pain. A number of simple and easy-to-administer self-rating scales are available to measure pain intensity. To rate their pain, however, people need to understand the request, as well as recall and interpret the painful signal. Observing specific behaviours associated with pain is advocated when communication and cognitive function are impaired, for example, in people with advanced dementia. A number of pain assessment tools have been developed that involve observation of some or all of the behaviours. The aim of this article is to highlight the importance of pain assessment, discuss the various pain assessment scales and tools available and identify some of the factors that can make comprehensive assessment of pain in older people and those with cognitive impairment complex.",2015,1,1,10.7748/nop.27.8.16.e738,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=109950413&site=ehost-live
14,15,The Dynamic Role Of The Graduate Nurse In Aged Care: An Australian Experience Of Delivering An Aged Care Graduate Nurse Program.,"willetts,georgina","In 2012 an innovative graduate nurse program was implemented within the Australian aged care context. This program ran for two consecutive years in 2012 and 2013. This descriptive paper outlines a case study of the development and implementation of a Graduate Nurse Program focusing on advancing the specialty-nursing workforce in aged care. The disciplines of Gerontology and Geriatrics are relatively new but remain underrepresented in nursing curriculum and are frequently not valued in practice. The aim of the program itself was to allow graduate nurses to gain the knowledge and skills for competence to practice within the aged care environment. The complexities of this practice extended beyond the usual bedside nursing of most graduate programs within acute healthcare settings. Aged care graduates were required to also develop management and team leadership skills. This program, though developed for the Australian context, has relevance internationally with the growth of the ageing population and the concomitant increasing healthcare needs. The program and curriculum was developed closely with a steering committee composed of industry representatives and the academic education provider and used innovative pedagogies. The development of key areas of the curriculum and the underlying philosophy of the program are described. The practice changes to the aged care workplaces with the introduction of infrastructures to support the graduates are also discussed. With the international growth in the aged care population, education programs like this Graduate Program will be pivotal in the development of an appropriately trained and sustainable nursing workforce within aged care.",2017,0,1,10.1016/j.colegn.2016.07.002,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=124212704&site=ehost-live
13,14,Ageing Out Of Place: The Meaning Of Home Among Hispanic Older Persons Living In The United States.,"curtin,alicia","Aim To explore the meaning of home among older Hispanic immigrants who are 'aging out of place.' Background Emerging evidence supports the concept of older persons ageing in place. Nurse researchers have demonstrated that older person who age in place have better physical, psychological and cognitive outcomes. Less, however, is known about older persons who are 'aging out of place,' meaning out of their country of origin. With the growth of home health care, there is a need to understand the older immigrants' meaning of home when ageing out of their country of origin. Design and Method An inductive, qualitative descriptive research design was used. Seventeen Hispanic participants, ranging in age from 65 to 83 years were interviewed using a semi-structured interview protocol. Findings Two major finding of the study focused on participants' descriptions of home in their country of origin and in the USA. The majority of participants described their home in their native country as the community, countryside or town (pueblo) and in the U.S.A. as family. The level of social isolation and loneliness among participants was evident. Conclusions Older Hispanic immigrants who are 'aging out of place' integrate their past experiences of sense of place in their native country with their present experiences of home in the USA. The need to understand the role of the community and the family in the provision of nursing care in the home may be more important than the physical structure or setting in which it is delivered. Further intra- and cross-national studies are needed to provide a framework for understanding the issues of ageing and immigration globally. Implications for Practice Gerontological nurses need to recognise the complexity of family relationships for older Hispanic persons who are ageing out of place of origin and their risk of depression, social isolation, and loneliness.",2017,0,1,10.1111/opn.12150,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=124659011&site=ehost-live
12,13,Long-Term Care Nurse Residency Program: Evaluation Of New Nurse Experiences And Lessons Learned.,"salmond,susan.w","Transitioning to long-term care environments presents a significant challenge for new nurses and their directors of nursing. The complexity of this environment, instability of the workforce, and the lack of support structures frequently affect a new nurse's decision not to apply to long-term care, but to look for positions in acute care hospitals. To address these issues, a long-term care new nurse residency program was developed, implemented, and evaluated in New Jersey through the work of the New Jersey Action Coalition. The purpose of this study was to determine the effects of the residency program on new nurses' confidence, competence, retention, job satisfaction, and perceptions of organizational safety.",2017,0,1,10.3928/00220124-20170918-09,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=125568530&site=ehost-live
11,12,Nursing Work In Long-Term Care: An Integrative Review.,"montayre,jed","Evidence suggests that delivery of good nursing care in long-term care (LTC) facilities is reflected in nurses' descriptions of the factors and structures that affect their work. Understanding the contemporary nature of nursing work in aged care will influence policies for improving current work structures in this practice setting. The current review aims to present a contemporary perspective of RNs' work in LTC facilities. A comprehensive search and purposeful selection of the literature was conducted using CINAHL, PubMed, Medline, Scopus, and Google Scholar databases. Nine studies were eligible for review. Common themes revealed that nursing work in aged care settings is characterized by RNs providing indirect care tasks--primarily care coordination, engaging in non-nursing activities, and having an expanded and overlapping role. As care providers, aged care RNs do not always provide direct care as part of their nursing work. The scope of RN work beyond its clinical nature or performance of non-nursing tasks adds complexity in clarifying RN work roles in aged care.",2017,0,1,10.3928/00989134-20170519-02,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=125851401&site=ehost-live
10,11,Exploring Nursing Staff Views Of Responsive Behaviours Of People With Dementia In Long-Stay Facilities.,"clifford,c","Accessible summary What is known on the subject? Caring for people with dementia and responsive behaviours is challenging; however, little is known of nurses' experiences of responsive behaviours., What does this paper add to existing knowledge? To demonstrate understanding nurses need to be aware of their own actions, thoughts, attitudes and reactions., Time, education and management support are essential in enabling a person-centred approach., A decision regarding the place of care is difficult to come to, and given the drive to a person-centred approach, there is a need to consider the views of people with dementia., What are the implications for practice? Nursing staff supporting people with dementia should engage more frequently in reflective practice, ongoing education and decision-making., Service providers/managers need to have an understanding of the complexities of caring for a person with dementia and responsive behaviours and provide their staff with relevant supports and education that is accessible to all staff., Abstract Introduction Caring for people with dementia and responsive behaviours can challenge nurses, and little is known of their experiences. Aims To explore nurses' views of supporting people with dementia and responsive behaviours in long-stay facilities. Methods A qualitative descriptive study utilizing in-depth audio-recorded interviews of nine nurses, recruited from private and public care facilities. Qualitative content analyses conducted involving iterative comparisons of transcripts, summaries and memos, where coding, key quotes and tables were developed to determine themes. Results Four themes emerged: recognizing and understanding responsive behaviour, resources and interventions to support people with dementia and responsive behaviour, the impact of education on nursing practice and the care environment. Discussion Availability of staff, adequate time and financial restraints hinder nurses' ability to provide care. Access to ongoing education and being able to provide one-to-one care was valued as dementia-specific education changed nursing practice. Implications for practice Place of care was seen as dependent on the type of responsive behaviour in question, the duration of the behaviour and the impact of the behaviour on the person, other residents and staff. Dementia education needs to be accessible to all staff, and a collaborative approach is necessary in order to develop management guidelines and support strategies.",2018,0,1,10.1111/jpm.12436,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=127191539&site=ehost-live
9,10,Australian Final Year Nursing Students′ And Registered Nurse Supervisors’ Perceptions Of A Gerontology Clinical Learning Experience: A Preliminary Appraisal.,"ryan,colleen","Current international research suggests universities providing nursing education should focus on shifting students' attitudes towards valuing clinical learning derived from aged care settings, offering support and education for aged care facility staff supervising nursing students’ learning in the aged care setting, and encouraging nursing graduates to consider pursuing careers in gerontology nursing. Against this international backdrop, one Australian School of Nursing designed a structured clinical learning experience to offer final year nursing students an opportunity to further their knowledge and understanding of the complexities of the role of the gerontology registered nurse. Additionally, this clinical learning experience included provision for nursing academics to offer support and expertise to the aged care facility staff around the role of supervising and assessing final year nursing students’ clinical learning. The aim of this paper is to present fifteen final year nursing students' and nine registered nurse supervisors’ evaluations of the gerontology clinical learning experience and the success of the learning experience towards meeting the project aims. Mostly participants reported positive experiences and agreed the experience illuminated the role of the gerontology registered nurse. Participants in this study also provided suggestions about the benefits and barriers of the clinical learning experience.",2018,0,1,10.1016/j.nepr.2018.06.003,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=131072145&site=ehost-live
8,9,"A Review On Healthy Ageing Interventions Addressing Physical, Mental And Social Health Of Independent Community-Dwelling Older Adults.","seah,betsy","Abstract Healthy ageing is a multi-dimensional concept which appertains to all older adults. This study reviewed the intervention characteristics, intervention content and effectiveness of multi-dimensional healthy ageing interventions (MHAIs) addressing physical, mental and social health among independent community-dwelling older adults. A search was conducted in PubMed, CINAHL, Embase, Scopus, and PsycINFO for studies published from Jan 2007 to October 2016. 18 publications were included, accounting for 15 studies. The review reflected the complexity, variations and methodological considerations of developing a comprehensive MHAI. It demonstrated the possibility of integrating person-focused to environment-focused content topics in future MHAIs, beyond the physical, mental and social health dimensions. Among the reviewed studies, health education programs reported improvements in quality of life and life satisfaction while health assessment and education programs promoted positive health behaviors. Future MHAIs studies need to employ more robust research methods and greater contextual information reports to build stronger evidence base.",2019,0,1,10.1016/j.gerinurse.2018.06.002,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=134464825&site=ehost-live
310,316,The Complexity Of Older Adults' Social Support Networks.,"chaichanawirote,uraiwan","The purpose of this study was to provide a detailed snapshot of the diversity of social support networks of 95 independent-living older adults (mean age = 76). Participants in the convenience sample were recruited from senior centers and a retirement community. Using the Arizona Social Support Interview Schedule and egocentric network analysis, participants’ networks are described in terms of patterns, density, size of positive networks (available and utilized), size of negative networks (available and utilized), support need, and support satisfaction. Each participant and the identified members of his or her network were considered a complex adaptive system. Network boundary was 7 members; average network size was 6.22 members (SD = 1.50); network density was moderate (mean = 0.53, SD = 0.33); positive interaction networks were larger than negative networks; and overall, participants reported moderate support need (mean = 2.5, SD = 0.7) and high support satisfaction (mean = 5.9, SD = 1.0).",2013,1,1,10.3928/19404921-20130805-01,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=91761174&site=ehost-live
6,7,Nurse Practitioners' Role In Improving Service For Elderly Trauma Patients.,"bethea,audis","Preexisting conditions and decreased physiological reserve in the elderly frequently complicate the provision of health care in this population. A Level 1 trauma center expanded its nurse practitioner (NP) model to facilitate admission of low-acuity patients, including the elderly, to trauma services. This model enabled NPs to initiate admissions and coordinate day-to-day care for low-acuity patients under the supervision of a trauma attending. The complexity of elderly trauma care and the need to evaluate the efficacy of management provided by NPs led to the development of the current study. Accordingly, this study endeavored to compare outcomes in elderly patients whose care was coordinated by trauma NP (TNP) versus nontrauma NP (NTNP) services. Patients under the care of TNPs had a 1.22-day shorter duration of hospitalization compared with that of the NTNP cohort (4.38 ± 3.54 vs. 5.60 ± 3.98, p =.048). Decreased length of stay in the TNP cohort resulted in an average decrease in hospital charges of $13,000 per admission ($38,053 ± $29,640.76 vs. $51,317.79 ± $34,756.83, p =.016). A significantly higher percentage of patients admitted to the TNP service were discharged home (67.1% vs. 36.0%, p =.002), and a significantly lower percentage of patients were discharged to skilled nursing facilities (25.7% vs. 51.9%, p =.040). These clinical and economic outcomes have proven beneficial in substantiating the care provided by TNPs at the study institution. Future research will focus on examining the association of positive outcomes with specific care elements routinely performed by the TNPs in the current practice model.",2019,0,1,10.1097/JTN.0000000000000445,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=137703631&site=ehost-live
5,6,Precision Health In Aging And Nursing Practice.,"martha,sarah.r","The article discusses the Council for the Advancement of Nursing Science defines precision health as ""an emerging approach to individualizing health care"" through the examination of genetic, behavioral, and environmental. Topics include omics combines biological, functional, and behavioral knowledge that reflects the complexity and heterogeneity of individuals over time; and omics-based precision health research also be applied from the bedside back to the laboratory.",2020,0,1,10.3928/00989134-20200129-03,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=141864996&site=ehost-live
