id	title	year	auth_id	doi	pmid	umi	journal_id	volume	issue	start_page	abstract	url	date_added	repeats	filename	nursauth	id	name	nurs	id	name	lastname	firstname
106	Protocol For The Prehab Study-Pre-Operative Rehabilitation For Reduction Of Hospitalization After Coronary Bypass And Valvular Surgery: A Randomised Controlled Trial.	2015	107	10.1136/bmjopen-2014-007250	25753362		30	5	3	e007250	INTRODUCTION: Frailty is a geriatric syndrome characterised by reductions in muscle mass, strength, endurance and activity level. The frailty syndrome, prevalent in 25-50% of patients undergoing cardiac surgery, is associated with increased rates of mortality and major morbidity as well as function decline postoperatively. This trial will compare a preoperative, interdisciplinary exercise and health promotion intervention to current standard of care (StanC) for elective coronary artery bypass and valvular surgery patients for the purpose of determining if the intervention improves 3-month and 12-month clinical outcomes among a population of frail patients waiting for elective cardiac surgery. METHODS AND ANALYSIS: This is a multicentre, randomised, open end point, controlled trial using assessor blinding and intent-to-treat analysis. Two-hundred and forty-four elective cardiac surgical patients will be recruited and randomised to receive either StanC or StanC plus an 8-week exercise and education intervention at a certified medical fitness facility. Patients will attend two weekly sessions and aerobic exercise will be prescribed at 40-60% of heart rate reserve. Data collection will occur at baseline, 1-2 weeks preoperatively, and at 3 and 12 months postoperatively. The primary outcome of the trial will be the proportion of patients requiring a hospital length of stay greater than 7 days. POTENTIAL IMPACT OF STUDY: The healthcare team is faced with an increasingly complex older adult patient population. As such, this trial aims to provide novel evidence supporting a health intervention to ensure that frail, older adult patients thrive after undergoing cardiac surgery. ETHICS AND DISSEMINATION: Trial results will be published in peer-reviewed journals, and presented at national and international scientific meetings. The University of Manitoba Health Research Ethics Board has approved the study protocol V.1.3, dated 11 August 2014 (H2014:208). TRIAL REGISTRATION NUMBER: The trial has been registered on ClinicalTrials.gov, a registry and results database of privately and publicly funded clinical studies (NCT02219815).		2021-07-02 01:27:52	1	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1	30	Bmj Open		107	stammers,andrew.n	Stammers	Andrew N
107	Clinical Profile Of Acute Confusion In The Long-Term Care Setting.	2003	108	10.1177/1054773803012002003	12741667		108	12	2	145	Aspects of acute confusion (AC) including risk factors, behavior patterns, and outcomes are not well documented in long-term care (LTC) residents. The purpose of this prospective study was to describe the clinical profile of AC in LTC including risk factors, behavior patterns, etiologies, and 3-month outcomes. Seventy-four elderly LTC residents were assessed for AC, depression, and global cognitive impairment. Risk factors associated with AC included hearing deficits, depression, pulmonary disorders, and abnormal serum sodium or potassium levels. Behavior patterns of acutely confused residents included hyperactive (n = 9, 31%), hypoactive (n = 8, 28%), and mixed (n = 7, 24%). In the majority of the AC cases, the etiology was multIfactorial infections and dehydration were the most common causes. Residents with AC had very poor 3-month outcomes. Thirty-four percent (n = 10) of the residents with AC died within 3 months of the evaluation. This study highlights the complexity and serious nature of AC in this frail population.		2021-07-02 01:27:52	2	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1	108	Clinical Nursing Research	1	108	cacchione,pamela.z	Cacchione	Pamela Z
108	Around-The-Clock Nursing Care For The Elderly In Japan.	1998	109	10.1111/j.1547-5069.1998.tb01233.x	9549939		109	30	1	37	PURPOSE: To describe the first phase of creating a Japanese model of community-based long-term care, called around-the-clock care (ACC), by operationally defining the components of ACC, identifying those eligible for the program, clarifying methods of planning and organization, and exploring outcomes. DESIGN: Exploratory evaluation for the population of frail elderly Japanese citizens living at home. A convenience sample of 44 patients receiving care from four visiting-nurse-service stations during 3 months in 1994 was used. METHODS: Needs assessments; record reviews of patient encounters; evaluations by patients, families, and visiting nurses; and reviews of administrative data. FINDINGS: Nurses perceived that ACC stabilized medical status, reduced the emotional and physical burden of treatment, and improved hygiene. It also reduced family caregiving burdens and the stress of family caregivers' employment responsibilities. The highest rating of ACC by patient and families was for those with the most complex physical needs. Skilled nursing at home permitted early identification and treatment of problems before they became crises or required hospitalization. CONCLUSIONS: Early findings suggest 24-hour nurse-home helper teamwork may be an effective system of community-based long-term care and should be considered a key element of future Japanese health policy.		2021-07-02 01:27:52	1	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1	109	Image--The Journal Of Nursing Scholarship	1	109	murashima,s	Murashima	S
109	Do Gerontology Nurse Specialists Make A Difference In Hospitalization Of Long-Term Care Residents? Results Of A Randomized Comparison Trial.	2014	67	10.1111/jgs.13022	25283552		32	62	10	1962	Residents of long-term care facilities have highly complex care needs and quality of care is of international concern. Maintaining resident wellness through proactive assessment and early intervention is key to decreasing the need for acute hospitalization. The Residential Aged Care Integration Program (RACIP) is a quality improvement intervention to support residential aged care staff and includes on-site support, education, clinical coaching, and care coordination provided by gerontology nurse specialists (GNSs) employed by a large district health board. The effect of the outreach program was evaluated through a randomized comparison of hospitalization 1 year before and after program implementation. The sample included 29 intervention facilities (1,425 residents) and 25 comparison facilities (1,128 residents) receiving usual care. Acute hospitalization rate unexpectedly increased for both groups after program implementation, although the rate of increase was significantly less for the intervention facilities. The hospitalization rate after the intervention increased 59% for the comparison group and 16% for the intervention group (rate ratio (RR) = 0.73, 95% confidence interval (CI) = 0.61-0.86, P < .001). Subgroup analysis showed a significantly lower rate change for those admitted for medical reasons for the intervention group (13% increase) than the comparison group (69% increase) (RR = 0.67, 95% CI = 0.56-0.82, P < .001). Conversely, there was no significant difference in the RR for surgical admissions between the intervention and comparison groups (RR = 1.0, 95% CI = 0.68-1.46, P = .99). The integration of GNS expertise through the RACIP intervention may be one approach to support staff to provide optimal care and potentially improve resident health.		2021-07-02 01:27:52	2	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1	32	Journal Of The American Geriatrics Society		67	boyd,michal	Boyd	Michal
110	'Failure To Maintain': A Theoretical Proposition For A New Quality Indicator Of Nurse Care Rationing For Complex Older People In Hospital.	2016	111	10.1016/j.ijnurstu.2016.08.001	27658271		111	63		146	Complex older patients represent about half of all acute public hospital admissions in Australia. People with dementia are a classic example of complex older patients, and have been identified to have higher rates of hospital-acquired complications. Complications contribute to poorer patient outcomes, and increase length of stay and cost to hospitals. The care for older people with dementia is complex, and this has been attributed to: their cognitive response to being hospitalised; their limited ability to self-care; and lack of nursing engagement with the family caregiver. Registered nurses can offer simultaneous assessment and intervention to prevent or mitigate hospital-acquired complications. However, it is known that when demand for nursing care exceeds supply, care is prioritised according to acute medical need. Consequently some basic but essential nursing care activities such as patient mobility, communication, skin care, hydration and nutrition are implicitly rationed. This paper offers a theoretical proposition of 'Failure to Maintain' as a conceptual framework to indicate implicit care rationing by nurses. Care rationing contributes to functional and cognitive decline of complex older patients, which then contributes to higher rates of hospital acquired complications. Four key hospital acquired complications: pressure injuries, pneumonia, urinary tract infections and delirium are proposed as measurable indicators of 'Failure to Maintain'. Hospital focus on throughput constrains nurses to privilege predictable, solvable and medically-related procedures and processes that will lead to efficient discharge over patient mobility, communication, skin care, hydration and nutrition. This privileging, also known as implicit rationing, is theoretically and physiologically associated with a rise in the incidence of complications such as pressure injuries, pneumonia, urinary tract infection, and delirium. Complex older patients, including those with dementia, are at higher risk of the complications, therefore should have higher delivery of prophylactic intervention (ie have higher care needs). 'Failure to Maintain' offers a conceptual framework that is inclusive of, and sensitive to, this vulnerable population. Implicit rationing is occurring and it likely contributes to functional and cognitive decline in complex older patients and hospital-acquired complications. However, the lack of patient functional ability data at admission and discharge for hospitalised patients, and lack of usable ward and hospital level nurse staffing and workload data makes it difficult to monitor, understand and improve quality of care. Current research in the fields of acute geriatrics and nursing work environments show promise through enabling multidisciplinary team communication, and facilitating clinical autonomy to provide patient focussed care, and avoid 'Failing to Maintain'. The research field of acute geriatrics can understand and act on the risk modification role of nurses, including controlling for nurse staffing and work environment variables in intervention studies. The research field of nurse sensitive outcomes should incorporate the different profile of complex older patients, by including age brackets and functional ability as variables in their studies. Clinically, nursing work environments can be designed to recognise the different profile of complex older patients by adapting practices to privilege mobility, hydration, nutrition, skin care and communication in the midst of acute care interventions.		2021-07-02 01:27:52	2	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1	111	International Journal Of Nursing Studies	1	111	bail,kasia	Bail	Kasia
111	Investigating The Contribution Of Community Nurses To Anticipatory Care: A Qualitative Exploratory Study.	2011	112	10.1111/j.1365-2648.2010.05589.x	21332574		52	67	7	1558	AIMS: To investigate how one aspect of anticipatory care is understood and delivered in practice. 'Anticipatory care' in this context can be understood as proactive care, which is oriented towards prevention of adverse events. BACKGROUND: Scotland has identified the intention to move away from a preoccupation with acute care and invest in health improvement and anticipatory care. Community nurses are the key, yet little is known about how they understand and deliver anticipatory care. METHODS: A qualitative case study design using individual in-depth interviews (n=10), observation (n=9) and focus groups (n=5) was selected. Five focus group interviews were carried out with district nurses, practice nurses and health visitors. Subsequently, nine observation events took place, each focused on a single nurse/client encounter. Data were collected during 2008 and 2009 in one Community Health Partnership in Scotland. FINDINGS: Two approaches to anticipatory care emerged; these were influenced by participants' roles and responsibilities. Approach 1 derives from Government policy agenda and is focused on protocol-focused management of long-term illness. Approach 2 is synonymous with long-standing nursing activity focused on holistic care of individual patients. Both approaches are proactive in nature. CONCLUSIONS: There is scope to develop a more conceptually complex model of anticipatory care, building on this initial exploration, within which all aims, roles, practices and methods of evaluation can be located and clearly visible. This offers the potential to enable practitioners to interpret and apply policy--otherwise change may be limited and result in service gaps.		2021-07-02 01:27:52	1	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1	52	Journal Of Advanced Nursing	1	112	kennedy,catriona	Kennedy	Catriona
112	Recruitment Of Frail Older People To Research: Lessons Learnt Through Experience.	2001	113	10.1046/j.1365-2648.2001.02029.x	11737496		52	36	5	643	BACKGROUND: With the emphasis on the need for clinical governance and evidence-based practice in the healthcare industry there is increasing pressure on researchers to provide tangible research evidence of the effectiveness of new treatments, interventions and services. Recruiting an adequate size of sample is an important factor in the success or otherwise of a study to answer the research question. Difficulty in the recruitment of older people to research is widely acknowledged. However, much can be achieved to maximize the success of this process. AIMS OF THE PAPER: This paper describes and explores our experience of recruiting frail, older people to research, with particular emphasis on ensuring quality in the process of research related to ethical practice. CONCLUSIONS: Recruitment of frail older people to research can be a complex process in which the awareness and integrity of the researcher is key in upholding the principle of nonexploitation. It is important not to underestimate this difficulty and to ensure that the data collection period is sufficient to recruit adequate numbers. There is a need to continue to develop and refine recruitment skills and strategies to maximize the involvement of frail older people to research while protecting their right to refuse.		2021-07-02 01:27:52	4	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1	52	Journal Of Advanced Nursing	1	113	harris,r	Harris	R
113	Nursing Management Of Constipation In Housebound Older People.	2001	114	10.12968/bjcn.2001.6.5.7085	11893950		38	6	5	245	In this article two algorithms are suggested for use by district nurses in the management of constipation in dependent older people at home. Prescribing for this group of patients requires a complex assessment of medical and social factors as 24-hour supervision is not always available and local health and social service resources may impact on the level of care that is available in terms of the provision of food and drink and the taking of medicines.		2021-07-02 01:27:52	1	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1	38	British Journal Of Community Nursing	1	114	edwards,m	Edwards	M
114	Nurses' Experiences Of Caring For Non-Catheterised Older Infirmed Patients: A Descriptive Study Of What Nurses Actually Do?	2010	115	10.1111/j.1365-2702.2009.03026.x	20500348		34	19	9-10	1387	AIMS: This study aims to explore nurses' experiences of caring for non-catheterised older infirmed patients who had suffered from recurrent urinary tract infection and strategies adopted to prevent and manage the problem. BACKGROUND: Urinary tract infection is a complex and significant infection affecting frail older patients. Most literature focuses on prescribing treatment to treat the micro-organisms causing the infection, with less emphasis to understand nursing perspectives of caring for frail and highly dependent older patients suffering from this condition. DESIGN: Qualitative. METHODS: A qualitative research methodology was conducted in a hospital-based infirmary unit (composing of four wards) in Hong Kong. Fourteen nurses were interviewed using a semi-structured interview guide. RESULTS: When managing recurrent urinary tract infection of non-catheterised older patients, nurses described the need to promptly recognise the urinary tract infection symptoms and to know the causes of the symptoms before administering any care. These formed the basis for deciding whether the patient's urinary condition should be managed by nurses themselves or be referred to the physician for medical treatment. Based on this initial judgement, subsequent non-invasive measures perceived by nurses to be effective were undertaken to manage the non-medically intervened problem. Ways to improve nurses' existing roles and work practices to better manage recurrent urinary tract infection of non-catheterised older patients were also identified. CONCLUSION: Nurses working in infirmary wards refocused on the value of providing basic nursing care to manage this emergent and overlooked clinical problem. RELEVANCE TO CLINICAL PRACTICE: Asymptomatic urinary tract infection cases should continue to receive 'basic urinary tract infection care' on a daily basis, as ignoring these symptoms could bring on adverse consequences. Prior knowledge and experiences acquired by nurses who cared for previously infected patients can assist in the development of interventions, so comparison of different nursing measures is possible to determine which one is the most effective in managing this clinical issue.		2021-07-02 01:27:52	3	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1	34	Journal Of Clinical Nursing	1	115	ling man,elaine.siu	Ling Man	Elaine Siu
115	A Threat To Our Integrity--Meanings Of Providing Nursing Care For Older Patients With Cognitive Impairment In Acute Care Settings.	2016	117	10.1111/scs.12220	25919338		100	30	1	48	BACKGROUND: Older people with cognitive impairment represent a large group of patients in acute care settings. Research show that these acute care environments can be unsafe and even unfriendly for frail older patients. Research and clinical experience show that being a nurse in acute/specialised medical facilities means to work in a high-speed, technologically complex and demanding environment. When caring for older patients with cognitive impairment, nurses' workload and responsibilities have been shown to increase. This is largely dependent on how easily it is to connect with and help patients understand what to do, and what is best for them. AIM: This study aimed to illuminate meanings of caring for older patients with cognitive impairment in acute care settings as experienced by nursing staff. METHOD: A purposeful sample of thirteen nurses experienced in caring for older people with cognitive impairment in acute care settings participated in the study. Narrative interviews were conducted during autumn 2012 and interpreted using a phenomenological hermeneutic method. FINDINGS: Caring for older, acutely ill cognitively impaired patients was found to be very complex. The meanings of caring for these older patients seemed to change depending on the nurses' perceptions of the patients and the gap between what they could do (real) and wanted to do (ideal) in providing care for them. The greater this gap was felt to be and the more care was perceived as meaningless, the more serious was the threat to nurses' personal-professional integrity which could be at risk, compromised or harmed. CONCLUSION: The comprehensive understanding indicates that being a nurse and having to care for older patients in acute care settings means providing nursing care in an environment that does not support possibilities to protect and develop nurses' personal-professional integrity.		2021-07-02 01:27:52	4	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1	100	Scandinavian Journal Of Caring Sciences	1	117	nilsson,anita	Nilsson	Anita
116	The Indispensable Intermediaries: A Qualitative Study Of Informal Caregivers' Struggle To Achieve Influence At And After Hospital Discharge.	2014	118	10.1186/1472-6963-14-331	25078610		25	14		331	"BACKGROUND: The care policy and organization of the care sector is shifting to accommodate projected demographic changes and to ensure a sustainable model of health care provision in the future. Adult children and spouses are often the first to assume care giving responsibilities for older adults when declining function results in increased care needs. By introducing policies tailored to enabling family members to combine gainful employment with providing care for older relatives, the sustainability of the future care for older individuals in Norway is more explicitly placed on the family and informal caregivers than previously. Care recipients and informal caregivers are expected to take an active consumer role and participate in the care decision-making process. This paper aims to describe the informal caregivers' experiences of influencing decision-making at and after hospital discharge for home-bound older relatives. METHODS: This paper reports findings from a follow-up study with an exploratory qualitative design. Qualitative telephone interviews were conducted with 19 informal caregivers of older individuals discharged from hospital in Norway. An inductive thematic content analysis was undertaken. RESULTS: Informal caregivers take on comprehensive all-consuming roles as intermediaries between the care recipient and the health care services. In essence, the informal caregivers take the role of the active participant on behalf of their older relative. They describe extensive efforts struggling to establish dialogues with the ""gatekeepers"" of the health care services. Achieving the goal of the best possible care for the care recipient seem to depend on the informal caregivers having the resources to choose appropriate strategies for gaining influence over decisions. CONCLUSIONS: The care recipients' extensive frailty and increasing dependence on their families coupled with the complexity of health care services contribute to the perception of the informal caregivers' indispensable role as intermediaries. These findings accentuate the need to further discuss how frail older individuals and their informal caregivers can be supported and enabled to participate in decision-making regarding care arrangements that meet the care recipient's needs."		2021-07-02 01:27:52	1	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1	25	Bmc Health Services Research		118	bragstad,line.kildal	Bragstad	Line Kildal
117	Direct And Indirect Effects Of Nutritional Status, Physical Function And Cognitive Function On Activities Of Daily Living In Japanese Older Adults Requiring Long-Term Care.	2014	119	10.1111/ggi.12169	24215649		119	14	4	799	AIM: To identify the direct and indirect effects of nutritional status, physical function, and cognitive function on activities of daily living in Japanese older adults requiring long-term care. METHODS: In total, 179 participants aged ≥ 65 years who were eligible for long-term care insurance (mean age 85.5 ± 7.8 years) were recruited for this study. Nutritional status (Mini Nutritional Assessment, Short Form) and physical function (Short Physical Performance Battery) were examined. Activities of daily living, cognitive function and frailty were assessed using the Barthel Index, Mini-Mental State Examination and Clinical Frailty Scale, respectively. Path analysis was used to determine relationships between these factors and the activities of daily living. RESULTS: For Japanese older adults requiring long-term care, pathways were modeled for nutritional status, physical function and the activities of daily living. The total effect of nutritional status was 0.516 (P<0.001). The indirect effect of nutritional status through physical function on the activities of daily living was 0.458 (P<0.001). Finally, no significant direct effect of nutritional status on activities of daily living was observed (b=0.058, P=0.258). CONCLUSIONS: The present study identified the complex pathway from nutritional status to the activities of daily living through physical function in aged Japanese people requiring long-term care. These findings suggest that maintaining good nutritional status and nutritional support might delay physical function decline, and prolong the activities of daily living.		2021-07-02 01:27:52	0	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1	119	Geriatrics & Gerontology International		119	kamo,tomohiko	Kamo	Tomohiko
118	Being Your Best: Protocol For A Feasibility Study Of A Codesigned Approach To Reduce Symptoms Of Frailty In People Aged 65 Years Or More After Transition From Hospital.	2021	120	10.1136/bmjopen-2020-043223	33674372		30	11	3	e043223	INTRODUCTION: The population is ageing, with increasing health and supportive care needs. For older people, complex chronic health conditions and frailty can lead to a cascade of repeated hospitalisations and further decline. Existing solutions are fragmented and not person centred. The proposed Being Your Best programme integrates care across hospital and community settings to address symptoms of frailty. METHODS AND ANALYSIS: A multicentre pragmatic mixed methods study aiming to recruit 80 community-dwelling patients aged ≥65 years recently discharged from hospital. Being Your Best is a codesigned 6-month programme that provides referral and linkage with existing services comprising four modules to prevent or mitigate symptoms of physical, nutritional, cognitive and social frailty. Feasibility will be assessed in terms of recruitment, acceptability of the intervention to participants and level of retention in the programme. Changes in frailty (Modified Reported Edmonton Frail Scale), cognition (Mini-Mental State Examination), functional ability (Barthel and Lawton), loneliness (University of California Los Angeles Loneliness Scale-3 items) and nutrition (Malnutrition Screening Tool) will also be measured at 6 and 12 months. ETHICS AND DISSEMINATION: The study has received approval from Monash Health Human Research Ethics Committee (RES-19-0000904L). Results will be disseminated through peer-reviewed journals, conference and seminar presentations. TRIAL REGISTRATION NUMBER: ACTRN12620000533998; Pre-results.		2021-07-02 01:27:52	1	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1	30	Bmj Open		120	lowthian,judy.a	Lowthian	Judy A
119	Prevalence And Characteristics Of Nursing Homes Residents Requiring Light-Care.	2005	121	10.1002/nur.20079	15884022		92	28	3	210	Rising nursing home (NH) costs and the poor quality of NH care make it important to recognize elders for whom NH care may be inappropriate. As a first step in developing a method to identify these elders, we examined the characteristics of NH residents requiring light-care and changes in their care level from NH admission to 12-months. Using data from the Missouri Minimal Data Set electronic database, we developed three care-level categories based on Resource Use Groups, Version III (RUG-III) and defined light-care NH residents as those requiring minimal assistance with late-loss ADLs (bed mobility, transfer, toilet use, or eating) and having no complex clinical problems. Approximately 16% of Missouri NH residents met the criteria for light-care. They had few functional problems with mobility, personal care, communication, or incontinence; approximately 33% had difficulty maintaining balance without assistance; and 50% of those admitted as light-care were still light-care at 12-months. Findings suggest that many NH residents classified as light-care by these criteria could be cared for in community settings offering fewer services than NHs.		2021-07-02 01:27:52	3	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1	92	Research In Nursing & Health	1	121	grando,victoria.t	Grando	Victoria T
120	Medication-Taking By The Frail Elderly In Two Ethnic Groups.	1991	122	10.1111/j.1744-6198.1991.tb00891.x	1792177		122	26	4	19	A complex and dangerous area of medical intervention with the elderly population is drug therapy. Although drugs have contributed to the well-being of many older persons, some elderly individuals are at risk due to polypharmacy and age-related factors. The purpose of this preliminary study was to investigate the medication-taking behaviors of two ethnic groups of noninstitutionalized frail elderly individuals. The findings indicate that these individuals may be at risk for harm due to their medication-taking practices. Healthcare professionals must evaluate drug use by the elderly and be aware of the risks of drug misuse by this vulnerable group.		2021-07-02 01:27:52	2	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1	122	Nursing Forum	1	122	lile,j.l	Lile	J L
121	Minimal Effect On Energy Intake By Additional Evening Meal For Frail Elderly Service Flat Residents--A Pilot Study.	2008	123	10.1007/BF02982658	18443710		123	12	5	295	BACKGROUND: Nutritional problems are common in frail elderly individuals receiving municipal care. OBJECTIVE: To evaluate if an additional evening meal could improve total daily food intake, nutritional status, and health-related quality of life (HRQOL) in frail elderly service flat (SF) residents. DESIGN: Out of 122 residents in two SF complexes, 60 subjects agreed to participate, of which 49 subjects (median 84 (79-90) years, (25th-75th percentile)) completed the study. For six months 23 residents in one SF complex were served 530 kcal in addition to their regular meals, i.e. intervention group (I-group). Twenty-six residents in the other SF building were controls (C-group). Nutritional status, energy and nutrient intake, length of night time fast, cognitive function and HRQOL was assessed before and after the intervention. RESULTS: At the start, the Mini Nutritional Assessment classified 27% as malnourished and 63% as at risk for malnutrition, with no difference between the groups. After six months the median body weight was unchanged in the I-group, +0.6 (-1.7-+1.6) kg (p=0.72) and the C-group -0.6 (-2.0-+0.5) kg (p=0.15). Weight change ranged from -13% to +15%. The evening meal improved the protein and carbohydrate intake (p<0.01) but the energy intake increased by only 180 kcal/day (p=0.15). The night time fast decreased in the I-group from 15.0 (13.0-16.0) to 13.0 (12.0-14.0) hours (p<0.05). There was no significant difference in cognitive function or HRQOL between the groups. CONCLUSION: Nine out of ten frail elderly SF residents had nutritional problems. Serving an additional evening meal increased the protein and carbohydrate intake, but the meal had no significant effect on energy intake, body weight or HRQOL. The variation in outcome within each study group was large.		2021-07-02 01:27:52	1	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1	123	The Journal Of Nutrition, Health & Aging		123	odlund olin,a	Odlund Olin	A
122	Impact Of Social Frailty On Relocation Of Older Adults.	2021	124	10.14283/jfa.2021.3	34105710		124	10	3	254	BACKGROUND: The relationship between frailty and variables such as housing are the least included in models of frailty and research on frailty or social frailty and relocation is negligible. The decision to relocate is complex and demanding for older adults with a loss of independence but little is known about what makes older adults relocate to congregated housing designated for older adults, let alone in combination with social frailty, and how they navigate this transition. OBJECTIVES: This mixed method descriptive study aims to understand the influence of social frailty for a population of French-speaking semi-independent older adults relocating to a housing continuum community. DESIGN: Semi-structured individual interviews including sociodemographic data and the PRISMA-7 Frailty Scale were conducted with recently relocated older adults. SETTING: A newly opened French-speaking housing continuum community in Eastern Canada that offers luxury apartments for independent older adults, two assisted living facilities for semi-independent older adults along with a long-term care facility. PARTICIPANTS: Twenty-nine older adults with a mean age of 85 years, mostly female, married or widowed and highly educated. MEASUREMENTS: Content analysis of the transcribed recorded interviews and descriptive statistical analyses to examine relationships between the frailty PRISMA-7 scale, answers to additional questions and the sociodemographic data. RESULTS: There was not a significant difference in the scores for socialization before and after relocation nor between prior help and current help; however, there was a significant negative correlation between help and socialization before and after relocation. Three main themes included: imposed influences, push and pull factors and post relocation. CONCLUSIONS: The results indicate that several social factors contributed to relocation and that participants were experiencing social frailty. Participants were at the crossover point of being vulnerable to experiencing additional deficits which would potentially have led to higher frailty had they not relocated.		2021-07-02 01:27:52	1	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1	124	The Journal Of Frailty & Aging		124	dupuis-blanchard,s	Dupuis-Blanchard	S
123	A Critique Of Research Measures Used To Assess Inappropriate Psychoactive Drug Use In Older Adults.	2002	125	10.1046/j.1532-5415.2002.50072.x	12028223		32	50	2	374	An overview and critique of research measures of inappropriate psychoactive drug use in the treatment of frail older adults is presented. These measures are compared on the basis of six key criteria for the complex determination of inappropriate psychoactive drug use as a research variable. These six instruments/standards are examined also for their advantages and disadvantages as research tools. Based on this review and related literature, recommendations are made that future studies of inappropriate psychoactive drug use include expert clinician assessment, measures of target symptoms and functional status, physiological indicators wherever possible, and drug and dosage classifications according to interdisciplinary consensus-based criteria.		2021-07-02 01:27:52	0	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1	32	Journal Of The American Geriatrics Society		125	talerico,karen.amann	Talerico	Karen Amann
124	The Complexities Of Documenting Clinical Information In Long-Term Care Settings In Australia.	2002	126	10.3928/0098-9134-20020501-05	12035829		60	28	5	8	"Clinical nursing documentation, written, verbal or supported by technology, is being affected by both the worldwide ""information explosion"" and budgetary constraints. In Australia, the necessity of documenting complex care needs and treatment plans in older adult care settings has become more imperative because funding levels and sources are frequently tied to these documents. As a consequence, the statutory requirements for documentation have become a significant driving force in shaping nursing practice. Although the value of quality documentation is or should be recognized, the seemingly vast amounts of time required inevitably distracts nurses from what they see as their primary purpose-the provision of direct patient care. Older adults who are frail are among the most complex clients requiring services in what is traditionally a poorly resourced sector. Under-funding frequently impacts on the staff skill mix, resulting in low levels of senior, highly qualified, and skilled staff. These factors impact the quality of the documentation and possibly the usage of the information itself. This article will provide an overview of the issues related to documentation of clinical information in older adult care settings with particular reference to some of the ""unique"" inefficiencies inherent in the Australian system."		2021-07-02 01:27:52	1	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1	60	Journal Of Gerontological Nursing	1	126	pelletier,dianne	Pelletier	Dianne
125	Transitional Care From Skilled Nursing Facilities To Home: Study Protocol For A Stepped Wedge Cluster Randomized Trial.	2021	127	10.1186/s13063-021-05068-0	33546737		59	22	1	120	BACKGROUND: Skilled nursing facility (SNF) patients are medically complex with multiple, advanced chronic conditions. They are dependent on caregivers and have experienced recent acute illnesses. Among SNF patients, the rate of mortality or acute care use is over 50% within 90 days of discharge, yet these patients and their caregivers often do not receive the quality of transitional care that prepares them to manage serious illnesses at home. METHODS: The study will test the efficacy of Connect-Home, a successfully piloted transitional care intervention targeting seriously ill SNF patients discharged to home and their caregivers. The study setting will be SNFs in North Carolina, USA, and, following discharge, in patients' home. Using a stepped wedge cluster randomized trial design, six SNFs will transition at randomly assigned intervals from standard discharge planning to the Connect-Home intervention. The SNFs will contribute data for patients (N = 360) and their caregivers (N = 360), during both the standard discharge planning and Connect-Home time periods. Connect-Home is a two-step intervention: (a) SNF staff create an individualized Transition Plan of Care to manage the patient's illness at home; and (b) a Connect-Home Activation RN visits the patient's home to implement the written Transition Plan of Care. A key feature of the trial includes training of the SNF and Home Care Agency staff to complete the transition plan rather than using study interventionists. The primary outcomes will be patient preparedness for discharge and caregiver preparedness for caregiving role. With the proposed sample and using a two-sided test at the 5% significance level, we have 80% power to detect a 18% increase in the patient's preparedness for discharge score. We will employ linear mixed models to compare observations between intervention and usual care periods to assess primary outcomes. Secondary outcomes include (a) patients' quality of life, functional status, and days of acute care use and (b) caregivers' burden and distress. DISCUSSION: Study results will determine the efficacy of an intervention using existing clinical staff to (a) improve transitional care for seriously ill SNF patients and their caregivers, (b) prevent avoidable days of acute care use in a population with persistent risks from chronic conditions, and (c) advance the science of transitional care within end-of-life and palliative care trajectories of SNF patients and their caregivers. While this study protocol was being implemented, the COVID-19 pandemic occurred and this protocol was revised to mitigate COVID-related risks of patients, their caregivers, SNF staff, and the study team. Thus, this paper includes additional material describing these modifications. TRIAL REGISTRATION: ClinicalTrials.gov NCT03810534 . Registered on January 18, 2019.		2021-07-02 01:27:52	1	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1	59	Trials		127	toles,m	Toles	M
