NCBI_ID,Journal,Publishers,Country_of_Publication,Language,Description,eISSN,ISSN,Year_1st_Published,Journal_URL
8912620,Critical care nursing clinics of North America,Elsevier Health Sciences Division,United States,eng, Issues have distinctive titles.,1558-3481,0899-5885,1989,http://www.sciencedirect.com/science/journal/08995885
8704517,Critical care nursing quarterly,Lippincott Williams & Wilkins,United States,eng," Title from cover. Place of publication varies. ""An Aspen publication."" Vol. 25, no. 4 (2002) never published. Continues: CCQ.  Critical care quarterly.",1550-5111,0887-9303,1987,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00002727-000000000-00000
7802334,Critical care update,National Critical Care Institute Of Education,United States,eng, Official publication of the National Critical Care Institute of Education.,,0162-7252,1974,
9109511,CRNA : the clinical forum for nurse anesthetists,W.B. Saunders,United States,eng, Quarterly. Title from cover. Each issue with distinctive title. CRNA is Certified Registered Nurse Anesthetists.,,1048-2687,1990,
7901092,Curationis,AOSIS Publishing,South Africa,afr," Print issues ceased with v. 33, no. 3 (2010). Vol. 33 no. 4 (2010) not published. Articles in Afrikaans or English.",2223-6279,0379-8577,1978,http://www.curationis.org.za/index.php/curationis/issue/archive
9878284,Current practice in gerontological nursing,Mosby.,United States,eng," Editors: 1979-     A. M. Reinhardt, M. D. Quinn.",,,1979,
7606119,Current practice in obstetric and gynecologic nursing,C V Mosby Co,United States,eng, Editors: v. 1-    L. K. McNall and J. T. Galeener.,,0361-9249,1976,
7606120,Current practice in pediatric nursing,C V Mosby Co,United States,eng," Editors: v. 1-    P. A. Brandt, P. L. Chinn, and M. E. Smith.",,0361-9257,1976,
9879285,Deans List,Anthony J Jannetti,United States,eng,,,,1980,
9880408,Deans Notes,Anthony J Jannetti,United States,eng,,,,1984,
8901610,Decubitus,S-N Publications,United States,eng, Title from cover.,,0898-1655,1988,
0110777,Delaware nurse,Delaware Nurses Association,United States,eng, Vol. numbers irregular. Issued 1943?-57 by the Delaware State Nurses' Association.,,,1943,
9011113,Dermatology nursing,A.J. Jannetti,United States,eng," Bimonthly. Description based on: Vol. 2, no. 1 (Feb. 1990); title from cover. Print issues ceased with v. 21, no. 6 (Dec. 2009). Vol. 1 complete in one issue. Official journal of: the Dermatology Nurses' Association.",,1060-3441,1989,
0323406,Deutsche Krankenpflegezeitschrift,Kohlhammer,Germany,ger, Special issues accompany some numbers.,,0012-074X,1971,
19730430R,Deutsches Zentralblatt für Krankenpflege,,Germany,ger," Continues Praxis der Psychiatrie, Neurologie und Grenzgebiete.",,0417-3678,1961,
7701401,The Diabetes educator,"Sage Publications,",United States,eng, Supplements accompany some issues. Official journal of the American Association of Diabetes Educators.,1554-6063,0145-7217,1975,http://tde.sagepub.com/
8607500,Dimensions in oncology nursing : journal of the Division of Nursing,"University of Texas System Cancer Center, M.D. Anderson Hospital and Tumor Institute",United States,eng, Title from cover.,,0885-6192,1985,
8211489,Dimensions of critical care nursing : DCCN,Lippincott Williams & Wilkins,United States,eng, Title from cover. Place of publication varies.,1538-8646,0730-4625,1982,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00003465-000000000-00000
9504684,"Director (Cincinnati, Ohio)",The Association,United States,eng," Description based on: Vol. 3, no. 1 (winter 1995); title from cover. Vol. 1 complete in 1 issue. Absorbed: Nurse in assisted living.",,1551-8418,1993,
101155781,Disaster management & response : DMR : an official publication of the Emergency Nurses Association,Mosby,United States,eng," Title from cover. Sept. 2002 also called: Premiere issue; online version of Sept. 2002 issue called also Vol. 0, no. 0.",1540-2495,1540-2487,2003,http://www.sciencedirect.com/science/journal/15402487
0366533,District nursing,Queens Institute Of District Nursing,England,eng, Official journal of the Queen's Institute of District Nursing. Supersedes Queen's nurses' magazine. Continued by the Queen's nursing journal.,,0012-4044,1958,
100955578,"Dynamics (Pembroke, Ont.)",Pappin Communications,Canada,eng, Title from cover.,,1497-3715,2000,
9805754,EDTNA/ERCA journal (English ed.),F-Twee Publishers,Belgium,eng," Description based on: Journal 22, nr. 1 (Jan.-Mar. 1996); title from cover. Also published in Dutch, French, German, Italian, and Spanish eds.",,1019-083X,1985,
9310629,Elderly care,Nursing Standards Publications,England,eng, Title from cover.,,1369-1856,1993,
9208913,Emergency nurse : the journal of the RCN Accident and Emergency Nursing Association,RCNi,England,eng," Twice a year. Title from cover. Carries vol. numbering of: Nursing standard, v. 6, no. 27-    .   Began its own vol. numbering with v. 1 in 1993?",2047-8984,1354-5752,1992,http://journals.rcni.com/journal/en
8509371,"Emphasis, nursing","Formal Communications Committee, Dept. of Nursing, Harbor-UCLA Medical Center",United States,eng," Title from cover. Official publication of: the Formal Communications Committee, Dept. of Nursing, Los Angeles County Harbor-UCLA Medical Center.",,0886-7143,1985,
7701824,Enfermeria,Colegio De Enfermeras De Chile,Chile,spa, Official organ of the Colegio de Enfermeras de Chile.,,0378-6285,1965,
101778566,Enfermería intensiva,[Elsevier España],,eng,,2529-9840,,2017,https://www.sciencedirect.com/journal/enfermeria-intensiva-english-ed
9517771,Enfermería intensiva,Elsevier España,Spain,spa," Imprint varies. Description based on: Vol. 6, 1 (enero-marzo 1995). Articles in Spanish; summaries in English and Spanish.",1578-1291,1130-2399,1988,http://www.sciencedirect.com/science/journal/11302399
9879302,Enfoque,Ethicon,Brazil,por,,,0101-3408,1974,
7506581,ENLB. Emergency nurse legal bulletin,MED/LAW Publishers.,United States,eng,,,0098-1516,1975,
0057376,Epheta; revista de enfermería y acción social,Conferencia De Superiores Mayores Religrosos Ce Colombia,Colombia,spa, Organ of the Liga Nacional Colombiana de Religiosas Enfermeras.,,0071-0970,1962,
0102642,Epione,Suomen Sairaanhoitajatajayhdistys,Finland,fin, Journal of Suomen Sairaanhoitajayhdistys. Text in Finnish or Swedish.,,,1908,
7906030,ET journal,International Association For Enterosomal Therapy,United States,eng, Official publication of the International Association for Enterostomal Therapy. Continued by Journal of enterostomal therapy.,,0195-9883,1974,
9879792,Etudes Sur Les Soins Et Le Service Infirmier,Association Des Amis De L Ecole Internationale D Enseignement Infirmier Superieur,France,fre,,,0338-3989,1975,
9301979,European journal of cancer care,Wiley,England,eng," Title from cover. Issued also in French, German, Italian, and Spanish. Print issues ceased with v. 21, no. 6 (2012).",1365-2354,0961-5423,1991,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2354
9433395,European Quality Assurance Network newsletter,Foundation Of Nursing Studies,England,eng," Description based on: No. 4 (Mar. 9, 1994); title from cover. Carries numbering of Nursing standards (Royal College of Nursing (Great Britain) : 1987), v. 8, no. 24?- . Produced by: Royal College of Nursing Dynamic Quality Improvement Programme and the Foundation of Nursing Studies in association with Nursing standard.",,,199u,
0366610,F.N.I.B.; organe de la Fédération nationale des infirmier(e)s belges,Federation Nationale Des Infirmier(e)s Belges,Belgium,fre, Called also N. V. B. V.; tijdschrift van het Nationaal Verbond van Belgische Verple(e)g(st)ers.,,0301-0813,1972,
9008896,Fag tidsskriftet sykepleien,Norsk Sykepleierforbund,Norway,nor, Title from cover. Some issues with: Aids info. Continues in part: Sykepleien. Continued by: Sykepleien.  Fag.,,0802-9768,1989,
16930040R,Felʹdsher i akusherka,Medgiz,Russia (Federation),rus," Table of contents in Russian and English, 1958- Published by Narodnyĭ komissariat zdravookhraneniia SSSR, 1940-45; by Ministerstvo zdravookhraneniia SSSR and Ministerstvo zdravookhraneniia RSFSR, 1946- Merged with: Medit︠s︡inskai︠a︡ sestra, to form: Medit︠s︡inskai︠a︡ pomoshchʹ.",,0014-9772,1940,
9880024,Flash-Informations,Federation Nationale Des Infirmier(e)s Belges,Belgium,eng,,,0771-8187,1983,
16930510R,The Florida nurse,Florida State Nurses Association,United States,eng, Official publication of the Florida State Nurses' Association Continues the Bulletin of the Florida State Nurse's Association.,,0015-4199,1955,
9002951,FNIB info,Fédération nationale neutre des infirmier(e)s de Belgique,Belgium,fre," Description based on: 1989, no 5 (sept.-oct. [1989]); title from cover. Bimonthly. In French.",,0774-935X,1987,
9879072,Focus On Aacn,American Association Of Critical Care Nurses,United States,eng,,,,1980,
8302805,Focus on critical care,C.V. Mosby Company,United States,eng, Title from cover. Official publication of the American Association of Critical-Care Nurses. Continues: Focus on AACN.,,0736-3605,1983,
7502563,Frontier Nursing Service quarterly bulletin,Frontier Nursing Service,United States,eng," One issue a year, June 1928-     called also Annual report - Frontier Nursing Service, 3d- Continues the Quarterly bulletin of the Kentucky Committee for Mothers and Babies.",,0016-2116,1928,
8915377,Gastroenterology nursing : the official journal of the Society of Gastroenterology Nurses and Associates,Lippincott Williams & Wilkins,United States,eng, Title from cover. Place of publication varies. Continues: SGA journal (Society of Gastrointestinal Assistants (U.S.)).,1538-9766,1042-895X,1989,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00001610-000000000-00000
7902818,The Gem State RN news letter,Idaho State Nurses Assn,United States,eng, Official publication of the Idaho State Nurses' Association. Continues The Gem State R. N. Superseded by RN Idaho.,,0072-0569,1964,
0047220,Georgia nursing,Georgia State Nurses Association,United States,eng," Vol. numbers irregular: v. 17 omitted (issue for winter 1960/61 called v. 17, no. 4, but constitutes v. 16, no. 4) Official publication of the Georgia State Nurses Association.",,0016-8335,1945,
8510067,"Geriatric nursing (London, England)",Baillière Tindall    -c1986.,England,eng," Description based on: Vol. 5, no. 1 (Jan. 1985); title from cover.",,0950-0448,1981,
0046433,Geriatric nursing,Miller Publishing Company,United States,eng,,,0435-5733,1965,
8309633,"Geriatric nursing (New York, N.Y.)",Mosby-Yearbook,United States,eng, Title from cover. Place of publication varies.,1528-3984,0197-4572,1980,http://www.sciencedirect.com/science/journal/01974572
8701774,Geriatric nursing and home care,Baillière Tindall,England,eng, Title from cover.,,0269-9079,1986,
8608449,Gerontion,Gerontion,Canada,eng, Title from cover.,,0829-8297,1986,
0235326,The Ghanaian nurse,Ghana Registered Nurses Association,Ghana,eng, Official organ of the Ghana Registered Nurses' Association.,,,1961,
101135199,"Hawaii nurse (Honolulu, Hawaii : 1994)",The Association,United States,eng," Title from caption. ""Nursing news from the Hawaii Nurses' Association."" Continues publication with the same title.",,1047-4749,1994,
8914865,The Hawaii nurse : the official monthly newsletter of the Hawaii Nurses' Association,Hawaii Nurses Association,United States,eng," Description based on: Vol. 30, no. 4 (May 1989); title from caption.",,,1989,
7701836,Hawaii nurses pipeline,Hawaii Nurses Association,United States,eng,,,0146-2784,1962,
9879426,Healing Light,"Holistic Assertive Nurse, Nonprofit Newsletter",United States,eng,,,,1981,
8411543,Health care for women international,Routledge,England,eng," Title from cover. Imprint varies. The journal of the International Council on Women's Health Issues, <1996->",1096-4665,0739-9332,1984,http://www.tandfonline.com/openurl?genre=journal&eissn=1096-4665
7512764,Health education,"American Alliance for Health Physical Education, Recreation and Dance",United States,eng, Place of publication varies.,,0097-0050,1975,
0366537,The Health of the people,S.N,New Zealand,eng," Formed by the merger of Occupational health New Zealand and Community health, and assumes the numbering of the former.",,0301-0384,1972,
17320470R,Health visitor,Health Visitors Association,England,eng," Official journal of the Health Visitors' Association; issued by Community Practitioners' and Health Visitors' Association,   -Feb. 1998.",,0017-9140,1964,
9104930,"Heartbeat (San Francisco, Calif.)",Henderson Communications,United States,eng," Description based on: Vol. 1, no. 3 (summer 1990); title from caption.",,1057-0438,1990,
0377562,Hellenis adelphe,Ethnikos Syndesmos Diplomatouchon Hellenidon Nosokomon,Greece,gre," Journal of the Ethnikos Syndesmos Diplomatouchon Hellenidon Nosokomon, and continues its Deltion. tion. English summary of contents inserted in each issue. Continued by: Nosēleutikē.",,0301-5157,1965,
9104138,Hoitotiede,Sairaanhoitajien Koulutussaatio,Finland,fin, Title from cover. Semiannual. Vol. 18 (2006) never published. Some articles have English abstracts. Issued by: Sairaanhoitajien koulutussäätiö. Continues: Sairaanhoidon vuosikirja.,,0786-5686,1989,
17410240R,[Hokenfu zasshi] The Japanese journal for public health nurse,Igaku Shoin,Japan,jpn,,,0047-1844,1951,
9879074,Holistic Assertive Nurse,"Holistic Assertive Nurse, Nonprofit Newsletter",United States,eng,,,,1981,
8702105,Holistic nursing practice,Lippincott Williams & Wilkins,United States,eng," Title from cover. Place of publication varies. ""An Aspen publication."" Only 5 issued published in 2002. Continues: Topics in clinical nursing.",1550-5138,0887-9311,1986,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00004650-000000000-00000
9809996,Home care manager,Lippincott-Raven Publishers,United States,eng, Title from caption. Companion publication to: Home healthcare nurse.,,1094-0375,1997,
9605410,Home care provider,Mosby-Year Book,United States,eng, Title from cover.,,1084-628X,1996,
101650829,Home healthcare now,Lippincott Williams and Wilkins,United States,eng,,2374-4537,2374-4529,2015,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=01845097-000000000-00000
8403379,Home healthcare nurse,Lippincott Williams & Wilkins,United States,eng," Title from cover. Official journal of the Home Healthcare Nurses Association, 1995?- Complemented by: Home care manager, <Sept./Oct. 1997-July/Aug. 1998>; Home healthcare nurse manager, <Sept./Oct. 1998->",1539-0713,0884-741X,1983,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00004045-000000000-00000
100884165,Home healthcare nurse manager,Lippincott Williams & Wilkins,United States,eng, Title from caption.,,1520-5657,1998,
8505218,The Hospice journal,Haworth Press,United States,eng," Title from cover. Place of publication varies. Official journal of the National Hospice Organization, <1987>-2001. Merged with: Journal of pharmaceutical care in pain & symptom control, to form: Journal of pain & palliative care pharmacotherapy.",,0742-969X,1985,
0435746,Image,Sigma Theta Tau National Honor Society Of Nursing,United States,eng," Official publication of Sigma Theta Tau, National Honor Society of Nursing.",,0363-2792,1967,
0163356,Imprint,National Student Nurses' Assn.,United States,eng," First issue each year is online only and titled ""Career Planning Guide"".",,0019-3062,1968,
17540290R,The Indiana nurse,Indiana State Nurses Association,United States,eng, Issued by the Indiana State Nurses' Association.,,0019-6681,1951,
8703508,Infection control Canada,Health Media Inc.,Canada,eng, Title from cover. Articles in English or French; summaries in both languages. Prepared by CHICA-Canada.,,0833-076X,1986,
7903304,Infection control & urological care,Travenol Laboratories,United States,eng, Sponsored May/June 1977-    by the Medical Products Division.,,0740-3615,1977,
0174016,L' Infirmiere haïtienne,Association Nationale Des Infirmieres Licenciees D Haiti,Haiti,fre,,,,1967,
7804334,Infirmiers,Societe Sopepharm,France,fre, Issued with the participation of nursing schools in various African republics.,,0180-2224,1977,
0366542,L' Infirmière,Federation Nationale Des Infirmier(e)s Belges,Belgium,fre, Called also De Verpleegster. Organ of the Fédération nationale des infirmier(e)s belges.,,0019-9591,1923,
8410629,L'Infirmière auxiliaire : revue de la Corporation professionnelle des infirmières et infirmiers auxiliaires du Québec,La Corporation,Canada,eng, Title from cover. Articles chiefly in French with some in English.,,0822-8558,1982,
0042116,L' Infirmière canadienne,Association Des Infirmieres Canadiennes,Canada,fre," Issues for juin 1959-déc. 1965 called v. 55, no. 6-v. 61, in continuation of the French portion of the Canadian nurse, but constitute 1.-7. année.",,0019-9605,1959,
9430795,L'Infirmière du Québec : revue officielle de l'Ordre des infirmières et infirmiers du Québec,L'Ordre des infirmières et infirmiers du Québec,Canada,fre, Title from cover.,,1195-2695,1993,
0400674,L'Infirmière francaise,Editions Lamarre Poinat,France,fre," Issues for 1923-1940? called annèe 1-18. Publication suspended 1941-45. Issued by the Association nationale des infirmières françaises diplômées d'état, 1929-July 1960.",,0019-9613,1923,
8807312,"Inforum (Adelaide, S. Aust.)","Nursing Department, Royal Adelaide Hospital",Australia,eng," Description based on: Vol. 7, July 1986; title from cover.",,0812-9304,1980,
9111431,Insight (American Society of Ophthalmic Registered Nurses),Mosby For The American Society Of Ophthalmic Registered Nurses,United States,eng," Place of publication varies. Description based on: Vol. 16, no. 3 (June 1991); title from cover. Print issues ceased with v. 42, no. 4 (2017). Official publication of: American Society of Ophthalmic Registered Nurses.",1532-6594,1060-135X,1976,
8507471,Intensive care nursing,Churchill Livingstone,Scotland,eng," Official journal of: British Association of Critical Care Nurses,   -1991.",,0266-612X,1985,http://www.sciencedirect.com/science/journal/0266612X
9211274,Intensive & critical care nursing,Elsevier,Netherlands,eng," Title from cover. 1992-1995: ""Official journal of the British Association of Critical Care Nurses.""",1532-4036,0964-3397,1992,http://www.sciencedirect.com/science/journal/09643397
101770518,Inter-University Faculty Work Conference,Regional Nursing Program,United States,eng,,,,1964,
9880227,Intercom,Iowa Nurses' Association.,United States,eng, Official publication of the Iowa Nurses's Association.,,0273-9127,19uu,
101472191,International emergency nursing,Elsevier,England,eng, Description based on first issue; title from cover.,1878-013X,1755-599X,2008,http://www.sciencedirect.com/science/journal/1755599X
9608372,International history of nursing journal : IHNJ,RCN pub. Co.,England,eng," Title from cover. Published by RCN Pub. Co., autumn 1995- . ""A Nursing standard publication.""",,1360-1105,1995,
101140527,International journal of mental health nursing,Blackwell Pub.,Australia,eng, Title from cover. Official journal of the Australian and New Zealand College of Mental Health Nurses Inc.,1447-0349,1445-8330,2002,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1447-0349
101582422,International journal of nursing knowledge,Wiley,United States,eng, Print issues ceased with v. 23 (2012),2047-3095,2047-3087,2012,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2047-3095/issues
9613615,International journal of nursing practice,Wiley,Australia,eng," Title from cover. Print issues ceased with v. 18, no. 6 (2012). Vol. 1 complete in one issue.",1440-172X,1322-7114,1995,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-172X
101155367,International journal of nursing terminologies and classifications : the official journal of NANDA International,Wiley Periodicals,United States,eng, Title from cover.,1744-618X,1541-5147,2002,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-618X
9506762,International journal of palliative nursing,MA Healthcare,England,eng, Title from cover. Print issues ceased with v. 26 (2020).,2052-286X,1357-6321,1995,http://www.magonlinelibrary.com/toc/ijpn/current
9508871,The international journal of psychiatric nursing research,"Psychiatric Nursing Research Unit, University of Southampton, Nursing Studies, Southampton General Hospital",England,eng," Description based on: Vol. 1, issue 2 (Jan. 1995); title from cover. Latest issue consulted: Vol. 14, issue 1 (Oct. 2008) (viewed Mar. 24, 2009). Print issues ceased with v.13, no.1 (2007).",,0968-0624,1994,
9506955,International journal of trauma nursing,"Mosby-Year Book, Inc.",United States,eng," Title from cover. Issued by: Emergency Nurses Association, <-July/Sept. 2002>",,1075-4210,1995,
0323464,Irish nurses' journal,Spicer,Ireland,eng, Official journal of the Irish Nurses' Organisation.,,0021-1346,1968,
0323465,Irish nursing and hospital world,,Ireland,eng,,,0790-7702,1931,
17710360R,The Irish nursing news,Irish Guild of Catholic Nurses,Ireland,eng," Vol. numbering irregular: issues for 1922?-1950? numbered v. 1-27; for 1950?-1958, v. 1-8. No numbering used 1959- Official organ of the Irish Guild of Catholic Nurses.",,0021-1354,1922,
8505238,Issues (National Council of State Boards of Nursing (U.S.)),National Council of State Boards of Nursing,United States,eng, Title from caption.,,0885-0046,1980,
7702326,Issues in comprehensive pediatric nursing,Informa Healthcare,England,eng," Issues for May/June-Nov./Dec. 1976 have no vol. numbering but constitute vol. 1, no. 1-4. Supplements Comprehensive pediatric nursing.",1521-043X,0146-0862,1976,http://www.tandfonline.com/loi/icpn20
7908143,Issues in health care of women,"Hemisphere Pub. Corp., etc.]",United States,eng, Published to provide a means for continuing the nurse's education.,,0161-5246,1978,
7907126,Issues in mental health nursing,Informa Healthcare,England,eng, Imprint varies. Supplements and updates: Comprehensive psychiatric nursing.,1096-4673,0161-2840,1978,http://www.tandfonline.com/loi/imhn20
0203020,The Jamaican nurse,Nurses Association Of Jamaica,Jamaica,eng," Official organ of the Jamaica General Trained Nurses' Association, 1961?-April, 1966; of the Nurses' Association of Jamaica, August, 1966-",,0021-4140,1961,
9318900,The Johns Hopkins Nurses' alumni magazine,"Johns Hopkins Nurses Alumni Association, Inc.",United States,eng, Title from cover.,,,1987,
100888423,"JONA'S healthcare law, ethics and regulation",Lippincott Williams & Wilkins,United States,eng, Title from cover.,1539-073X,1520-9229,1999,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00128488-000000000-00000
17810330R,Jordemodern,Svenska Barnmorskeforbundets Tidskrift,Sweden,swe, Part of title on microfilm. Issued by Svenska barnmorskeförbundet.,,0021-7468,1888,
9500811,Jordmorbladet : bilag til tidsskriftet Sykepleien,Norsk Sykepleierforbund,Norway,nor," Description based on: 1994, nr. 2; title from cover. Supplement to: Journalen sykepleien, and: Sykepleien. Fag, 1994-1995; to: Tidsskriftet sykepleien, Oct. 1995- .",,0805-0562,1994,
17810430R,Josanpu zasshi = The Japanese journal for midwife,Igaku Shoin,Japan,jpn,,,0047-1836,1952,
9013563,Le Journal CANNT = CANNT journal : the journal of the Canadian Association of Nephrology Nurses and Technicians,Pappin Communications,Canada,eng, Title from cover. Articles in English with some also in French.,,1483-698X,1990,
101603887,Journal for nurses in professional development,Lippincott Williams & Wilkins,United States,eng," ""Influencing the learning and practice environments.""",2169-981X,2169-9798,2013,http://gateway.ovid.com/ovidweb.cgi?T=JS&MODE=ovid&NEWS=n&PAGE=toc&D=ovft&AN=01709760-201301000-00001
9809908,Journal for nurses in staff development : JNSD : official journal of the National Nursing Staff Development Organization,Lippincott Williams & Wilkins,United States,eng, Title from cover. Official journal of the NNSDO.,1538-9049,1098-7886,1998,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00124645-000000000-00000
8901657,Journal of advanced medical-surgical nursing,Aspen Publishers,United States,eng," ""An Aspen publication"". Title from cover. Each issue has also a distinctive title.",,0897-2869,1988,
9301156,Journal of case management,Springer Pub. Co.,United States,eng," Quarterly. Title from cover. A publication of the Case Management Institute of Connecticut Community Care, Inc. Merged with: Journal of long term home health care, to form: Care management journals.",,1061-3706,1992,
8812165,Journal of child and adolescent psychiatric and mental health nursing,Nursecom Publication,United States,eng, Title from cover.,,0897-9685,1988,
9431738,"Journal of child and adolescent psychiatric nursing : official publication of the Association of Child and Adolescent Psychiatric Nurses, Inc",Wiley,England,eng, Title from cover. Print issues ceased with 2013.,1744-6171,1073-6077,1994,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-6171
9892302,Journal of child and family nursing,Lippincott Williams & Wilkins,United States,eng, Title from cover.,,1098-7134,1998,
9806360,Journal of child health care : for professionals working with children in the hospital and community,Sage Publications,England,eng, Title from cover. Official journal of the Association of British Paediatric Nurses.,1741-2889,1367-4935,1997,http://chc.sagepub.com/archive/
8411743,Journal of Christian nursing : a quarterly publication of Nurses Christian Fellowship,Nurses Christian Fellowship,United States,eng," Title from cover. Vol. 1, no. 1 also called: Premier issue.",,0743-2550,1984,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=ovft&AN=00005217-000000000-00000
9207302,Journal of clinical nursing,Blackwell Scientific Publications,England,eng," Title from cover. Vols. for 2004-<2005> include separately paged issues with title: International journal of older people nursing, later published separately. Vols.for Mar. 2007- includes separately paged issues with title: Journal of nursing and healthcare of chronic illness.",1365-2702,0962-1067,1992,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2702
0262321,Journal of continuing education in nursing,"Charles B. Slack, inc.",United States,eng,,1938-2472,0022-0124,1970,http://www.healio.com/journals/jcen
9439196,Journal of cultural diversity,Tucker Publications,United States,eng, Title from cover. Issue for winter 1994 also called inaugural issue.,,1071-5568,1994,
7605913,Journal of emergency nursing,Mosby-Year Book,United States,eng," Bimonthly. Title from cover. Published: St. Louis, Mo. : C.V. Mosby, 1987?- . Issues for Jan./Feb.-Mar./Apr. 1975 have no vol. numbering but constitute v. 1, no. 1-2. Official publication of the Emergency Nurses Association, 1985?- .",1527-2966,0099-1767,1975,http://www.sciencedirect.com/science/journal/00991767
8003806,Journal of enterostomal therapy,Assn. Management Center],United States,eng," Cover title varies: Enterostomal therapy, May/June 1983. Official publication of the International Association for Enterostomal Therapy.",,0270-1170,1980,
9109128,"Journal of ET nursing : official publication, International Association for Enterostomal Therapy",Mosby-Year Book,United States,eng," Bimonthly. Title from cover. Official publication of the International Association for Enterostomal Therapy, 1991-July/Aug. 1992; of the Wound, Ostomy, and Continence Nurses Society, Sept. /Oct. 1992-1993.",,1055-3045,1991,
101659451,Journal of family health,Pavilion Publishing and Media Ltd,England,eng, Some issues have supplements.,,2058-7554,2015,
101142028,The journal of family health care,Pavilion Publishing and Media Ltd,England,eng," Title from cover. Unnumbered special supplement called: Family health care bulletin, accompany some issues.",,1474-9114,2002,
7510258,Journal of gerontological nursing,C. Slack.,United States,eng, Vols. for Feb. 1992-   have subtitle: For nursing care of older adults,,0098-9134,1975,http://www.healio.com/journals/jgn
8506709,Journal of holistic nursing : official journal of the American Holistic Nurses' Association,Sage Publications,United States,eng," Title from cover. Place of publication varies. Vol. 1, no. 1 called also: Founding issue.",1552-5724,0898-0101,1983,https://journals.sagepub.com/home/jhn
8709498,Journal of human lactation : official journal of International Lactation Consultant Association,Sage Publications,United States,eng," Description based on: Vol. 2, no. 2 (Sept. 1986); title from cover. Place of publication varies. Supplements accompany some vols.",1552-5732,0890-3344,1985,https://journals.sagepub.com/home/jhl
101124170,Journal of infusion nursing : the official publication of the Infusion Nurses Society,Lippincott Williams & Wilkins,United States,eng, Title from cover.,1539-0667,1533-1458,2001,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00129804-000000000-00000
8804311,Journal of intravenous nursing : the official publication of the Intravenous Nurses Society,Lippincott Williams & Wilkins,United States,eng, Title from cover.,,0896-5846,1988,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00005160-000000000-00000
8502669,Journal of nephrology nursing,Phoenix Educational Systems,United States,eng, Title from cover.,,0748-5328,1984,
7806870,The Journal of nursing care,"Health Science Division, Technomic Pub. Co",United States,eng, Official publication of the National Federation of Licensed Practical Nurses. Continues Nursing care.,,0162-7155,1978,
9875515,Journal Of Nursing Ethics,National Center For Nursing Ethics,United States,eng,,,,1978,
8605835,Journal of nursing history : a publication of the Nursing Archives Associates at Boston University,Trustees of Boston University,United States,eng, Title from cover.,,0888-5796,1985,
9306050,Journal of nursing management,Blackwell Scientific Publications,England,eng, Bimonthly. Title from cover.,1365-2834,0966-0429,1993,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2834
8703781,Journal of nursing quality assurance,Aspen Publishers,United States,eng," Title from cover. ""An Aspen publication."" Continued by: Journal of nursing care quality.",,0889-4647,1986,
8601288,Journal of nursing staff development : JNSD,Lippincott,United States,eng, Title from cover.,,0882-0627,1985,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00005108-000000000-00000
8219658,Journal of ophthalmic nursing & technology,"Charles B. Slack, Inc.",United States,eng," Title from cover. Vol. 18, no. 3 (May/June 1999) misnumbered as v. 19, no. 3.",,0744-7132,1982,
8709735,Journal of pediatric health care : official publication of National Association of Pediatric Nurse Associates & Practitioners,Mosby,United States,eng, Title from cover.,1532-656X,0891-5245,1987,http://www.sciencedirect.com/science/journal/08915245
8712414,Journal of pediatric & perinatal nutrition,Haworth Press,United States,eng, Title from cover.,,8756-6206,1987,
