	id	title	year	auth_id	doi	pmid	umi	journal_id	volume	issue	start_page	abstract	url	date_added	repeats	filename	nursauth	id_1	name	nurs	id_2	name_3	lastname	firstname	title_use	abstract_mentions_count	complexity_mentions	complexity_title_use
195	196	Lower 1-Year Postoperative Mortality After Acetabular Versus Proximal Femoral Fractures In Elderly Patients.	2021.0	248	10.2106/JBJS.20.01805	34019495.0		230	103	19	1807	BACKGROUND: Geriatric acetabular fractures are becoming more common due to demographic changes. Compared with proximal femoral fractures, surgical treatment is more complex and often does not allow full-weight-bearing. The aims of this study were to compare operatively treated acetabular and proximal femoral fractures with regard to (1) cumulative 1-year mortality, (2) perioperative complications, and (3) predictive factors associated with a higher 1-year mortality. METHODS: This institutional review board-approved comparative study included 486 consecutive surgically treated elderly patients (136 acetabular and 350 proximal femoral fractures). After matching, 2 comparable groups of 129 acetabular and 129 proximal femoral fractures were analyzed. Cumulative 1-year mortality was evaluated through Kaplan-Meier survivorship analysis, and perioperative complications were documented and graded. After confirming that the proportionality assumption was met, Cox proportional hazard modeling was conducted to identify factors associated with increased 1-year mortality. RESULTS: The acetabular fracture group had a significantly lower cumulative 1-year mortality before matching (18% compared with 33% for proximal femoral fractures, log-rank p = 0.001) and after matching (18% compared with 36%, log-rank p = 0.005). Nevertheless, it had a significantly higher overall perioperative complication rate (68% compared with 48%, p < 0.001). In our multivariable Cox regression analysis, older age, perioperative blood loss of >1 L, and wheelchair mobilization were associated with lower survival rates after acetabular fracture surgery. Older age and a higher 5-item modified frailty index were associated with a higher 1-year mortality rate after proximal femoral fractures, whereas postoperative full weight-bearing was protective. CONCLUSIONS: Despite the complexity of operative treatment and a higher complication rate after acetabular fractures in the elderly, the 1-year mortality rate is lower than that after operative treatment of proximal femoral fractures, even after adjustment for comorbidities. LEVEL OF EVIDENCE: Therapeutic Level III. See Instructions for Authors for a complete description of levels of evidence.		2023-01-03 03:44:56	1	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		230	The Journal Of Bone And Joint Surgery. American Volume		248	stetzelberger,vera.m	Stetzelberger	Vera M	0.0	2.0	1.0	0.0
237	238	Can Cognitive-Motor Training Improve Physical Functioning And Psychosocial Wellbeing In Nursing Home Residents? A Randomized Controlled Feasibility Study As Part Of The Procare Project.	2021.0	300	10.1007/s40520-020-01615-y	32537707.0		201	33	4	943	BACKGROUND: A multi-component training program holds promises for the elderly, but still has to be tested on its feasibility and effect in nursing homes. AIMS: The aim of this study was (1) to design a multi-component training program which improves physical functioning and psychosocial wellbeing and (2) to evaluate the feasibility of this intervention in nursing home residents. METHODS: This study is a two-arm, stratified-randomized controlled feasibility trail. Twenty-four nursing home residents (aged 83.7â€‰Â±â€‰6.4, 21 women) were divided into an intervention and a waiting-list control group. The intervention group completed a multi-component training (including dual-task, dynamic balance, endurance and strength exercises) for 16Â weeks (twice per week for 45-60Â min). Primary outcomes were lower extremity functionality (SPPB), gait performance (GAITRite), health-related quality of life (SF-12) as well as life satisfaction (SWLS). RESULTS: Life satisfaction (SWLS) and physical functioning (SPPB) increased in the intervention group after training whereas the control group showed a decrease. Gait parameters could only be analyzed for nâ€‰=â€‰5 participants of the intervention group and nâ€‰=â€‰2 of the control group and showed no time differences for the intervention group. The mean number of participants was 12.5â€‰Â±â€‰1.9 per session (attendance ranged between 66% and 90%). CONCLUSION: A multi-component training seems (1) to lead to clinically relevant improvements in physical functioning as well as in psychosocial wellbeing and (2) to be feasible and well accepted in nursing home residents. Nevertheless, the complexity and progression of the program as well as the testing protocol have to be adapted. Further research should test the effectiveness of this adapted program in a larger sample size.		2023-01-03 03:44:57	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		201	Aging Clinical And Experimental Research		300	bischoff,laura.l	Bischoff	Laura L	0.0	1.0	1.0	0.0
207	208	Clinical Features Of Sars-Cov-2 Infection In Older Adults.	2022.0	261	10.1016/j.cger.2022.03.001	35868668.0		261	38	3	483	Covid-19 clinical presentation is extremely heterogenous, especially in older patients due to the possible presence of atypical symptoms, such as delirium, hyporexia and falls. The clinical characteristics at onset are influenced by the presence of common health-related conditions in older people, such as comorbidity, disability and frailty, and not simply by chronological age. Few studies investigated the tendency of Covid-19 symptoms to aggregate in cluster and the use of cluster approach might better describe the clinical complexity of the acute disease. Concerning the prognostic significance of Covid-19 clinical presentation in older people, the available literature still provides discordant results.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		261	Clinics In Geriatric Medicine		261	remelli,francesca	Remelli	Francesca	0.0	1.0	1.0	0.0
244	245	Antithrombotic Therapy In Patients Undergoing Transcatheter Aortic Valve Replacement: The Complexity Of The Elderly.	2021.0	307	10.1093/eurjpc/zwaa053	33624104.0		307	28	1	87	Along with epidemiologic transitions of the global population, the burden of aortic stenosis (AS) is rapidly increasing and transcatheter aortic valve replacement (TAVR) has quickly spread; indeed, it is nowadays also employed in treating patients with AS at intermediate operative risk. Nonetheless, the less invasive interventional strategy still carries relevant issues concerning post-procedural optimal antithrombotic strategy, given the current indications provided by guidelines are not completely supported by evidence-based data. Geriatric patients suffer from high bleeding and thromboembolic risks, whose balance is particularly subtle due to the presence of concomitant conditions, such as atrial fibrillation and chronic kidney disease, that make the post-TAVR antithrombotic management particularly insidious. This scenario is further complicated by the lack of specific evidence regarding the 'real-life' complex conditions typical of the geriatric syndromes, thus, the management of such a heterogeneous population, ranging from healthy ageing to frailty, is far from being defined. The aim of the present review is to summarize the critical points and the most updated evidence regarding the post-TAVR antithrombotic approach in the geriatric population, with a specific focus on the most frequent clinical settings.		2023-01-03 03:44:57	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		307	European Journal Of Preventive Cardiology		307	bencivenga,leonardo	Bencivenga	Leonardo	1.0	1.0	0.0	1.0
217	218	The Impact Of Frailty On Mortality In Older Patients Admitted To An Intensive Care Unit.	2022.0	276	10.1016/j.medine.2020.05.015	34991871.0		276	46	1	23	OBJECTIVE: Frailty is a relatively new concept for intensivists, and is defined as a status of increased vulnerability to stressors associated with reduced reserve and function of different physiological systems. Supporting the hypothesis that frailty may be an important predictor of poor prognosis among older patients admitted to Intensive Care Unit (ICU), this study seeks to evaluate the association between frailty at ICU admission and short and long-term mortality. DESIGN: An unmatched case-control study was carried out. SETTING: Intensive Care Unit. PATIENTS OR PARTICIPANTS: Patientsâ‰¥80 years of age admitted to the ICU for medical reasons. INTERVENTIONS: None. MAIN VARIABLES OF INTEREST: The primary outcome was 30-day mortality, while secondary outcomes were ICU mortality and mortality at one year. RESULTS: Most of the patients were classified as frail at ICU admission (55.3%). The prevalence of frailty was higher among those who died than in those who were alive within 30 days from ICU admission (62.3% vs 48.3%, p=0.01). One-year mortality was higher in frail (84.4%) than in non-frail patients (65.2%, p<0.001). In the logistic regression analysis, after adjusting for potential confounders such as chronic diseases, clinical complexity, cause of ICU admission and use of advanced procedures, frailty was seen to be significantly associated to one-year mortality, but not with ICU mortality or 30-day mortality. DISCUSSION: The admission of geriatric patients to the ICU is increasing. Frailty assessment may play an important role in the clinical evaluation of such individuals for triage, but should not be considered a priori as an exclusion criterion for admission.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		276	Medicina Intensiva		276	pasin,l	Pasin	L	0.0	1.0	1.0	0.0
245	246	Modified Frailty Index Predicts Postoperative Complications In Women With Gynecologic Cancer Undergoing Cytoreductive Surgery And Hyperthermic Intraperitoneal Chemotherapy.	2021.0	309	10.1016/j.ygyno.2021.05.013	34083027.0		143	162	2	368	OBJECTIVE(S): To evaluate the impact of frailty on postoperative complications following cytoreductive surgery (CRS) with hyperthermic intra-peritoneal chemotherapy (HIPEC) in women with advanced or recurrent gynecologic cancer. METHODS: An IRB-approved single-institution prospective registry was queried for women who underwent CRS with HIPEC for advanced or recurrent gynecologic cancer from 1/1/2014-12/31/2020. Frailty was defined as a modified Frailty Index (mFI) score of â‰¥2. Logistic regression was used to assess the impact of mFI upon the rate of moderate or higher (â‰¥ grade 2) Accordion postoperative complications. RESULTS: Of 141 women, 81.6% (n = 115) were non-frail with mFI of 0-1 and 18.4% (n = 26) were frail with mFI â‰¥2. The incidence of â‰¥ grade 2 complications was 21.2% (n = 14) for mFI = 0, 26.5% (n = 13) for mFI = 1, 64.7% (n = 11) for mFI = 2 and 100.0% (n = 9) for patients with mFI â‰¥3. The incidence of re-operation (1.7% vs. 11.5%, p = 0.044), ICU admission (13.2% vs. 34.6%, p = 0.018), acute kidney injury (6.3% vs. 30.8%, p = 0.001), and respiratory failure (0.9% vs. 19.2%, p < 0.001) were significantly lower amongst non-frail vs. frail women. On multivariable analysis, mFI â‰¥2 was associated with significantly increased â‰¥ grade 2 complications versus mFI of 0-1 (OR 9.4, 95% CI 3.3, 26.4, p < 0.001). Age (OR 1.04, 95% CI 1.00, 1.09, p = 0.07), surgical indication (recurrent vs. primary) (OR 0.71, 95% CI 0.30, 1.7, p = 0.44) and Surgical Complexity Score of Intermediate or High vs. Low (OR 1.5, 95% CI 0.67, 3.5, p = 0.31) were not associated with â‰¥grade 2 complications. CONCLUSIONS: Frailty, defined by the modified frailty index, is predictive of â‰¥grade 2 postoperative complications following CRS with HIPEC in women with gynecologic cancer. Frailty screening before CRS with HIPEC may assist patient selection and improve postoperative outcomes.		2023-01-03 03:44:57	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		143	Gynecologic Oncology		309	chambers,laura.m	Chambers	Laura M	0.0	1.0	1.0	0.0
309	310	Prevention Of Pulmonary Complications In Sedated Patients Undergoing Interventional Procedures In The Nonoperating Room Anesthesia Setting.	2022.0	379	10.1097/ACO.0000000000001158	35787534.0		379	35	4	493	PURPOSE OF REVIEW: Nonoperating room anesthesia (NORA) procedures have expanded in number, variety, and complexity. NORA involves all age groups, including frail older adults and patients often considered too sick to tolerate traditional surgical interventions. Postoperative pulmonary complications are a significant source of adverse events in the perioperative setting. We present a review focused on preventing pulmonary complications in the interventional NORA setting. RECENT FINDINGS: NORA locations should function as independent, autonomous ambulatory units. We discuss a strategic plan involving a thorough preoperative evaluation of patients, including recognizing high-risk patients and their anesthetic management. Finally, we offer guidance on the challenges of conducting sedation and anesthesia in patients with coronavirus disease 2019 (COVID-19) or a history of COVID-19. SUMMARY: The demands on the interventional NORA anesthesia team are increasing. Strategic planning, checklists, consistent staffing assignments, and scheduled safety drills are valuable tools to improve patient safety. In addition, through quality improvement initiatives and reporting, NORA anesthetists can achieve reductions in periprocedural pulmonary complications.		2023-01-03 03:44:57	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		379	Current Opinion In Anaesthesiology		379	urdaneta,felipe	Urdaneta	Felipe	0.0	1.0	1.0	0.0
307	308	Clinical Decision-Making In Older Adults Following Emergency Admission To Hospital. Derivation And Validation Of A Risk Stratification Score: Opera.	2021.0	377	10.1371/journal.pone.0248477	33735316.0		234	16	3	e0248477	OBJECTIVES OF THE STUDY: Demographic changes alongside medical advances have resulted in older adults accounting for an increasing proportion of emergency hospital admissions. Current measures of illness severity, limited to physiological parameters, have shortcomings in this cohort, partly due to patient complexity. This study aimed to derive and validate a risk score for acutely unwell older adults which may enhance risk stratification and support clinical decision-making. METHODS: Data was collected from emergency admissions in patients â‰¥65 years from two UK general hospitals (April 2017- April 2018). Variables underwent regression analysis for in-hospital mortality and independent predictors were used to create a risk score. Performance was assessed on external validation. Secondary outcomes included seven-day mortality and extended hospital stay. RESULTS: Derivation (n = 8,974) and validation (n = 8,391) cohorts were analysed. The model included the National Early Warning Score 2 (NEWS2), clinical frailty scale (CFS), acute kidney injury, age, sex, and Malnutrition Universal Screening Tool. For mortality, area under the curve for the model was 0.79 (95% CI 0.78-0.80), superior to NEWS2 0.65 (0.62-0.67) and CFS 0.76 (0.74-0.77) (P<0.0001). Risk groups predicted prolonged hospital stay: the highest risk group had an odds ratio of 9.7 (5.8-16.1) to stay >30 days. CONCLUSIONS: Our simple validated model (Older Persons' Emergency Risk Assessment [OPERA] score) predicts in-hospital mortality and prolonged length of stay and could be easily integrated into electronic hospital systems, enabling automatic digital generation of risk stratification within hours of admission. Future studies may validate the OPERA score in external populations and consider an impact analysis.		2023-01-03 03:44:57	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		234	Plos One		377	arjan,khushal	Arjan	Khushal	0.0	1.0	1.0	0.0
302	303	Revision Rate Is Higher In Patients With Periprosthetic Femur Fractures Following Revision Arthroplasty In Comparison With Orif Following Our Algorithm: A Two-Center 1 Analysis Of 129 Patients.	2022.0	372	10.1007/s00068-021-01832-8	34767064.0		372	48	3	1913	PURPOSE: Effective therapy of periprosthetic femur fractures of the hip (PPF) are challenging due to patients' frailty and complexity of fracture patterns. The aim of this cohort study was to analyze the radiological and functional outcome following PPF. METHODS: A retrospective, multicenter study in the period 2009-2019 of patients with PPF at two level I trauma centers in Germany was performed. PPF were classified according to the Vancouver classification system. Demographic data, American Society of Anesthesiologists (ASA) classification, type of surgery, complications, and reoperation rate were obtained from patient records. The functional outcome was assessed by the modified Harris-Hip Score (mHHS), general health using the EQ-5D, and radiological outcome by Beals & Tower (B&T) criteria. RESULTS: A total of 129 patients with a mean age of 79Â years (range 43-102) were included. 70% of all patients were female and 68% of the patients had an ASA scoreâ€‰â‰¥â€‰3. 20 patients suffered from a Vancouver A, 90 from a Vancouver B and 19 from a Vancouver C fracture. 14% of the patients died within the first 2Â years after surgery. The reoperation rate after open reduction and internal fixation (ORIF) (nâ€‰=â€‰60) was 8% and after revision arthroplasty (RA) (nâ€‰=â€‰47) 30% (OR 3.4, 95% CI [1.21-10.2]). Mean mHHS (nâ€‰=â€‰32) was 53â€‰Â±â€‰19.4 and EQ-VAS was 50â€‰Â±â€‰24.6. According to B&T criteria, 82% of patients treated with ORIF (nâ€‰=â€‰17) and 62% after RA (nâ€‰=â€‰13) showed an excellent outcome. CONCLUSION: Patients with a PPF of the hip are elderly and at increased operative risk. In cases with a stable prosthesis, ORIF provides good radiological outcome with low reoperation rates. In case of RA, the risk for revision surgery is higher.		2023-01-03 03:44:57	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		372	European Journal Of Trauma And Emergency Surgery: Official Publication Of The European Trauma Society		372	pflÃ¼ger,patrick	PflÃ¼ger	Patrick	0.0	1.0	1.0	0.0
296	297	The Role Of The Sunfrail Tool In The Screening Of Frailty And In Integrated Community-Hospital Care Pathways: A Retrospective Observational Study.	2022.0	366	10.1007/s40520-021-01931-x	34302641.0		201	34	2	419	BACKGROUND: One of the most problematic expression of ageing is frailty, and an approach based on its early identification is mandatory. The Sunfrail-tool (ST), a 9-item questionnaire, is a promising instrument for screening frailty. AIMS: To assess the diagnostic accuracy and the construct validity between the ST and a Comprehensive Geriatric Assessment (CGA), composed by six tests representative of the bio-psycho-social model of frailty; To verify the discriminating power of five key-questions of the ST; To investigate the role of the ST in a clinical-pathway of falls' prevention. METHODS: In this retrospective study, we enrolled 235 patients from the Frailty-Multimorbidity Lab of the University-Hospital of Parma. The STs' answers were obtained from the patient's clinical information. A patient was considered frail if at least one of the CGAs' tests resulted positive. RESULTS: The ST was associated with the CGA's judgement with an Area Under the Curve of 0.691 (CI 95%: 0.591-0.791). Each CGA's test was associated with the ST total score. The five key-question showed a potential discriminating power in the CGA's tests of the corresponding domains. The fall-related question of the ST was significantly associated with the Short Physical Performance Battery total score (OR: 0.839, CI 95%: 0.766-0.918), a proxy of the risk of falling. DISCUSSION: The results suggest that the ST can capture the complexity of frailty. The ST showed a good discriminating power, and it can guide a second-level assessment to key frailty domains and/or clinical pathways. CONCLUSIONS: The ST is a valid and easy-to-use instrument for the screening of frailty.		2023-01-03 03:44:57	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		201	Aging Clinical And Experimental Research		366	longobucco,yari	Longobucco	Yari	0.0	1.0	1.0	0.0
316	317	Is A Tailored Strategy Using Proton Beam Radiotherapy For Reirradiation Advantageous For Elderly Women? A Case Report.	2021.0	390	10.1177/03008916211007930	33896256.0		215	107	6	NP67	BACKGROUND: The management of primary or recurrent vaginal tumours in an aging population is challenging for gynecologic and radiation oncologists. In patients unsuited for surgery and already irradiated on the pelvis, proton beam radiotherapy may be worthwhile due to its ballistic advantages. CASE REPORT: We report the case of an 80-year-old woman with a squamous cell carcinoma of the vagina after a history of pelvic radiation and vaginal brachytherapy delivered for a previous endometrial adenocarcinoma. She received proton beam radiotherapy with a complete response after 12 months and mild toxicity. CONCLUSIONS: The complexity of reirradiation management in the frail and elderly population requires attention. Efforts should be focused on maintaining autonomy and quality of life in order to improve adherence and clinical compliance to the treatment. In the era of the tailored approach, hadrontherapy can play an important role to minimize toxicity, obtain good local control, and reduce the overall treatment time.		2023-01-03 03:44:57	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		215	Tumori		390	barcellini,amelia	Barcellini	Amelia	0.0	1.0	1.0	0.0
337	338	Multiple Social Roles And Role Transference: Lessons Learned From A Chinese American Family Caregiver.	2021.0	429	10.1093/hsw/hlab014			429	46	3	227	The article presents a case of a caregiving life story which provides insights for social workers to better understand the complexity of caregiving in a Chinese American family. Topics discussed include an immigrant Chinese woman's social role as a her husband's and family's caregiver, local club volunteer, and in broader civil engagement, the adjustment of her mind-set and schedule, and the natural acceptance of her role. Also noted is the need for resilience in social role transitions.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=151803393&site=ehost-live	2023-01-03 03:45:18	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2022.10.03.xml	0.0	429	Health & Social Work		429	lun,man.wai.alice	lun	man.wai.alice	0.0	1.0	1.0	0.0
336	337	Understanding Diversity In Later Life Through Images Of Old Age.	2021.0	426	10.1017/S0144686X20000379			426	41	10	2396	This article aims to enhance the conceptual debate on diversity in old age by exploring the interplay of diversity in later life and images of old age. We argue that the analysis of images of old age on the micro-level is a fruitful methodology in order to unravel the meaning of diversity in later life. Drawing on findings from qualitative research in Berlin, we explore how new and diverse imaginations, experiences and lifestyles of old age emerge. The conceptual focus on images of old age enables us to investigate further what diversity in later life comprises and how it simultaneously fosters the genesis of new images of old age. The manifold new images we found in our research suggest that prevalent societal discourses about old age on the macro-level are rather deceptive and represent mostly stereotypes such as 'active agers' or 'frail and dependent elders'. We offer three explanations why alternative images of old age are currently barely present in public discourse: (a) the actors transmitting images of age; (b) the institutionalisation of the images; and (c) the challenge to communicate complexity. We conclude by suggesting that images of old age are a promising starting point to explore and make visible both the diversity of social groups within the older generation as well as the heterogeneity of older individuals.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=152364571&site=ehost-live	2023-01-03 03:45:18	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2022.10.03.xml	0.0	426	Ageing & Society		426	enÃŸle,friederike	enÃŸle	friederike	0.0	1.0	1.0	0.0
333	334	664 Exploring The Feasibility Of The Interrai Check-Up Form (Self-Reported) In Older People Living With Frailty In The Community.	2022.0	417	10.1093/ageing/afac037.664			406	51		1	Introduction Identifying the holistic needs of community dwelling older people is an essential component of clinical care. Current assessment instruments are limited by a narrow medical view and varied language use, referring to identical clinical concepts in different ways. The interRAI family of assessments have been designed to integrate health information across multiple settings. The interRAI Check-Up (Self-Reported) was designed to support the management of older adults with multi-morbidities in the community setting but has not yet been widely tested in clinical practice in the United Kingdom. Objectives To investigate the extent to which the self-reported interRAI Check-Up tool could be used to assess older patients within the NHS. Methods Patients attending two outpatient clinics were recruited to complete the interRAI Check-Up which comprised of 109 items. Time taken for tool completion and prompts needed were recorded. Patient and individual item completion rates were calculated and assessed for floor or ceiling effects. Patient views on completing the tool were collected as field notes. Clinic staff completed a questionnaire exploring their views of the tool. Thematic analysis was carried out on patient and staff data. Results From 43 patient participants, the median time for tool completion was 25Â minutes. The median patient completion rate was 96.6% and item completion rate was 97.1%. Of 105 analysed items, 55 items showed a ceiling or floor effect. The tool was found to comprehensively cover holistic needs but its length and complexity of structure was found to be a barrier during busy clinical practice. Conclusion The Self-reported interRAI Check-Up tool was found to be feasible for use in the outpatient setting. Further research into which patient groups and locations would benefit most is recommended as well as how to practically implement the assessment into clinical practice within the NHS.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=156110052&site=ehost-live	2023-01-03 03:45:18	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2022.10.03.xml	0.0	406	Age & Ageing		417	rajpara,m.k	rajpara	m.k	0.0	1.0	1.0	0.0
320	321	Improving Medication Adherence And Effective Prescribing Through A Patient-Centered Prescription Model In Patients With Multimorbidity.	2022.0	395	10.1007/s00228-021-03207-9	34448906.0		395	78	1	127	PURPOSE: This study aimed to assess the impact of the patient-centered prescription (PCP) model in medication adherence and effective prescribing in patients with multimorbidity. METHODS: Uncontrolled before-after study in an intermediate care facility in a mixed urban-rural district. Inpatients agedâ€‰â‰¥â€‰65Â years with multimorbidity exposed to polypharmacy before hospital admission were consecutively enrolled. Every patient's treatment plan was analyzed through the PCP model, which includes interventions aimed at improving medication adherence. The primary endpoint was the change in the proportion of adherent patients between pre-admission and after discharge for all regularly scheduled long-term medications, using the proportion of days covered (PDC). Secondary endpoints included the change on mean PDC for all long-term medications, number of long-term medications, proportion of patients with hyperpolypharmacy, medication regimen complexity index (MRCI) score, drug burden index (DBI) score, number of potential inappropriate prescribing (PIP), and proportion of patients withâ€‰â‰¥â€‰2 PIPs. RESULTS: Ninety-three non-institutionalized patients were included (mean age 83.0â€‰Â±â€‰SD 6.1Â years). The proportion of adherent patients increased from 22.1 to 51.9% (Pâ€‰<â€‰0.001). Intervention also improved mean PDC [mean difference (95% CI) 10.6 (7.7, 13.5)] and effective prescribing through a reduction on the number of long-term medications [-â€‰1.3 (-â€‰1.7,â€‰-â€‰0.9)], proportion of patients exposed to hyperpolypharmacy (-â€‰16.1%, Pâ€‰<â€‰0.001), MRCI score [-â€‰2.2 (-â€‰3.4,â€‰-â€‰1.0)], DBI score [-â€‰0.16 (-â€‰1.8,â€‰-â€‰1.3)], number of PIPs [-â€‰1.6 (-â€‰1.8,â€‰-â€‰1.3)], and proportion of patients withâ€‰â‰¥â€‰2 PIPs (-â€‰53.7%, Pâ€‰<â€‰0.001). CONCLUSION: Studied intervention provides significant effective prescribing and medication adherence enhancements in non-institutionalized older patients with multimorbidity and polypharmacy.		2023-01-03 03:44:57	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		395	European Journal Of Clinical Pharmacology		395	gonzÃ¡lez-bueno,j	GonzÃ¡lez-Bueno	J	0.0	1.0	1.0	0.0
324	325	Person-Centred Care Provided By A Multidisciplinary Primary Care Team To Improve Therapeutic Adequacy In Polymedicated Elderly Patients (Pcmr): Randomised Controlled Trial Protocol.	2022.0	401	10.1136/bmjopen-2021-051238	35140146.0		14	12	2	e051238	INTRODUCTION: The increase in elderly population has led to an associated increase in multiple pathologies, frailty, polypharmacy, healthcare costs, decreased quality of life and mortality. We designed an intervention based on person-centred care model. This article outlines a study protocol, which aims to explore the effects of the intervention to improve therapeutic adequacy in polymedicated elderly patients. METHODS AND ANALYSIS: An open, randomised, multicentre, controlled clinical trial. The study population includes polymedicated (â‰¥8 prescription medications) patients â‰¥75 years old. In the intervention group, the multidisciplinary team (primary care pharmacist, family doctor and nurse) will meet to carry out multidimensional reviews (frailty, clinical complexity, morbidity and therapeutic adequacy) of the study subjects. If changes are proposed to the treatment plan, a clinical interview will be conducted with the patient to agree on changes in accordance with their preferences. Follow-up visits will be scheduled at 6 and 12 months. In the control group, where the usual clinical practice will be followed, the necessary data will be collected to compare the results.The key variables are the variation in the mean number of incidents (potentially inappropriate prescription) per patient, the number of medications, the number of changes implemented to the treatment plan and the variation in the number of hospital admissions. ETHICS AND DISSEMINATION: This study was approved by the Ethics Committee of the IDIAPJGol and by the University of Barcelona's Bioethics Commission. The results are expected to be published in peer reviewed open-access journals, and as part of a doctoral thesis. TRIAL REGISTRATION NUMBER: NCT04188470. Pre-results.		2023-01-03 03:44:57	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		14	Bmj Open		401	rovira,carol	Rovira	Carol	0.0	1.0	1.0	0.0
286	287	New Horizons In Evidence-Based Care For Older People: Individual Participant Data Meta-Analysis.	2022.0	355	10.1093/ageing/afac090	35460409.0		178	51	4	None	Evidence-based decisions on clinical and cost-effectiveness of interventions are ideally informed by meta-analyses of intervention trial data. However, when undertaken, such meta-analyses in ageing research have typically been conducted using standard methods whereby summary (aggregate) data are extracted from published trial reports. Although meta-analysis of aggregate data can provide useful insights into the average effect of interventions within a selected trial population, it has limitations regarding robust conclusions on which subgroups of people stand to gain the greatest benefit from an intervention or are at risk of experiencing harm. Future evidence synthesis using individual participant data from ageing research trials for meta-analysis could transform understanding of the effectiveness of interventions for older people, supporting evidence-based and sustainable commissioning. A major advantage of individual participant data meta-analysis (IPDMA) is that it enables examination of characteristics that predict treatment effects, such as frailty, disability, cognitive impairment, ethnicity, gender and other wider determinants of health. Key challenges of IPDMA relate to the complexity and resources needed for obtaining, managing and preparing datasets, requiring a meticulous approach involving experienced researchers, frequently with expertise in designing and analysing clinical trials. In anticipation of future IPDMA work in ageing research, we are establishing an international Ageing Research Trialists collective, to bring together trialists with a common focus on transforming care for older people as a shared ambition across nations.		2023-01-03 03:44:57	1	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		178	Age And Ageing		355	clegg,andrew	Clegg	Andrew	0.0	1.0	1.0	0.0
263	264	Animal Naming Test Is Associated With Poor Patient-Reported Outcomes And Frailty In People With And Without Cirrhosis: A Prospective Cohort Study.	2022.0	330	10.14309/ctg.0000000000000447	35080516.0		330	13	1	e00447	INTRODUCTION: Cognitive dysfunction is a major driver of care complexity, poor patient-reported outcomes, and frailty for people with cirrhosis. The performance and clinical associations of the animal naming test (ANT) in the general population are unknown. We evaluated ANT performance in a representative sample of older Americans with and without chronic liver disease (CLD). METHODS: We analyzed 6,661 subjects enrolled in the 2010-2016 Health and Retirement Survey, a representative cohort of >30,000 US adults. Average age of participants was 75 years. We evaluated 3 subject subgroups: (i) without CLD, (ii) noncirrhosis CLD, and (iii) cirrhosis. We determined the association between the ANT (overall) and S-ANT1 <10 (adjusted for age and education) and health status, basic and instrumental activities of daily living, healthcare utilization (care hours received and hospitalizations), and frailty measures (hand grip and walk speed). RESULTS: Overall, 8.2% of the sample had noncirrhotic CLD and 1.3% had cirrhosis. CLD or cirrhosis was not independently associated with ANT. Poor ANT performance was associated with poor health status and frailty overall. An S-ANT <10 was associated with fair-poor self-reported health (odds ratio [OR] 1.37; 95% confidence interval [CI]: 1.20-1.56), care hours received (incidence rate ratio [IRR] 2.39; 95% CI: 1.79-3.19), and hospitalizations (IRR 1.14; 95% CI: 1.03-1.26). S-ANT <10 was also associated with activities of daily living disability (OR 1.31; 95% CI: 1.13-1.51), instrumental activities of daily living disability (OR 1.85; 95% CI: 1.59-2.14), weaker hand grip (IRR 0.94; 95% CI: 0.92-0.96), and time to walk 2.5 m (IRR 1.23; 95% CI: 1.17-1.29). DISCUSSION: ANT performance is not specific to CLD/cirrhosis but is associated with patient-reported outcomes and frailty in a nationally representative sample of elderly subjects with and without CLD.		2023-01-03 03:44:57	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		330	Clinical And Translational Gastroenterology		330	tapper,elliot.b	Tapper	Elliot B	0.0	1.0	1.0	0.0
