id	title	year	auth_id	doi	pmid	umi	journal_id	volume	issue	start_page	abstract	url	date_added	repeats	filename	nursauth	id	name	nurs	id	name	lastname	firstname
139	What Do Orthopedic Trauma Surgeons Want And Expect From Anesthesiologists?	2022	156	10.1016/j.anclin.2022.06.004	36049881		156	40	3	547	From the orthopedic trauma surgeon's perspective, successful injury management hinges on fracture fixation and restoration of patient mobility in a safe and expeditious manner. Management of critically injured polytrauma patients and shared decisions regarding regional anesthetics presents a myriad of challenges for orthopedic trauma surgeons and anesthesiologists alike. As the populations age, the typical patient sustaining traumatic orthopedic injuries are increasingly frail and elderly. This trend in demographics has mandated that care for orthogeriatric patients is coordinated by multidisciplinary teams working in concert on medically complex cases to a common end. In this article, we highlight opportunities for improved communication and care integration between orthopedic trauma surgeons and anesthesiologists.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		156	Anesthesiology Clinics		156	pean,christian	Pean	Christian
140	Identification Of Biomarkers For Physical Frailty And Sarcopenia Through A New Multi-Marker Approach: Results From The Biosphere Study.	2021	157	10.1007/s11357-020-00197-x	32488674		157	43	2	727	"Physical frailty and sarcopenia (PF&S) is a prototypical geriatric condition characterized by reduced physical function and low muscle mass. The aim of the present study was to provide an initial selection of biomarkers for PF&S using a novel multivariate analytic strategy. Two-hundred community-dwellers, 100 with PF&S and 100 non-physically frail, non-sarcopenic (nonPF&S) controls aged 70 and older were enrolled as part of the BIOmarkers associated with Sarcopenia and Physical frailty in EldeRly pErsons (BIOSPHERE) study. A panel of 74 serum analytes involved in inflammation, muscle growth and remodeling, neuromuscular junction damage, and amino acid metabolism was assayed. Biomarker selection was accomplished through sequential and orthogonalized covariance selection (SO-CovSel) analysis. Separate SO-CovSel models were constructed for the whole study population and for the two genders. The model with the best prediction ability obtained with the smallest number of variables was built using seven biomolecules. This model allowed correct classification of 80.6 ± 5.3% PF&S participants and 79.9 ± 5.1% nonPF&S controls. The PF&S biomarker profile was characterized by higher serum levels of asparagine, aspartic acid, and citrulline. Higher serum concentrations of platelet-derived growth factor BB, heat shock protein 72 (Hsp72), myeloperoxidase, and α-aminobutyric acid defined the profile of nonPF&S participants. Gender-specific SO-CovSel models identified a ""core"" biomarker profile of PF&S, characterized by higher serum levels of aspartic acid and Hsp72 and lower concentrations of macrophage inflammatory protein 1β, with peculiar signatures in men and women.SO-CovSel analysis allowed identifying a set of potential biomarkers for PF&S. The adoption of such an innovative multivariate approach could help address the complex pathophysiology of PF&S, translate biomarker discovery from bench to bedside, and unveil novel targets for interventions."		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		157	Geroscience		157	calvani,riccardo	Calvani	Riccardo
141	Management Of Acute Coronary Syndromes In Older Adults.	2022	159	10.1093/eurheartj/ehab391	34347065		159	43	16	1542	Older patients are underrepresented in prospective studies and randomized clinical trials of acute coronary syndromes (ACS). Over the last decade, a few specific trials have been conducted in this population, allowing more evidence-based management. Older adults are a heterogeneous, complex, and high-risk group whose management requires a multidimensional clinical approach beyond coronary anatomic variables. This review focuses on available data informing evidence-based interventional and pharmacological approaches for older adults with ACS, including guideline-directed management. Overall, an invasive approach appears to demonstrate a better benefit-risk ratio compared to a conservative one across the ACS spectrum, even considering patients' clinical complexity and multiple comorbidities. Conversely, more powerful strategies of antithrombotic therapy for secondary prevention have been associated with increased bleeding events and no benefit in terms of mortality reduction. An interdisciplinary evaluation with geriatric assessment should always be considered to achieve a holistic approach and optimize any treatment on the basis of the underlying biological vulnerability.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		159	European Heart Journal		159	morici,nuccia	Morici	Nuccia
142	Heath Status, Frailty, And Multimorbidity In Patients With Emergency General Surgery Conditions.	2022	161	10.1016/j.surg.2022.02.011	35397953		161	172	1	446	BACKGROUND: Although nearly 1 million older adults are admitted for emergency general surgery conditions yearly, the extent to which baseline health influences the development and treatment of emergency general surgery conditions is unknown. We evaluated baseline health and older patients with and without emergency general surgery conditions. METHODS: We used the prospectively collected Medicare Current Beneficiary Survey with Medicare claims and 2 validated health frameworks: (1) Deficit Accumulation Frailty Score and (2) Complex Multimorbidity. Self-reported health and function items were used to derive pre-emergency general surgery conditions Deficit Accumulation Frailty Score and Complex Multimorbidity scores. Deficit Accumulation Frailty Score ranges from 0 (no frailty deficits) to 100 (all possible deficits present). Complex Multimorbidity is a 3-point categorical rank based on the presence of chronic conditions, functional limitations, and geriatric syndromes. Specific survey factors were also examined to determine association with development of emergency general surgery conditions or use of operative management. RESULTS: Of 54,417 individuals, 1,960 had emergency general surgery conditions (median age 79 [interquartile range 73-84]). Patients with emergency general surgery conditions had significantly higher Deficit Accumulation Frailty Score (19 [interquartile range 11-31] vs 14 [8-24]) and were more likely to be in the most severe Complex Multimorbidity category (38% vs 29%). Emergency general surgery conditions patients had higher proportions of nearly every health category, with the most striking differences in functional limitations. Patients who were treated nonoperatively had the poorest overall baseline health. CONCLUSION: Patients who developed emergency general surgery conditions had more severe health burden than patients who did not, particularly in functional status. Clinicians must better understand the interaction between baseline health vulnerability and emergency surgical disease to improve prognostication and ensure alignment of patient goals and treatment strategies.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		161	Surgery		161	ho,vanessa.p	Ho	Vanessa P
143	Frailty-Aware Care: Giving Value To Frailty Assessment Across Different Healthcare Settings.	2022	162	10.1186/s12877-021-02722-9	34979966		23	22	1	13	Healthcare systems need to adapt to better serve an aging population with complex presentations. Frailty assessments are a potential means to address this heterogeneity in aging to identify individuals at increased risk for adverse health outcomes. Furthermore, frailty assessments offer an opportunity to optimize patient care in various healthcare settings. While the vast number of frailty assessment tools available can be a source of confusion for clinicians, each tool has features adaptable to the constraints and goals of different healthcare settings. This review discusses and compares barriers, facilitators, and the application of frailty assessments in primary care, the emergency department/intensive care unit and surgical care to cover a breadth of settings with different frailty assessment considerations. The implementation of frailty-aware care across healthcare settings potentiates better healthcare outcomes for older adults.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		23	Bmc Geriatrics		162	boreskie,kevin.f	Boreskie	Kevin F
144	Acute, Major Muscular Hematoma Associated With Antithrombotic Agents: A Multicenter Real-World Cohort.	2021	163	10.1016/j.thromres.2020.12.022	33429124		163	199		54	BACKGROUND: There is little data on major muscular hematomas and the little there is has mainly focused on patients exposed to oral anticoagulants. OBJECTIVE: To describe the clinical characteristics, management and outcomes of patients admitted to emergency department (ED) for major muscular hematoma associated with an antithrombotic agent, and to identify predictors of in-hospital mortality. PATIENTS AND METHODS: Over a three-year period, all consecutive cases of adult patients admitted to the ED of 5 tertiary care hospitals for major muscular hematoma while exposed to an antithrombotic agent were prospectively collected and medically validated. Clinical and biological data, therapeutic management of the bleeding event, and in-hospital mortality were collected from the medical records and compared across five groups of hematoma locations. Potential confounders were taken in account using a multivariate binomial regression model. RESULTS: Three hundred and seventy-five patients were included (mean age = 81.4 years): 271 were exposed to vitamin K antagonists, 58 to parenteral anticoagulants (heparin, LMWH, fondaparinux), 33 to antiplatelets, and 13 to direct oral anticoagulants. The muscular hematomas were located in the lower limbs (n = 198), the rectus sheath (n = 71), the iliopsoas (n = 45), the upper limbs (n = 33), or elsewhere (n = 28). Reversal therapy was prescribed for 48.5% of patients, red cell transfusions for 63.6%, surgery for 12.3% and embolization for 3.5%. For 84% of patients, hospitalization was required, with a median length of stay of 10 days. Overall, in-hospital mortality was 8.5%. Reversal therapy, the need for intensive care and mortality were significantly more frequent among patients with iliopsoas hematomas. The independent predictors of in-hospital mortality were: decrease in mean arterial pressure (RR = 1.84), decrease in hemoglobin level (RR = 1.37) and the iliopsoas location (RR = 3.06). CONCLUSION: Frail elderly patients with major muscular hematomas linked to antithrombotic agents risk substantial morbidity and in-hospital mortality. The iliopsoas location was the most life-threatening bleeding site. Close observation of this population is warranted to ensure better outcomes.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		163	Thrombosis Research		163	bouget,jacques	Bouget	Jacques
145	Uk Nutrition Research Partnership Workshop: Nutrition And Frailty-Opportunities For Prevention And Treatment.	2022	164	10.1111/nbu.12538	36045087		164	47	1	123	Frailty is a syndrome of growing importance given the global increase in the number of older people. While frailty is a complex, multifactorial process, poor nutritional status is considered to be a key contributor to its pathophysiology. However, the role of nutrition and its influence on the development and progression of frailty is poorly understood. As nutrition is a modifiable risk factor for frailty, future prevention and treatment strategies should consider the potential of diet and dietary change as a component of interventions. This article reports on a UK Nutrition Research Partnership 'Hot Topic' workshop on nutrition and frailty. The aim of the workshop was to bring together experts and early career researchers from a range of disciplines to synthesise current understanding of dietary influences on frailty, with a focus on opportunities for prevention and treatment.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		164	Nutrition Bulletin		164	ni lochlainn,mary	Ni Lochlainn	Mary
146	Polypharmacy, Comorbidity And Frailty: A Complex Interplay In Older Patients At The Emergency Department.	2022	102	10.1007/s41999-022-00664-y	35723840		83	13	4	849	PURPOSE: Older adults at the emergency department (ED) with polypharmacy, comorbidity, and frailty are at risk of adverse health outcomes. We investigated the association of polypharmacy with adverse health outcomes, in relation to comorbidity and frailty. METHODS: This is a prospective cohort study in ED patients  ≥ 70 years. Non-polypharmacy was defined as 0-4 medications, polypharmacy 5-9 and excessive polypharmacy ≥ 10. Comorbidity was classified by the Charlson comorbidity index (CCI). Frailty was defined by the Identification of Seniors At Risk-Hospitalized Patients (ISAR-HP) score. The primary outcome was 3-month mortality. Secondary outcomes were readmission to an ED/hospital ward and a self-reported fall < 3 months. The association between polypharmacy, comorbidity and frailty was analyzed by logistic regression. RESULTS: 881 patients were included. 43% had polypharmacy and 18% had excessive polypharmacy. After 3 months, 9% died, 30% were readmitted, and 21% reported a fall. Compared with non-polypharmacy, the odds ratio (OR) for mortality ranged from 2.62 (95% CI 1.39-4.93) in patients with polypharmacy to 3.92 (95% CI 1.95-7.90) in excessive polypharmacy. The OR weakened after adjustment for comorbidity: 1.80 (95% CI 0.92-3.52) and 2.32 (95% CI 1.10-4.90). After adjusting for frailty, the OR weakened to 2.10 (95% CI 1.10-4.00) and OR 2.40 (95% CI 1.15-5.02). No significant association was found for readmission or self-reported fall. CONCLUSIONS: Polypharmacy is common in older patients at the ED. Polypharmacy, and especially excessive polypharmacy, is associated with an increased risk of mortality. The observed association is complex given the confounding effect of comorbidity and frailty.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		83	European Geriatric Medicine		102	van dam,carmen.s	van Dam	Carmen S
147	Magnetic Resonance-Guided Radiotherapy Feasibility In Elderly Cancer Patients: Proposal Of The Master Scoring System.	2021	168	10.1177/0300891620920709	32410505		168	107	1	26	BACKGROUND: Elderly patients are often excluded from advanced treatments owing to clinical complexity or frailty. Magnetic resonance-guided radiotherapy (MRgRT) represents a new frontier of radiotherapy delivery that can play an important role in the management of these patients. AIM: To assess MRgRT feasibility in elderly patients, describe their compliance with this treatment, and provide a scoring system for elderly patient selection. METHODS: Patients aged >75 years were enrolled. No restrictions on tumor site, staging, or treatment intent were applied. Patients underwent joint radiation oncology-geriatrics visits to assess the feasibility of MRgRT and to identify the most significant items (i.e. clinical variables) for the setup of a scoring system. The proposed scoring system was then internally validated on a prospectively enrolled cohort of elderly patients who were candidates for MRgRT. RESULTS: Thirty patients were enrolled between February and March 2018. Their mean age was 81.4 ± 3.4 years (range 75-88). Radiotherapy intent was curative in 26 patients; 14 patients were considered frail at screening tests before radiotherapy. Twelve items were identified as clinically significant for the setup of the MASTER score (MRI-Guided Radiotherapy Selection Elderly Score) score. Validation of the score showed 100% reliability, with no patient discharged after selection. CONCLUSIONS: MRgRT appears to be feasible in elderly patients and the MASTER score is proposed to support clinical decision-making in recommending elderly patients for this technology.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		168	Tumori		168	boldrini,luca	Boldrini	Luca
148	Hearts, Minds And Souls-It Is Time For Geriatricians To Bring More To Continence Management.	2021	169	10.1093/ageing/afab088	34104937		131	50	5	1508	Urinary incontinence (UI), the involuntary loss of urine, is a common health condition that may decrease the quality of life and which increases in incidence and prevalence with age. Recent epidemiologic data suggest an overall prevalence of 38% in women older than 60 years, increasing to 77% in older women living in nursing homes. Despite this high prevalence, incontinence remains underdiagnosed and undertreated in this age group. In a representative population of 7,000 participants drawn from the Irish Longitudinal Study of Ageing, 750 had UI of whom 285 (38%) had not sought the help of a health care professional. The reasons that older people do not seek help for incontinence are complex and multiplex. Stigma surrounding diagnosis, a sense of futility coupled to a notion that incontinence is a part of normal ageing and the fact that incontinence simply gets 'lost' in the midst of multimorbidity and frailty have all been shown to play a role. Active case finding has therefore been highlighted as a cornerstone of effective care in serial international guidelines.		2022-10-04 23:33:09	1	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		131	Age And Ageing		169	schlögl,mathias	Schlögl	Mathias
149	Angiotensin-(1-7), A Protective Peptide Against Vascular Aging.	2022	171	10.1016/j.peptides.2022.170775	35231551		171	152		170775	Vascular aging is a complex and multifaceted process that provokes profound molecular, structural, and functional changes in the vasculature. Eventually, these profound aging alterations make arteries more prone to vascular disease, including hypertension, atherosclerosis and other arterial complications that impact the organism beyond the cardiovascular system and accelerate frailty. For these reasons, preventing or delaying the hallmarks of vascular aging is nowadays a major health goal, especially in our aged societies. In this context, angiotensin(Ang)-(1-7), a major player of the protective branch of the renin-angiotensin system, has gained relevance over recent years as growing knowledge on its anti-aging properties is being unveiled. Here, we briefly review the main actions of Ang-(1-7) against vascular aging. These include protection against vascular cell senescence, anti-inflammatory and antioxidant effects together with the induction of cytoprotective systems. Ang-(1-7) further ameliorates endothelial dysfunction, a hallmark of vascular aging and disease, attenuates fibrosis and calcification and promotes protective angiogenesis and repair. Although further research is needed to better understand the anti-aging properties of Ang-(1-7) on the vasculature, this heptapeptide arises as a promising pharmacological tool for preventing vascular aging and frailty.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		171	Peptides		171	noauthor		
150	Association Between Frailty Index, Lung Function, And Major Clinical Determinants In Chronic Obstructive Pulmonary Disease.	2021	172	10.1007/s40520-021-01878-z	34009526		154	33	8	2165	BACKGROUND: Airflow limitation alone is unable to capture the complexity of chronic obstructive pulmonary disease (COPD), better explained by comprehensive disease-specific indexes. Frailty is a clinical condition characterized by high vulnerability to internal and external stressors and represents a strong predictor of adverse outcomes. AIMS: Primary objective was to test the association between indexes of lung function and COPD severity with frailty index (FI), and secondary to evaluate the association between FI and comorbidities, cognitive and physical function, BODE index, and mortality. METHODS: 150 stable COPD outpatients were enrolled and followed up to 4 years. At baseline, participants performed a geriatric multidimensional assessment, pulmonary function tests, arterial blood gas analysis, 6-min walking test, and bioimpedance analysis. BODE and FI were calculated. Spearman's ρ was used to assess correlations. Mortality was assessed using Kaplan-Meier curves. RESULTS: Participants were followed up for a median of 39 months. Mean age was 73 years and median frailty index 0.15 (IQR 0.11-0.19). FI was higher in frequent exacerbators (≥ 2/year) (mean 0.18 vs 0.15, p 0.01) and dyspnoeic patients (mMRC ≥ 2) (mean 0.21 vs 0.14, p < 0.01) and correlated with lung volumes, expiratory flows, and pressure of arterial oxygen. FI was positively correlated with the number of comorbidities, depressive symptoms, cognitive decline, and BODE index. Mortality was higher in patients with BODE higher than 3 (HR 3.6, 95% CI 1.2-10.9), and not associated with FI. DISCUSSION: FI positively correlates with all clinical drivers orienting the choice of treatment in COPD. CONCLUSIONS: FI associates with lung function and COPD severity, but does not associate with mortality.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		154	Aging Clinical And Experimental Research		172	scarlata,simone	Scarlata	Simone
151	Exploring Rehabilitation Potential In Older People Living With Frailty: A Qualitative Focus Group Study.	2021	173	10.1186/s12877-021-02107-y	33676401		23	21	1	165	"BACKGROUND: Rehabilitation interventions are frequently cited as key in supporting frail older people's recovery following periods of decompensation and acute ill-health. Clinicians are required to make decisions about a patient's potential to respond to rehabilitation. 'Rehabilitation potential' decisions can determine access to services. In acute settings clinicians have limited time to assess and work with patients, families and carers. The complexities of ageing, recovery, rehabilitation and frailty may not be fully appreciated. This study aimed to explore multiple perspectives of the concept of rehabilitation potential and how it is assessed in older people living with frailty in the acute healthcare setting. METHODS: Five focus groups with a purposive sample of 28 participants which included clinicians and members of the public were conducted. Analysis comprised a thematic approach using the Framework method. RESULTS: Rehabilitation potential was found to encapsulate a complex decision-making process where clinicians judged an individual's ability to benefit from and participate in targeted rehabilitation. They asked, ""Will it work?"", ""Is it wanted?"" and ""Is it available?"" In order to predict who would benefit from rehabilitation interventions, clinicians assessed a range of holistic clinical and non-clinical factors. An iterative approach to assessment delivered by a multi-disciplinary team, centred around patient and carer needs and wants was needed to accommodate complexity. Participants believed that everyone had some form of potential but this was dependent on availability of rehabilitation resources and conceptualisations of frailty and rehabilitation. Tensions between iterative approaches to rehabilitation potential assessment and the realities of rapid decision making in the acute hospital setting were found. CONCLUSION: Rehabilitation potential decisions involve a complex process of multidisciplinary decision-making and prognostication on the likely outcome and benefit from rehabilitation programmes. These findings lay the foundation for developing structured approaches to rehabilitation potential decision making tools and guidance."		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		23	Bmc Geriatrics		173	cowley,a	Cowley	A
152	Va Home-Based Primary Care Interdisciplinary Team Structure Varies With Veterans' Needs, Aligns With Pace Regulation.	2021	174	10.1111/jgs.17174	33834504		110	69	7	1729	BACKGROUND: Interdisciplinary team (IDT) care is central to home-based primary care (HBPC) of frail elders. Traditionally, all HBPC disciplines managed a patient (Full IDT), a costly approach to maintain. The recent PACE (Program of All-inclusive Care for the Elderly) regulation provides for a flexible approach of annual assessments from a core team with involvement of additional disciplines dependent upon patient needs (Core+). Current Department of Veterans Affairs (VA) HBPC guidance specifies Full IDTs care for medically complex and functionally impaired Veterans similar to PACE participants. We evaluated whether VA HBPC has adopted the flexible structure of the PACE regulation, aligned to Veteran needs. DESIGN: Cross-sectional analysis. SETTING: All 139 VA HBPC programs administered across 379 sites. PARTICIPANTS: About 55,173 Veterans enrolled in HBPC during fiscal year 2018. MEASUREMENTS: Patients' HBPC physician, nurse, psychologist/psychiatrist, social worker, therapist, dietitian, and pharmacist visits were grouped into interdisciplinary team types. Patient frailty was classified using VA HNHR v2 (High-Need High-Risk version 2, a measure of high, medium, and low risk of long-term institutionalization). Medical complexity was measured by clusters of impairment in the JEN frailty index (JFI). JFI clusters were validated by VA's Nosos measure to project cost and Care Assessment Need (CAN) measure of hospitalization and mortality risk. RESULTS: HBPC provided Full IDT care to 21%, Core+ care to 54%, and Home Health+ (HHA+) care (skilled home health services plus additional disciplines, without primary care) to 16% of Veterans. Team type was associated with medical complexity (X(2) 2863.5 [66 df], p < 0.0001). High-risk Veterans (72% of sample) were more likely to receive Full IDT care (X(2) 62.9, 1 df), p < 0.0001), while low-risk Veterans (28%) were more likely to receive HHA+ care (X(2) 314.8, 1 df, p < 0.0001). CONCLUSION: There is a strong association between HBPC team patterns and patient frailty, indicating tailoring of care to match Veteran needs.		2022-10-04 23:33:09	1	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		110	Journal Of The American Geriatrics Society		174	chan,caitlin.s	Chan	Caitlin S
153	Prognostic Importance Of The Controlling Nutritional Status (Conut) Score In Patients Undergoing Cardiac Resynchronisation Therapy.	2021	175	10.1136/openhrt-2021-001740	34711651		175	8	2	None	AIMS: Malnutrition is common and associated with worse clinical outcomes in patients with heart failure (HF). The Controlling Nutritional Status (CONUT) score is an integrated index for evaluating diverse aspects of the complex mechanism of malnutrition. However, the relationship between the severity of malnutrition assessed by the CONUT score and clinical outcomes of HF patients receiving cardiac resynchronisation therapy (CRT) has not been fully clarified. METHODS: Clinical records of 263 patients who underwent pacemaker or defibrillator implantation for CRT between March 2003 and October 2020 were retrospectively evaluated. The CONUT score was calculated from laboratory data obtained before CRT device implantation. Patients were divided into three groups: normal nutrition (CONUT scores 0-1, n=58), mild malnutrition (CONUT scores 2-4, n=132) and moderate or severe malnutrition (CONUT scores 5-12, n=73). The primary endpoint was all-cause mortality. RESULTS: The moderate or severe malnutrition group had a lower body mass index, more advanced New York Heart Association functional class, higher Clinical Frailty Scale score, lower levels of haemoglobin and higher levels of N-terminal probrain natriuretic peptide (all p<0.05). In the moderate or severe malnutrition group, the CRT response rate was significantly lower than for the other two groups (p=0.001). During a median follow-up period of 31 (10-67) months, 103 (39.1%) patients died. Kaplan-Meier analysis revealed that the moderate or severe malnutrition group had a significantly higher mortality rate (log-rank p<0.001). A higher CONUT score and CONUT score ≥5 remained significantly associated with all-cause mortality after adjusting for previously reported clinically relevant factors and the conventional risk score (VALID-CRT risk score) (all p<0.05). CONCLUSIONS: A higher CONUT score before CRT device implantation was strongly associated with HF severity, frailty, lower CRT response rate and subsequent long-term all-cause mortality.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		175	Open Heart		175	ikeya,yukitoshi	Ikeya	Yukitoshi
154	Predictors Of Serious, Preventable, And Costly Medical Complications In A Population Of Adult Spinal Deformity Patients.	2021	176	10.1016/j.spinee.2021.04.020	33971324		176	21	9	1559	BACKGROUND CONTEXT: In 2008, the Centers for Medicare and Medicaid Services (CMS) established a list of hospital-acquired conditions (HACs) with significant deleterious effects on both patients and providers. Adult spinal deformity (ASD) surgery is complex and highly invasive, and as such may result in significant morbidity including these HACs. PURPOSE: Identify predictors for developing the most common HACs among adult spinal deformity (ASD) patients undergoing corrective surgery. STUDY DESIGN/SETTING: Retrospective analysis. PATIENT SAMPLE: One thousand one hundred and seventy-one ASD patients. OUTCOME MEASURES: HACs, Health-Related Quality of Life scores(HRQLs), Reoperation, Integrated Health State (IHS) METHODS: ASD pts undergoing surgery (>18 years, scoliosis ≥20°, SVA ≥5 cm, PT ≥25° and/or TK >60°) with complete data at BL and up to 2 years post-op were included. Patients were stratified by presence of >1 HAC, defined as at least one superficial/deep SSI, UTI, DVT, or PE within a 30-day post-op window. Random forest analysis generated 5,000 Conditional Inference Trees to compute a variable importance table for top predictors of HACs. An area-under-the-curve (AUC) methodology compared normalized HRQL scores between groups to determine an IHS with 2-year follow-up. RESULTS: Total of 1,171 pts (59.8 years, 76.2%F, 28.1kg/m(2)) underwent corrective ASD surgery, with 1,053 pts in the non-HAC group and 118 in the HAC group. Of these pts, 25.4% had UTI, 15.4% DVT, 19.2% superficial SSI, 20.8% deep SSI, and 19.2% PE. HAC pts were on average older (63.5 vs 59.3, p=.004) and more often frail (51.3 vs 39.7%, p=.021) than non-HAC pts. Postop LOS and reoperation were most associated with HAC groups: [1] LOS >7 days [2] reoperation. Patient-related predictors of HACs were [3] age >50 yerr, [4] frailty, and [13] BMI >31. Procedure-related predictors of HACs were [5] operative-time >405 minutes, [6] levels fused >9, EBL >1450 mL, and [11] decompression. BL radiographic predictors were [7] PT >20°, [9] PI-LL>6°, [10] TL Cobb angle >15°, [12] SVA C7-S1 >29 mm. No differences were observed between groups with regards to IHS ODI (0.73 vs 0.74, p=.863), SRS (1.3 vs1.3, p=.374), NRS Back (0.6 vs 0.6, p=.158). HAC had higher rates of reoperation than non-HAC (0.08 vs 0.01, p=.066), and any HAC within 30-days of index was a significant predictor of reoperation (OR: 2.448 [1.94-3.09], p<.001). CONCLUSIONS: In a population of ASD patients, HACs were associated with length of stay, reoperation, age, and frailty. Radiographic parameters such as pelvic tilt >20°, PI-LL >6°, & SVA >29 mm also increased odds of HACs, and should raise postoperative awareness for HAC development.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		176	The Spine Journal: Official Journal Of The North American Spine Society		176	alas,haddy	Alas	Haddy
155	Resilience Is Associated With Frailty And Older Age In Hospitalised Patients.	2022	177	10.1186/s12877-022-03251-9	35818046		23	22	1	569	BACKGROUND: Little is known about resilience in an internal medicine setting. We aimed to assess the relationship between resilience and frailty and other clinical and sociodemographic characteristics in a cohort of prospectively enrolled hospitalised patients. METHODS: In 2017-2019, we consecutively enrolled patients in our internal medicine wards. We selected all patients who filled in the 25-item Connor-Davidson resilience scale (CD-RISC). Mean resilience was evaluated according to baseline demographic (i.e., age, sex, marital and socioeconomic status) and clinical (i.e., Cumulative Illness Rating Scale [CIRS], Edmonton Frail Scale [EFS], Barthel index, Short Blessed test, length of stay [LOS]) data. A multivariable analysis for assessing factors affecting resilience was fitted. RESULTS: Overall, 143 patients (median age 69 years, interquartile range 52-79, 74 females) were included. Resilience was significantly lower in frail (p = 0.010), elderly (p = 0.021), dependent (p = 0.032), and more clinically (p = 0.028) and cognitively compromised patients (p = 0.028), and in those with a low educational status (p = 0.032). No relation between resilience and LOS was noticed (p = 0.597). Frail patients were significantly older (p < 0.001), had a greater disease burden as measured by CIRS comorbidity (p < 0.001) and severity indexes (p < 0.001), were more dependent (p < 0.001), more cognitively impaired (p < 0.001), and displayed a lower educational level (p = 0.011) compared to non-frail patients. At multivariable analysis, frailty (p = 0.022) and dependency (p = 0.031; according to the Barthel index) were associated with lower resilience in the age groups 18-64 and ≥ 65 years, respectively. CONCLUSIONS: Low resilience was associated with frailty and dependency with an age-dependent fashion. Studies assessing the impact of this finding on important health outcomes are needed. TRIAL REGISTRATION: Clinical Complexity in Internal Medicine Wards. San MAtteo Complexity Study (SMAC); NCT03439410 . Registered 01/11/2017.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		23	Bmc Geriatrics		177	lenti,marco.vincenzo	Lenti	Marco Vincenzo
156	Evidence From Two Cohorts For The Frailty Syndrome As An Emergent State Of Parallel Dysregulation In Multiple Physiological Systems.	2021	178	10.1007/s10522-020-09903-w	33064226		178	22	1	63	Frailty is a clinical syndrome often present in older adults and characterized by a heightened vulnerability to stressors. The biological antecedents and etiology of frailty are unclear despite decades of research: frailty is associated with dysregulation in a wide range of physiological systems, but no specific cause has been identified. Here, we test predictions stemming from the hypothesis that there is no specific cause: that frailty is an emergent property arising from the complex systems dynamics of the broad loss of organismal homeostasis. Specifically, we use dysregulation of six physiological systems using the Mahalanobis distance approach in two cohorts of older adults to test the breadth, diffuseness, and nonlinearity of associations between frailty and system-specific dysregulation. We find clear support for the breadth of associations between frailty and physiological dysregulation: positive associations of all systems with frailty in at least some analyses. We find partial support for diffuseness: the number of systems or total amount of dysregulation is more important than the identity of the systems dysregulated, but results only partially replicate across cohorts. We find partial support for nonlinearity: trends are exponential but not always significantly so, and power is limited for groups with very high levels of dysregulation. Overall, results are consistent with-but not definitive proof of-frailty as an emergent property of complex systems dynamics. Substantial work remains to understand how frailty relates to underlying physiological dynamics across systems.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		178	Biogerontology		178	ghachem,ahmed	Ghachem	Ahmed
