PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Huynh, Jeremy; Donnelly, Leeann R.; Brondani, Mario A.					Brondani, Mario/0000-0003-2437-4552			Exploring dental student participation in interdisciplinary care team conferences in long-term care								GERODONTOLOGY				34	2			249	256		10.1111/ger.12259				JUN 2017	2017	Objective: The purpose of this study was to explore how the participation of dental hygiene students in interdisciplinary care conferences conducted in long-term care (LTC) facilities influenced the staff's awareness of oral health, the student's provision of care as well as the student's ability to work on an interdisciplinary team.Background: Oral health in LTC continues to be poor despite many educational and clinical interventions. The care of a frail elder requires an interdisciplinary team approach, yet dental professionals are often absent from these teams. As an educational intervention, dental hygiene students, in addition to providing clinical care to residents and education to staff in a LTC facility, have been participating in interdisciplinary care conferences for 4years.Methods : Nine LTC facility staff and eight students participated in two focus groups and five personal interviews to discuss their experiences of the care conferences. Narratives were transcribed verbatim and thematic analysis was conducted.Results: Four major themes emerged that described the essence of the experience of involving dental professionals within interdisciplinary care conference: (i) addressing oral health, (ii) reciprocal learning, (iii) dealing with complexity and (iv) impact of collaborative care.Conclusion: Overall, students found the educational intervention to be worthwhile that allowed for the development of interdisciplinary skills and a greater understanding of dental geriatrics. The dental support in care conferences was welcomed by the staff as it facilitated a new way of exchanging knowledge and experiences so that a more holistic approach to care could be undertaken by all.									2	0	0	0	0	0	2			0734-0664	1741-2358		WOS:000400306000013	28168829	
J	Delgado, Janet M.; Ruppar, Todd M.				Ruppar, Todd/B-8091-2015	Ruppar, Todd/0000-0003-0794-5544			Health Literacy in Older Latinos With Heart Failure A Systematic Review								JOURNAL OF CARDIOVASCULAR NURSING				32	2			125	134		10.1097/JCN.0000000000000314				MAR-APR 2017	2017	Background: By 2050, one-third of US residents will be Latino, with an incidence of heart failure (HF) higher than other ethnicities. Culturally linked risk factors and socioeconomic challenges result in cardiometabolic risks, healthcare disparities, and worsening health outcomes. Individuals with low health literacy (HL) and HF are less likely to possess tools for optimal self-care, disease management, or preventative health strategies. Objective: In this systematic review, we analyzed the literature studying older Latinos with HF and limited HL. Method: We searched the literature and used Preferred Reporting Items for Systematic Reviews and Meta-Analyses guidelines in an iterative process. Inclusion criteria were research studies, Latinos, HF, and HL. Results: Eight quantitative studies were identified for final review. Inadequate HL was reported in 87.2% of elderly Latinos. Higher HL was associated with more HF knowledge. Clinics serving minorities reported lower HL levels and higher medical complexity. Conclusions: Nurses and advanced practice nurses serve a pivotal role improving access and understanding of health information. Before conducting intervention research affecting clinical outcomes, it is essential to describe elderly Latinos with HF and their HL and self-care levels. Barriers identified confirm the need to alter research protocols for older adults and ensure the availability of assistive devices. The need to examine HL in older Latinos with HF is confirmed by the medical complexity of ethnic minority patients with limited HL, limited HL in the elderly, and the relationship of HL with HF knowledge. In culturally diverse populations, HL levels alone may not be reliable predictors of a person's ability to self-manage, recognize symptoms, and develop, implement, and revise a self-care action plan to manage their health.									11	0	0	0	0	0	11			0889-4655	1550-5049		WOS:000394459400012	26646599	
J	Eckerblad, Jeanette; Theander, Kersti; Ekdahl, Anne W.; Jaarsma, Tiny				Ekdahl, Anne W. Ekdahl or Anne/B-1867-2012	Ekdahl, Anne W. Ekdahl or Anne/0000-0001-8677-176X; Jaarsma, Tiny/0000-0002-4197-4026			Symptom trajectory and symptom burden in older people with multimorbidity, secondary outcome from the RCT AGe-FIT study								JOURNAL OF ADVANCED NURSING				72	11			2773	2783		10.1111/jan.13032				NOV 2016	2016	Aim. The aim of this study was to follow the symptom trajectory of community-dwelling older people with multimorbidity and to explore the effect on symptom burden from an ambulatory geriatric care unit, based on comprehensive geriatric assessment.Background. Older community-dwelling people with multimorbidity suffer from a high symptom burden with a wide range of co-occurring symptoms often resulting to decreased health-related quality of life. There is a need to move from a single-disease model and address the complexity of older people living with multimorbidity.Design. Secondary outcome data from the randomized controlled Ambulatory Geriatric Assessment Frailty Intervention Trial (AGe-FIT).Methods. Symptom trajectory of 31 symptoms was assessed with the Memorial Symptom Assessment Scale. Data from 247 participants were assessments at baseline, 12 and 24 months, 2011-2013. Participants in the intervention group received care from an ambulatory geriatric care unit based on comprehensive geriatric assessment in addition to usual care.Results. Symptom prevalence and symptom burden were high and stayed high over time. Pain was the symptom with the highest prevalence and burden. Over the 2-year period 68-81% of the participants reported pain. Other highly prevalent and persistent symptoms were dry mouth, lack of energy and numbness/tingling in the hands/feet, affecting 38-59% of participants. No differences were found between the intervention and control group regarding prevalence, burden or trajectory of symptoms.Conclusions. Older community-dwelling people with multimorbidity had a persistent high burden of symptoms. Receiving advanced interdisciplinary care at an ambulatory geriatric unit did not significantly reduce the prevalence or the burden of symptoms.									14	1	0	0	4	0	15			0309-2402	1365-2648		WOS:000386079500019	27222059	
J	Peris-Martí, Juan F.; Fernández-Villalba, Elia; Bravo-José, Patricia; Sáez-Lleó, Carmen; García-Mina Freire, María								Reflection on the pharmaceutical service in nursing homes: understanding reality to cover needs	Reflexión sobre la prestación farmacéutica en centros sociosanitarios: entendiendo la realidad para cubrir las necesidades							Farmacia Hospitalaria				40	4			302	315		10.7399/fh.2016.40.4.10430				2016-08	2016	The increasing concern regarding chronic care, which is a consequence of the current demographic progression, and the need to decrease the costs associated with its care, places a focus on social care homes caring for highly dependent patients. Simultaneously, the residential facilities are progressing in order to care for fragile patients with increasingly complexity, even though, with some exceptions, it is in parallel with the healthcare system. Within this reality, pharmaceutical care is developing very differently in all the autonomic regions, and has become a reason for controversy. In this sense, diverse factors related with the patient care setting, but also linked to different pharmaceutical levels, make it difficult to implement a patient care model. Faced with this scenario, it seems reasonable to analyze the situation from the perspective of the healthcare requirements of the institutionalized persons in these facilities, and in terms of the patient care that we can and should provide; subsequently, and based on this, we should be able to propose the basic guidelines for developing an efficient model of pharmaceutical care integrated within this patient care setting.	La creciente preocupación por la atención a la cronicidad, consecuencia de la progresión demográfica actual, y la necesidad de disminuir los costes asociados a su cuidado, sitúa uno de sus focos en los centros de asistencia social que atienden a personas de alta dependencia. A su vez, el ámbito sociosanitario está evolucionando para atender a un paciente frágil cada vez más complejo aunque, salvo excepciones, lo hace de forma paralela al sistema de salud. Dentro de esta realidad, la prestación farmacéutica se está desarrollando de forma muy heterogénea entre las comunidades autónomas y es motivo de controversia. En este sentido, diversos factores relacionados con el ámbito asistencial, pero también con los distintos estamentos farmacéuticos, dificultan el establecimiento de un modelo asistencial. Ante esta situación, parece razonable realizar un análisis de la situación desde la perspectiva de las necesidades sanitarias de las personas institucionalizadas en estos centros y de la atención que podemos y debemos prestar para, posteriormente, ser capaces de proponer las líneas básicas sobre las que desarrollar un modelo de atención farmacéutica eficiente e integrado para este ámbito asistencial.								2	0	0	0	0	3	5			2171-8695			SCIELO:S1130-63432016000400008	27571498	
J	Lannering, Christina; Bravell, Marie Ernsth; Midlov, Patrik; Ostgren, Carl-Johan; Molstad, Sigvard				Bravell, Marie Ernsth/AAI-5883-2020; Midlov, Patrik/L-8201-2015	Midlov, Patrik/0000-0002-5871-8731; Ernsth Bravell, Marie/0000-0003-4149-9787			Factors related to falls, weight-loss and pressure ulcers - more insight in risk assessment among nursing home residents								JOURNAL OF CLINICAL NURSING				25	7-8			940	950		10.1111/jocn.13154				APR 2016	2016	Aims and objectivesTo describe how the included items in three different scales, Downton Fall Risk Index, the short form of Mini Nutritional Assessment and the Modified Norton Scale are associated to severe outcomes as falls, weight loss and pressure ulcers.BackgroundFalls, malnutrition and pressure ulcers are common adverse events among nursing home residents and risk scoring are common preventive activities, mainly focusing on single risks. In Sweden the three scales are routinely used together with the purpose to improve the quality of prevention.DesignLongitudinal quantitative study.MethodsDescriptive analyses and Cox regression analyses.ResultsOnly 4% scored no risk for any of these serious events. Longitudinal risk scoring showed significant impaired mean scores indicating increased risks. This confirms the complexity of this population's status of general condition. There were no statistical significant differences between residents categorised at risk or not regarding events. Physical activity increased falls, but decreased pressure ulcers. For weight loss, cognitive decline and the status of general health were most important.ConclusionsRisk tendencies for falls, malnutrition and pressure ulcers are high in nursing homes, and when measure them at the same time the majority will have several of these risks. Items assessing mobility or items affecting mobility were of most importance. Care processes can always be improved and this study can add to the topic.Relevance to clinical practiceA more comprehensive view is needed and prevention can not only be based on total scores. Mobility is an important factor for falls and pressure ulcers, both as a risk factor and a protective factor. This involves a challenge for care - to keep the inmates physical active and at the same time prevent falls.									10	1	0	0	2	2	12			0962-1067	1365-2702		WOS:000372928900006	26813994	
J	Iliffe, Steve; Davies, Susan L.; Gordon, Adam L.; Schneider, Justine; Dening, Tom; Bowman, Clive; Gage, Heather; Martin, Finbarr C.; Gladman, John R. F.; Victor, Christina; Meyer, Julienne; Goodman, Claire				Gordon, Adam/C-3934-2018; Dening, Tom/E-1335-2013; Iliffe, Steve/L-8379-2019; Gladman, John/M-7429-2015	Gordon, Adam/0000-0003-1676-9853; Dening, Tom/0000-0003-3387-4241; Victor, Christina/0000-0002-4213-3974; Gage, Heather/0000-0002-2049-9406; Goodman, Claire/0000-0002-8938-4893; Gladman, John/0000-0002-8506-7786			Provision of NHS generalist and specialist services to care homes in England: review of surveys								PRIMARY HEALTH CARE RESEARCH AND DEVELOPMENT				17	2			122	137		10.1017/S1463423615000250				MAR 2016	2016	Background: The number of beds in care homes (with and without nurses) in the United Kingdom is three times greater than the number of beds in National Health Service (NHS) hospitals. Care homes are predominantly owned by a range of commercial, not-for-profit or charitable providers and their residents have high levels of disability, frailty and co-morbidity. NHS support for care home residents is very variable, and it is unclear what models of clinical support work and are cost-effective. Objectives: To critically evaluate how the NHS works with care homes. Methods: A review of surveys of NHS services provided to care homes that had been completed since 2008. It included published national surveys, local surveys commissioned by Primary Care organisations, studies from charities and academic centres, grey literature identified across the nine government regions, and information from care home, primary care and other research networks. Data extraction captured forms of NHS service provision for care homes in England in terms of frequency, location, focus and purpose. Results: Five surveys focused primarily on general practitioner services, and 10 on specialist services to care home. Working relationships between the NHS and care homes lack structure and purpose and have generally evolved locally. There are wide variations in provision of both generalist and specialist healthcare services to care homes. Larger care home chains may take a systematic approach to both organising access to NHS generalist and specialist services, and to supplementing gaps with in-house provision. Access to dental care for care home residents appears to be particularly deficient. Conclusions: Historical differences in innovation and provision of NHS services, the complexities of collaborating across different sectors (private and public, health and social care, general and mental health), and variable levels of organisation of care homes, all lead to persistent and embedded inequity in the distribution of NHS resources to this population. Clinical commissioners seeking to improve the quality of care of care home residents need to consider how best to provide fair access to health care for older people living in a care home, and to establish a specification for service delivery to this vulnerable population.									33	0	0	0	3	0	33			1463-4236	1477-1128		WOS:000369934500004	25939731	
J	Meeks, Suzanne; Van Haitsma, Kimberly; Mast, Benjamin T.; Arnold, Steven; Streim, Joel E.; Sephton, Sandra; Smith, Patrick J.; Kleban, Morton; Rovine, Michael				Sephton, Sandra/I-8556-2019	VanHaitsma, Kimberly/0000-0002-3727-1336; Sephton, Sandra/0000-0003-0585-0277			Psychological and social resources relate to biomarkers of allostasis in newly admitted nursing home residents								AGING & MENTAL HEALTH				20	1			88	99		10.1080/13607863.2015.1072796				JAN 2 2016	2016	Objectives: This paper presents preliminary baseline data from a prospective study of nursing home adaptation that attempts to capture the complexity of residents' adaptive resources by examining psychological, social, and biological variables from a longitudinal conceptual framework. Our emphasis was on validating an index of allostasis.Method: In a sample of 26 long-term care patients, we measured 6 hormone and protein biomarkers to capture the concept of allostasis as an index of physiological resilience, related to other baseline resources, including frailty, hope and optimism, social support, and mental health history, collected via interview with the resident and collaterals. We also examined the performance of self-report measures reflecting psychosocial and well-being constructs, given the prevalence of cognitive impairment in nursing homes.Results: Our results supported both the psychometric stability of our self-report measures, and the preliminary validity of our index of allostasis. Each biomarker was associated with at least one other resilience resource, suggesting that our choice of biomarkers was appropriate. As a group, the biomarkers showed good correspondence with the majority of other resource variables, and our standardized summation score was also associated with physical, social, and psychological resilience resources, including those reflecting physical and mental health vulnerability as well as positive resources of social support, optimism, and hope.Conclusion: Although these results are based on a small sample, the effect sizes were large enough to confer some confidence in the value of pursuing further research relating biomarkers of allostasis to psychological and physical resources and well-being.									8	0	0	0	2	0	8			1360-7863	1364-6915		WOS:000363771300012	26237175	
J	Shin, So Young								Disability Intervention Model for Older Adults with Arthritis: An Integration of Theory of Symptom Management and Disablement Process Model								ASIAN NURSING RESEARCH				8	4			241	246		10.1016/j.anr.2014.08.004				DEC 2014	2014	To evolve a management plan for rheumatoid arthritis, it is necessary to understand the patient's symptom experience and disablement process. This paper aims to introduce and critique two models as a conceptual foundation from which to construct a new model for arthritis care. A Disability Intervention Model for Older Adults with Arthritis includes three interrelated concepts of symptom experience, symptom management strategies, and symptom outcomes that correspond to the Theory of Symptom Management. These main concepts influence or are influenced by contextual factors that are situated within the domains of person, environment, and health/illness. It accepts the bidirectional, complex, dynamic interactions among all components within the model representing the comprehensive aspects of the disablement process and its interventions in older adults with rheumatoid arthritis. In spite of some limitations such as confusion or complexity within the model, the Disability Intervention Model for Older Adults with Arthritis has strengths in that it encompasses the majority of the concepts of the two models, attempts to compensate for the limitations of the two models, and aims to understand the impact of rheumatoid arthritis on a patient's physical, cognitive, and emotional health status, socioeconomic status, and well-being. Therefore, it can be utilized as a guiding theoretical framework for arthritis care and research to improve the functional status of older adults with rheumatoid arthritis. Copyright (c) 2014, Korean Society of Nursing Science. Published by Elsevier. All rights reserved.									0	1	0	0	0	2	3			1976-1317	2093-7482		WOS:000348008300001	25529905	
J	Chiem, Jean-Christophe; Van Durme, Therese; Vandendorpe, Florence; Schmitz, Olivier; Speybroeck, Niko; Ces, Sophie; Macq, Jean				Van Durme, Therese/H-7465-2019	Van Durme, Therese/0000-0003-3053-9245; Speybroeck, Niko/0000-0003-3322-3502; Vandendorpe, Florence/0000-0003-1116-7992			Expert knowledge elicitation using computer simulation: the organization of frail elderly case management as an illustration								JOURNAL OF EVALUATION IN CLINICAL PRACTICE				20	4			534	543		10.1111/jep.12101				AUG 2014	2014	Background Various elderly case management projects have been implemented in Belgium. This type of long-term health care intervention involves contextual factors and human interactions. These underlying complex mechanisms can be usefully informed with field experts' knowledge, which are hard to make explicit. However, computer simulation has been suggested as one possible method of overcoming the difficulty of articulating such elicited qualitative views.Methods A simulation model of case management was designed using an agent-based methodology, based on the initial qualitative research material. Variables and rules of interaction were formulated into a simple conceptual framework. This model has been implemented and was used as a support for a structured discussion with experts in case management.Results The rigorous formulation provided by the agent-based methodology clarified the descriptions of the interventions and the problems encountered regarding:1 the diverse network topologies of health care actors in the project;2 the adaptation time required by the intervention;3 the communication between the health care actors;4 the institutional context;5 the organization of the care; and6 the role of the case manager and his or hers personal ability to interpret the informal demands of the frail older person.Conclusion The simulation model should be seen primarily as a tool for thinking and learning. A number of insights were gained as part of a valuable cognitive process. Computer simulation supporting field experts' elicitation can lead to better-informed decisions in the organization of complex health care interventions.									2	0	0	0	0	0	2			1356-1294	1365-2753		WOS:000339385300035	24299258	
J	Bragstad, Line Kildal; Kirkevold, Marit; Foss, Christina				Bragstad, Line Kildal/AAG-3095-2021	Bragstad, Line Kildal/0000-0002-9645-3770			The indispensable intermediaries: a qualitative study of informal caregivers' struggle to achieve influence at and after hospital discharge								BMC HEALTH SERVICES RESEARCH				14						331	10.1186/1472-6963-14-331				JUL 30 2014	2014	Background: The care policy and organization of the care sector is shifting to accommodate projected demographic changes and to ensure a sustainable model of health care provision in the future. Adult children and spouses are often the first to assume care giving responsibilities for older adults when declining function results in increased care needs. By introducing policies tailored to enabling family members to combine gainful employment with providing care for older relatives, the sustainability of the future care for older individuals in Norway is more explicitly placed on the family and informal caregivers than previously. Care recipients and informal caregivers are expected to take an active consumer role and participate in the care decision-making process. This paper aims to describe the informal caregivers' experiences of influencing decision-making at and after hospital discharge for home-bound older relatives.Methods: This paper reports findings from a follow-up study with an exploratory qualitative design. Qualitative telephone interviews were conducted with 19 informal caregivers of older individuals discharged from hospital in Norway. An inductive thematic content analysis was undertaken.Results: Informal caregivers take on comprehensive all-consuming roles as intermediaries between the care recipient and the health care services. In essence, the informal caregivers take the role of the active participant on behalf of their older relative. They describe extensive efforts struggling to establish dialogues with the "gatekeepers" of the health care services. Achieving the goal of the best possible care for the care recipient seem to depend on the informal caregivers having the resources to choose appropriate strategies for gaining influence over decisions.Conclusions: The care recipients' extensive frailty and increasing dependence on their families coupled with the complexity of health care services contribute to the perception of the informal caregivers' indispensable role as intermediaries. These findings accentuate the need to further discuss how frail older individuals and their informal caregivers can be supported and enabled to participate in decision-making regarding care arrangements that meet the care recipient's needs.									35	0	0	0	1	0	35				1472-6963		WOS:000339675800001	25078610	
J	Pretty, Iain A.					Pretty, Iain/0000-0001-6298-4189			The life course, care pathways and elements of vulnerability. A picture of health needs in a vulnerable population								GERODONTOLOGY				31		SI		1	8		10.1111/ger.12092			1	FEB 2014	2014	ObjectiveThis paper presents a contextual approach to the assessment of dental health needs based on a life course approach with vulnerability integrated within the assessment of need.BackgroundLife course approaches to needs assessment,health care planning and commissioning of services are gaining popularity as there is a move away from simpler assessments of need based purely on population demographics such as age. The use of an assessment of vulnerability will be essential in the development of care pathways that are based on patient and population need rather than demand.MethodsAs an example of the health needs of a vulnerable population data are presented on an oral health needs assessment within nursing and residential homes in the North West of England.FindingsThese data serve to demonstrate the challenges of the disease burden within such a population but also the complexities of commissioning and delivering services to this group of patients.ConclusionsCare pathways designed to assist such patients should consider not only prevention and treatment modalities but also the means of implementing such therapies in varying settings and utilising the whole dental team.									13	0	0	0	0	0	13			0734-0664	1741-2358		WOS:000331109200001	24446973	
J	Zaslavsky, Oleg; Cochrane, Barbara B.; Thompson, Hilaire J.; Woods, Nancy F.; Herting, Jerald R.; LaCroix, Andrea								Frailty A Review of the First Decade of Research								BIOLOGICAL RESEARCH FOR NURSING				15	4			422	432		10.1177/1099800412462866				OCT 2013	2013	Frailty is an emerging geriatric syndrome that refers to a state of increased vulnerability to adverse events including mortality, morbidity, disability, hospitalization, and nursing home admission. Despite its long conceptual and operational history in research and publications, frailty and mechanisms of frailty development are still poorly understood. In this review, we describe a number of conceptual models-reliability, allostatic load, and complexity-that have been put forward to explain the dynamic nature of frailty. We illustrate a consolidated pathophysiological model of frailty, taking into consideration the large and exponentially growing body of studies regarding predictors, indicators, and outcomes of frailty. The model addresses cellular (e.g., oxidative damage and telomere length) and systemic mechanisms (e.g., endocrinal, inflammatory, coagulatory, and metabolic deficiencies) of frailty, moderating or risk factors (e.g., ethnicity, lifestyle, and comorbidities), and outcomes (morbidity, disability, and cognitive decline). Finally, we identify the weaknesses of traditional epidemiological approaches for studying complex phenomena related to frailty and propose areas for future methodological and physiological inquiry.									51	2	0	0	17	1	53			1099-8004	1552-4175		WOS:000324395900007	23086382	
J	Metzelthin, Silke F.; Daniels, Ramon; van Rossum, Erik; Cox, Karen; Habets, Herbert; de Witte, Luc P.; Kempen, Gertrudis I. J. M.				Kempen, Gertrudis I/H-5978-2016; Kempen, Gertrudis/Y-8796-2019	Kempen, Gertrudis I/0000-0002-7053-2198; Kempen, Gertrudis/0000-0002-7053-2198; de Witte, Luc/0000-0002-3013-2640			A nurse-led interdisciplinary primary care approach to prevent disability among community-dwelling frail older people: A large-scale process evaluation								INTERNATIONAL JOURNAL OF NURSING STUDIES				50	9	SI		1184	1196		10.1016/j.ijnurstu.2012.12.016				SEP 2013	2013	Background: The complex healthcare needs of frail older people and their increased risk of disability require an integrated and proactive approach. In the Netherlands, an interdisciplinary primary care approach has recently been developed, involving individualized assessment and interventions (tailor-made care), case management and long-term follow-up. The practice nurse as part of a general practice is case manager and plans, organizes and monitors the care process and facilitates cooperation between professionals. The approach has shown positive indications regarding its feasibility in a small pilot, but its implementation on a large scale had not hitherto been investigated.Objectives: To examine the extent to which the interdisciplinary care approach is implemented as planned and to gain insight into healthcare professionals' and frail older people's experiences regarding the benefits, burden, stimulating factors and barriers.Design: A process evaluation was conducted using a mixed methods design.Settings: Six GP practices in the south of the Netherlands.Participants: Practice nurses (n = 7), GPs (n = 12), occupational therapists (n = 6) and physical therapists (n = 20) participated in the process evaluation. Furthermore, 194 community-dwelling frail older people (>= 70 years) were included using the Groningen Frailty Indicator. People who were terminally ill, were confined to bed, had severe cognitive or psychological impairments or were unable to communicate in Dutch were excluded.Methods: Quantitative data (logbooks and evaluation forms) were collected from all the participating frail older people and 13 semi-structured interviews with a selection of them were conducted. In addition, data from healthcare professionals were collected through 12 semi-structured interviews and four focus group discussions.Results: Although some parts of the protocol were insufficiently executed, healthcare professionals and frail older people were satisfied with the care approach, as it provided a useful structure for the delivery of geriatric primary care and increased the attention to preventive treatment. Frail older people felt acknowledged by healthcare professionals and experienced support in handling their problems and fulfilling their wishes.Conclusions: The findings of the study revealed several positive aspects of the interdisciplinary primary care approach. Given its complexity, the implementation of the nurse-led interdisciplinary care approach is challenging and some parts of the protocol need special attention. (C) 2013 Elsevier Ltd. All rights reserved.									45	2	0	0	6	1	47			0020-7489	1873-491X		WOS:000322938400006	23384696	
J	Elbourne, Heather Fillmore; Hominick, Kathryn; Mallery, Laurie; Rockwood, Kenneth				Rockwood, Kenneth/AAD-8951-2019				Characteristics of Patients Described as Sub-acute in an Acute Care Hospital								CANADIAN JOURNAL ON AGING-REVUE CANADIENNE DU VIEILLISSEMENT				32	2			203	208		10.1017/S0714980813000214				2013	2013	Frail older patients suffer from multiple, complex needs that often go unmet in an acute care setting. Failure to recognize the geriatric giants in frail older adults is resulting in the misclassification of this population. This study investigated "sub-acute" frail, older-adult in-patients in a tertiary care teaching hospital. Although identified as being no longer acutely ill, all participants (n = 62) required active medical and/or nursing care. Frail older patients, often acutely ill, were being misclassified as sub-acute when the acuity of their illness went unrecognized which resulted in equally unrecognized disease presentations. The majority of participants wished to be cared for at or closer to home. The lack of post-acute-care service within our health care system and risk aversion on the part of hospital staff resulted in lengthy hospital stays and/or in patients being funneled into existing services (nursing homes) against their desire to go home.									6	3	0	0	1	0	9			0714-9808	1710-1107		WOS:000320696900008	23721760	
J	Cummings, Greta G.; Reid, R. Colin; Estabrooks, Carole A.; Norton, Peter G.; Cummings, Garnet E.; Rowe, Brian H.; Abel, Stephanie L.; Bissell, Laura; Bottorff, Joan L.; Robinson, Carole A.; Wagg, Adrian; Lee, Jacques S.; Lynch, Susan L.; Masaoud, Elmabrok				Bottorff, Joan L./AAV-9905-2020; Cummings, Greta G/B-4121-2009; Bottorff, Joan L./A-6420-2018; Estabrooks, Carole A/A-3423-2009; Masaoud, Elmabrok/A-7679-2017	Bottorff, Joan L./0000-0001-9724-5351; Cummings, Greta G/0000-0002-0668-6176; Estabrooks, Carole A/0000-0002-4753-6510; Masaoud, Elmabrok/0000-0002-2591-3135; Lee, Jacques/0000-0002-9143-6285			Older Persons' Transitions in Care (OPTIC): a study protocol								BMC GERIATRICS				12						75	10.1186/1471-2318-12-75				DEC 14 2012	2012	Background: Changes in health status, triggered by events such as infections, falls, and geriatric syndromes, are common among nursing home (NH) residents and necessitate transitions between NHs and Emergency Departments (EDs). During transitions, residents frequently experience care that is delayed, unnecessary, not evidence-based, potentially unsafe, and fragmented. Furthermore, a high proportion of residents and their family caregivers report substantial unmet needs during transitions. This study is part of a program of research whose overall aim is to improve quality of care for frail older adults who reside in NHs. The purpose of this study is to identify successful transitions from multiple perspectives and to identify organizational and individual factors related to transition success, in order to inform improvements in care for frail elderly NH residents during transitions to and from acute care. Specific objectives are to:1. define successful and unsuccessful elements of transitions from multiple perspectives;2. develop and test a practical tool to assess transition success;3. assess transition processes in a discrete set of transfers in two study sites over a one year period;4. assess the influence of organizational factors in key practice locations, e.g., NHs, emergency medical services (EMS), and EDs, on transition success;and 5. identify opportunities for evidence-informed management and quality improvement decisions related to the management of NH - ED transitions.Methods/Design: This is a mixed-methods observational study incorporating an integrated knowledge translation (IKT) approach. It uses data from multiple levels (facility, care unit, individual) and sources (healthcare providers, residents, health records, and administrative databases).Discussion: Key to study success is operationalizing the IKT approach by using a partnership model in which the OPTIC governance structure provides for team decision-makers and researchers to participate equally in developing study goals, design, data collection, analysis and implications of findings. As preliminary and ongoing study findings are developed, their implications for practice and policy in study settings will be discussed by the research team and shared with study site administrators and staff. The study is designed to investigate the complexities of transitions and to enhance the potential for successful and sustained improvement of these transitions.									10	0	0	0	0	0	10			1471-2318			WOS:000315579200001	23241360	
J	Wang, Henry E.; Shah, Manish N.; Allman, Richard M.; Kilgore, Meredith				Allman, Richard M./O-1693-2019	Allman, Richard M./0000-0002-1850-6515; Shah, Manish/0000-0001-6331-1074			Emergency Department Visits by Nursing Home Residents in the United States								JOURNAL OF THE AMERICAN GERIATRICS SOCIETY				59	10			1864	1872		10.1111/j.1532-5415.2011.03587.x				OCT 2011	2011	OBJECTIVES: To characterize emergency department (ED) use by nursing home residents in the United States.DESIGN: Analysis of the National Hospital Ambulatory Medical Care Survey.SETTING: U. S. EDs from 2005 to 2008.PARTICIPANTS: Individuals visiting U. S. EDs stratified according to nursing home residency.MEASUREMENTS: All ED visits by nursing home residents were identified. The demographic and clinical characteristics and ED resource utilization, length of stay, and outcomes of nursing home residents and nonresidents were compared.RESULTS: During 2005 to 2008, nursing home residents accounted for 9,104,735 of 475,077,828 U. S. ED visits (1.9%; 95% confidence interval (CI) = 1.8-2.1%). The annualized number of ED visits by nursing home residents was 2,276,184. Most nursing home residents were older (mean age 76.7, 95% CI = 75.8-77.5), female (63.3%), and non-Hispanic white (74.8%). Nursing home residents were more likely to have been discharged from the hospital in the prior 7 days (adjusted odds ratio (aOR = 1.4, 95% CI = 1.1-1.9), to present with fever (aOR = 1.9, 95% CI = 1.5-2.4) or hypotension (systolic blood pressure <= 90 mmHg, aOR = 1.8, 95% CI = 1.5-2.2), and to receive diagnostic tests (OR = 1.9, 95% CI = 1.6-2.2), imaging (OR = 1.5, 95% CI = 1.3-1.7), or procedures (OR = 1.6, 95% CI = 1.4-1.7) in the ED. Almost half of nursing home residents visiting the ED were admitted to the hospital. Nursing home residents were more likely to be admitted to the hospital (aOR = 1.8, 95% CI = 1.6-2.0) and to die (aOR = 2.3, 95% CI = 1.6-3.3).CONCLUSION: Nursing home residents account for more than 2.2 million ED visits annually in the United States. Nursing home residents have greater medical acuity and complexity. These observations highlight the national challenges of organizing and delivering ED care to nursing home residents in the United States. J Am Geriatr Soc 59:1864-1872, 2011.									82	1	0	0	12	1	83			0002-8614	1532-5415		WOS:000296449300011	22091500	
J	Popejoy, Lori L.								Complexity of Family Caregiving and Discharge Planning								JOURNAL OF FAMILY NURSING				17	1			61	81		10.1177/1074840710394855				FEB 2011	2011	Older adults and their family caregivers face numerous decisions about hospital discharge, including where they will go and how they will receive care. Older adults who account for nearly 37% of all hospital discharges often need care and support of family members at the time of hospital discharge. This study examines decisions made by hospitalized older adults, families, and health care team members (HCTMs) about hospital discharge. The sample included older adults (n = 13, average age 84), family members (n = 12, average age 71), and HCTMs (n = 7, average age 47). Findings revealed the complexity of hospital discharge planning for older adults through five themes as follows: (a) home, (b) staying independent, (c) "advocating for them," (d) deciding what to tell, and (e) changing the plan.									24	0	0	0	0	0	24			1074-8407	1552-549X		WOS:000287587000004	21343622	
