PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Bleijenberg, Nienke; ten Dam, Valerie H.; Drubbel, Irene; Numans, Mattijs E.; de Wit, Niek J.; Schuurmans, Marieke J.								Treatment Fidelity of an Evidence-Based Nurse-Led Intervention in a Proactive Primary Care Program for Older People								WORLDVIEWS ON EVIDENCE-BASED NURSING				13	1	SI		75	84		10.1111/wvn.12151				FEB 2016	2016	BackgroundIn a large randomized trial, Utrecht PROactive Frailty Intervention Trial (U-PROFIT), we evaluated the effectiveness of an integrated program on the preservation of daily functioning in older people in primary care that consisted of a frailty identification tool and a multicomponent nurse-led care program. Examination of treatment fidelity is critical to successful translation of evidence-based interventions into practice.AimsTo assess treatment delivery, dose and content of nursing care delivered within the nurse-led care program, and to explore if the delivery may have influenced the trial results.MethodsA mixed-methods study was conducted. Type and dose of nursing care were collected during the trial. Shortly after the trial, a focus group with nurses was conducted to explore reasons for the observed differences between the type and dose of nursing care delivered.ResultsA total of 835 older persons were included in the nurse-led care program. The mean age was 75 years, 64% were female and 53.5% were living alone. The most frequent self-reported conditions were loneliness (60.8%) and cognitive problems (59.4%). One-third of the patients with a geriatric condition received an additional assessment (e.g., Mini-Mental State Examination), and the majority of these patients received at least one nurse intervention (>85%). Most nursing care was delivered to patients at risk of falling and to those with urinary incontinence. Patients with nutrition problems seldom received nursing interventions. The nurses explained that differences in type and dose were influenced by the preference of the patient, the type of geriatric problem, and the time required to apply a nurse intervention.Linking Evidence to ActionAll intervention components were delivered; however, differences were observed in the type and dose of nursing care delivered across geriatric conditions. The findings better explain the treatment fidelity and suggest that there is room for improvement that may result in more beneficial patient outcomes.									8	0	0	0	0	0	8			1545-102X	1741-6787		WOS:000370483100010	26873373	
J	Morgan, Brianna; Tarbi, Elise								THE ROLE OF THE ADVANCED PRACTICE NURSE IN GERIATRIC ONCOLOGY CARE								SEMINARS IN ONCOLOGY NURSING				32	1			33	43		10.1016/j.soncn.2015.11.005				FEB 2016	2016	OBJECTIVES: To describe how the Advanced Practice Nurse (APN) is uniquely suited to meet the needs of older adults throughout the continuum of cancer, to explore the progress that APNs have made in gero-oncology care, and make suggestions for future directions.DATA SOURCE: Google Scholar, PubMed, and CINAHL. Search terms included: "gero-oncology," "geriatric oncology," "Advanced Practice Nurse," "Nurse Practitioner," "older adult," "elderly," and "cancer."CONCLUSION: Over the last decade, APNs have made advances in caring for older adults with cancer by playing a role in prevention, screening, and diagnosis; through evidence-based gero-oncology care during cancer treatment; and in designing tailored survivorship care models. APNs must combat ageism in treatment choice for older adults, standardize comprehensive geriatric assessments, and focus on providing person-centered care, specifically during care transitions.IMPLICATIONS FOR NURSING PRACTICE: APNs are well-positioned to help understand the complex relationship between risk factors, geriatric syndromes, and frailty and translate research into practice. Palliative care must expand beyond specialty providers and shift toward APNs with a focus on early advanced care planning. Finally, APNs should continue to establish multidisciplinary survivorship models across care settings, with a focus on primary care.									12	1	0	0	1	1	14			0749-2081	1878-3449		WOS:000418788400005	26830266	
J	Izumi, Shigeko (Seiko); Van Son, Catherine					Izumi, Seiko/0000-0002-9488-9458			"I Didn't Know He Was Dying'' Missed Opportunities for Making End-of-Life Care Decisions for Older Family Members								JOURNAL OF HOSPICE & PALLIATIVE NURSING				18	1			74	81		10.1097/NJH.0000000000000215				FEB 2016	2016	Research is limited on end-of-life care decision-making for older adults with chronic conditions whose end-of-life trajectory is difficult to predict because of their complex and frail condition. Semistructured interviews were conducted with family members of 22 deceased older adults to explore their experiences with end-of-life decision-making with/for their loved ones. Participants did not identify a specific time they made an end-of-life care decision as they did not know the older adult was at the end of life, health care providers did not ask them to make a decision, or they had to make forced decisions, and subsequently they experienced regret about the end-of-life care their family member received. End-of-life care decisions were dependent on the awareness of approaching death by participants, their loved ones, and health care providers. Health care providers being aware of the possibility of approaching death and assisting family members to make decisions that would honor the older adult's preference by explaining possible care options and what each care options would mean to them are key to providing quality end-of-life care for these individuals.									3	0	0	0	0	0	3			1522-2179	1539-0705		WOS:000368592400004		
J	Bing-Jonsson, Pia Cecilie; Hofoss, Dag; Kirkevold, Marit; Bjork, Ida Torunn; Foss, Christina								Sufficient competence in community elderly care? Results from a competence measurement of nursing staff								BMC NURSING				15						5	10.1186/s12912-016-0124-z				JAN 14 2016	2016	Background: Multi-morbidity, poly-pharmacy and cognitive impairment leave many old patients in a frail condition with a high risk of adverse outcomes if proper health care is not provided. Knowledge about available competence is necessary to evaluate whether we are able to offer equitable and balanced health care to older persons with acute and/ or complex health care needs. This study investigates the sufficiency of nursing staff competence in Norwegian community elderly care.Methods: We conducted a cross-sectional survey of 1016 nursing staff in nursing homes and home care services with the instrument "Nursing Older People - Competence Evaluation Tool". Statistical analyses were ANOVA and multiple regression.Results: We found that nursing staff have competence in all areas measured, but that the level of competence was insufficient in the areas nursing measures, advanced procedures, and nursing documentation. Nursing staff in nursing homes scored higher than staff in home care services, and older nursing staff scored lower than younger nursing staff.Conclusions: A reason for the relatively low influence of education and training on competence could be the diffuse roles that nursing staff have in community elderly care, implying that they have poor standards against which to judge their own competence. Clearer role descriptions for all groups of nursing staff are recommended as well as general competence development in geriatric nursing care.									47	0	0	0	1	0	47			1472-6955			WOS:000377514400002	26778919	
J	Meeks, Suzanne; Van Haitsma, Kimberly; Mast, Benjamin T.; Arnold, Steven; Streim, Joel E.; Sephton, Sandra; Smith, Patrick J.; Kleban, Morton; Rovine, Michael				Sephton, Sandra/I-8556-2019	VanHaitsma, Kimberly/0000-0002-3727-1336; Sephton, Sandra/0000-0003-0585-0277			Psychological and social resources relate to biomarkers of allostasis in newly admitted nursing home residents								AGING & MENTAL HEALTH				20	1			88	99		10.1080/13607863.2015.1072796				JAN 2 2016	2016	Objectives: This paper presents preliminary baseline data from a prospective study of nursing home adaptation that attempts to capture the complexity of residents' adaptive resources by examining psychological, social, and biological variables from a longitudinal conceptual framework. Our emphasis was on validating an index of allostasis.Method: In a sample of 26 long-term care patients, we measured 6 hormone and protein biomarkers to capture the concept of allostasis as an index of physiological resilience, related to other baseline resources, including frailty, hope and optimism, social support, and mental health history, collected via interview with the resident and collaterals. We also examined the performance of self-report measures reflecting psychosocial and well-being constructs, given the prevalence of cognitive impairment in nursing homes.Results: Our results supported both the psychometric stability of our self-report measures, and the preliminary validity of our index of allostasis. Each biomarker was associated with at least one other resilience resource, suggesting that our choice of biomarkers was appropriate. As a group, the biomarkers showed good correspondence with the majority of other resource variables, and our standardized summation score was also associated with physical, social, and psychological resilience resources, including those reflecting physical and mental health vulnerability as well as positive resources of social support, optimism, and hope.Conclusion: Although these results are based on a small sample, the effect sizes were large enough to confer some confidence in the value of pursuing further research relating biomarkers of allostasis to psychological and physical resources and well-being.									8	0	0	0	2	0	8			1360-7863	1364-6915		WOS:000363771300012	26237175	
J	Taube, Elin; Kristensson, Jimmie; Sandberg, Magnus; Midlov, Patrik; Jakobsson, Ulf				Sandberg, Magnus/E-7608-2014; Midlov, Patrik/L-8201-2015	Sandberg, Magnus/0000-0002-8915-8730; Midlov, Patrik/0000-0002-5871-8731			Loneliness and health care consumption among older people								SCANDINAVIAN JOURNAL OF CARING SCIENCES				29	3			435	443		10.1111/scs.12147				SEP 2015	2015	Few studies have investigated loneliness in relation to health care consumption among frail older people. The aim of this study was to examine loneliness, health-related quality of life (HRQoL), and health complaints in relation to health care consumption of in- and outpatient care among frail older people living at home. The study, with a cross-sectional design, comprised a sample of 153 respondents aged from 65years (mean age 81.5years) or older, who lived at home and were frail. Data was collected utilising structured interviews in the respondent's home assessing demographic data, loneliness, HRQoL and health complaints. Patient administrative registers were used to collect data on health care consumption. Loneliness was the dependent variable in the majority of the analyses and dichotomised. For group comparisons Students t-test, Mann-Whitney U-test and Chi-square test were used. The results showed that 60% of the respondents had experienced loneliness during the previous year, at least occasionally. The study identified that lonely respondents had a lower HRQoL (p=0.022), with a higher total number of reported health complaints (p=0.001), and used more outpatient services including more acute visits at the emergency department, compared to not lonely respondents (p=0.026). Multiple linear regression analysis showed that a depressed mood was independently associated to total use of outpatient care (B=7.4, p<0.001). Therefore, it might not be loneliness, per se, that is the reason for seeking health care. However, reasons for using health care services are difficult to determine due to the complex situation for the frail older person. To avoid emergency department visits and to benefit the well-being of the frail older person, interventions targeting the complex health situation, including loneliness, are suggested.									33	2	0	0	3	2	37			0283-9318	1471-6712		WOS:000359867700005	24826811	
J	Ettema, Roelof; Schuurmans, Marieke J.; Schutijser, Bernadette; van Baar, Mark; Kamphof, Nicole; Kalkman, Cor J.				Kalkman, Cor/O-3215-2019	Kalkman, Cor/0000-0002-8372-6960			Feasibility of a nursing intervention to prepare frail older patients for cardiac surgery: A mixed-methods study								EUROPEAN JOURNAL OF CARDIOVASCULAR NURSING				14	4			342	351		10.1177/1474515114535511				AUG 2015	2015	Background: Given the growing number of vulnerable, older cardiac surgery patients, the preadmission PREvention Decline in Older Cardiac Surgery patients (PREDOCS) programme was developed to reduce the incidence of postoperative complications. Before the clinical effects of such a complex multicomponent intervention can be evaluated, the feasibility needs to be determined to detect possible problems with the acceptability, compliance and delivery.Aim: The purpose of this study was to test the PREDOCS programme on its feasibility and estimate theoretical cost savings.Methods: In a mixed-methods multicentre study, the Medical Research Council (MRC) guidelines concerning testing feasibility were followed, and theoretical cost savings were calculated. We used data from interviews and the continuous data registry at three hospitals. The results were reported following the criteria for reporting the feasibility of complex interventions (CReDECI).Results: Twenty-one females and 49 males out of 114 eligible patients completed the intervention and provided full data. Patients were equally satisfied with the usual care and the PREDOCS programme (satisfaction rate respectively standard deviation (SD): 7.5 (95% confidence interval (CI): 6.4-8.7) and 7.6 (6.6-8.6)). The involved nurses were satisfied with the tools for guiding patients to reduce their risk of postoperative complications and considered the PREDOCS programme as complementary to usual care. Integrating PREDOCS into current hospital structures appeared to be difficult. Both patients and nurses indicated that the additional consult was tiresome for the patient. The PREDOCS programme will be cost-effective when postoperative complications are prevented in six to sixteen of 1000 cardiac surgery patients.Conclusions: The PREDOCS programme is acceptable for patients and nurses but should be built into the hospital's cardiac surgery pathway or applied in home care.									4	1	0	0	1	0	4			1474-5151	1873-1953		WOS:000357949600009	24821716	
J	Stokes, Jonathan; Panagioti, Maria; Alam, Rahul; Checkland, Kath; Cheraghi-Sohi, Sudeh; Bower, Peter				Bower, Peter/A-1508-2011; Checkland, Kath/G-8442-2014	Bower, Peter/0000-0001-9558-3349; Panagioti, Maria/0000-0002-7153-5745; Stokes, Jonathan/0000-0002-3266-1474; Checkland, Kath/0000-0002-9961-5317			Effectiveness of Case Management for 'At Risk' Patients in Primary Care: A Systematic Review and Meta-Analysis								PLOS ONE				10	7					e0132340	10.1371/journal.pone.0132340				JUL 17 2015	2015	BackgroundAn ageing population with multimorbidity is putting pressure on health systems. A popular method of managing this pressure is identification of patients in primary care 'at-risk' of hospitalisation, and delivering case management to improve outcomes and avoid admissions. However, the effectiveness of this model has not been subjected to rigorous quantitative synthesis.Methods and FindingsWe carried out a systematic review and meta-analysis of the effectiveness of case management for 'at-risk' patients in primary care. Six bibliographic databases were searched using terms for 'case management', 'primary care', and a methodology filter (Cochrane EPOC group). Effectiveness compared to usual care was measured across a number of relevant outcomes: Health - self-assessed health status, mortality; Cost - total cost of care, healthcare utilisation (primary and non-specialist care and secondary care separately), and; Satisfaction - patient satisfaction. We conducted secondary subgroup analyses to assess whether effectiveness was moderated by the particular model of case management, context, and study design. A total of 15,327 titles and abstracts were screened, 36 unique studies were included. Meta-analyses showed no significant differences in total cost, mortality, utilisation of primary or secondary care. A very small significant effect favouring case management was found for self-reported health status in the short-term (0.07, 95% CI 0.00 to 0.14). A small significant effect favouring case management was found for patient satisfaction in the short- (0.26, 0.16 to 0.36) and long-term (0.35, 0.04 to 0.66). Secondary subgroup analyses suggested the effectiveness of case management may be increased when delivered by a multidisciplinary team, when a social worker was involved, and when delivered in a setting rated as low in initial 'strength' of primary care.ConclusionsThis was the first meta-analytic review which examined the effects of case management on a wide range of outcomes and considered also the effects of key moderators. Current results do not support case management as an effective model, especially concerning reduction of secondary care use or total costs. We consider reasons for lack of effect and highlight key research questions for the future.									73	3	0	0	9	1	76			1932-6203			WOS:000358198700038	26186598	
J	Frank, Christopher; Wilson, C. Ruth								Models of primary care for frail patients								CANADIAN FAMILY PHYSICIAN				61	7			601	606						JUL 2015	2015	Objective To discuss models of care for frail seniors provided in primary care settings and those developed by Canadian FPs.Sources of information Ovid MEDLINE and the Cochrane database were searched from 2010 to January 2014 using the terms models of care, family medicine, elderly, and geriatrics.Main message New models of funding for primary care have opened opportunities for ways of caring for complex frail older patients. Severity of frailty is an important factor, and more severe frailty should prompt consideration of using an alternate model of care for a senior. In Canada, models in use include integrated care systems, shared care models, home-based care models, and family medicine specialty clinics. No one model should take precedence but FPs should be involved in developing and implementing strategies that meet the needs of individual patients and communities. Organizational and remunerative supports will need to be put in place to achieve widespread uptake of such models.Conclusion Given the increased numbers of frail seniors and the decrease in access to hospital beds, prioritized care models should include ones focused on optimizing health, decreasing frailty, and helping to avoid hospitalization of frail and well seniors alike. The Health Care of the Elderly Program Committee at the College of Family Physicians of Canada is hosting a repository for models of care used by FPs and is asking physicians to submit their ideas for how to best care for frail seniors.									14	0	0	0	0	0	14			0008-350X	1715-5258		WOS:000360988200019	26380850	
J	Tabue-Teguo, Maturin; Kelaiditi, Eirini; Demougeot, Laurent; Dartigues, Jean-Francois; Vellas, Bruno; Cesari, Matteo				TABUE-TEGUO, Maturin/T-5464-2019; DARTIGUES, Jean Francois/T-4513-2019; Cesari, Matteo/A-4649-2008	Cesari, Matteo/0000-0002-0348-3664			Frailty Index and Mortality in Nursing Home Residents in France: Results From the INCUR Study								JOURNAL OF THE AMERICAN MEDICAL DIRECTORS ASSOCIATION				16	7			603	606		10.1016/j.jamda.2015.02.002				JUL 1 2015	2015	Objective: The objective of this study was to examine whether the capacity of an age-related deficit accumulation index (the so-called Frailty Index [FI] proposed by Rockwood) to predict mortality in a nursing home population.Design, Setting, and Participants: Data are from a longitudinal cohort study (ie, the Incidence of pNeumonia and related ConseqUences in nursing home Residents [INCUR]) of 773 older persons (74.4% women) living in 13 French nursing homes.Measurements: The FI was computed as the ratio between actual and 30 potential deficits the participant might have presented at the baseline visit (range between 0 [no deficit] and 1 [30 deficits]). Death events were monitored and detected over a 12-month follow-up. The risk of death was estimated using Cox proportional hazards models.Results: Mean age of participants was 86.2 (SD 7.5) years, with a mean FI of 0.35 (SD 0.11). At the end of the follow-up, 135 (17.4%) death events were recorded. A positive association between the FI and mortality (per 0.01 FI increment: age- and gender-adjusted hazard ratio 1.018, 95% confidence interval 1.002-1.035, P = .03) was reported. The use of the traditional 0.25 cut-point for detecting the frailty status is inadequate in this population.Conclusion: The FI is able to predict mortality even in very old and complex elders, such as nursing home residents. (C) 2015 AMDA - The Society for Post-Acute and Long-Term Care Medicine.									44	0	0	0	13	0	44			1525-8610	1538-9375		WOS:000356616200012	25769962	
J	Berglund, Helene; Hasson, Henna; Kjellgren, Karin; Wilhelmson, Katarina					Berglund, Helene/0000-0003-0795-6147			Effects of a continuum of care intervention on frail older persons' life satisfaction: a randomized controlled study								JOURNAL OF CLINICAL NURSING				24	7-8			1079	1090		10.1111/jocn.12699				APR 2015	2015	Aims and objectivesThe aim of this study was to analyse effects of a comprehensive continuum of care (intervention group) on frail older persons' life satisfaction, as compared to those receiving usual care (control group). The intervention included geriatric assessment, case management, interprofessional collaboration, support for relatives and organising of care-planning meetings in older persons' own homes.BackgroundImprovements in older persons' subjective well-being have been shown in studies including care planning and coordination by a case manager. However, effects of more complex continuum of care interventions on frail older persons' life satisfaction are not well explored.DesignRandomised controlled study.MethodsThe validated LiSat-11 scale was used in face-to-face interviews to assess older persons' life satisfaction at baseline and at three, six and 12months after the baseline. The odds ratio for improving or maintaining satisfaction was compared for intervention and control groups from baseline to three-month, three- to six-month as well as six- to 12-month follow-ups.ResultsOlder persons who received the intervention were more likely to improve or maintain satisfaction than those who received usual care, between 6 and 12month follow-ups, for satisfaction regarding functional capacity, psychological health and financial situation.ConclusionsA comprehensive continuum of care intervention comprising several components had a positive effect on frail older persons' satisfaction with functional capacity, psychological health and financial situation.Relevance to clinical practiceFrail older persons represent a great proportion of the persons in need of support from the health care system. Health care professionals need to consider continuum of care interventions' impact on life satisfaction. As life satisfaction is an essential part of older persons' well-being, we propose that policy makers and managers promote comprehensive continuum of care solutions.									13	1	0	0	2	1	15			0962-1067	1365-2702		WOS:000351633800019	25293644	
J	Estabrooks, Carole A.; Squires, Janet E.; Carleton, Heather L.; Cummings, Greta G.; Norton, Peter G.				Cummings, Greta G/B-4121-2009	Cummings, Greta G/0000-0002-0668-6176			Who is Looking After Mom and Dad? Unregulated Workers in Canadian Long-Term Care Homes								CANADIAN JOURNAL ON AGING-REVUE CANADIENNE DU VIEILLISSEMENT				34	1			47	59		10.1017/S0714980814000506				MAR 2015	2015	Older adults living in residential long-term care or nursing homes have increasingly complex needs, including more dementia than in the past, yet we know little about the unregulated workforce providing care. We surveyed 1,381 care aides in a representative sample of 30 urban nursing homes in the three Canadian Prairie provinces and report demographic, health and well-being, and work-related characteristics. Over 50 per cent of respondents were not born in Canada and did not speak English as their first language. They reported moderately high levels of burnout and a strong sense of their work's worth. Few respondents reported attending educational sessions. This direct caregiver workforce is poorly understood, has limited training or standards for minimum education, and training varies widely across provinces. Workplace characteristics affecting care aides reflect factors that precipitate burnout in allied health professions, with implications for quality of care, staff health, and staff retention.									58	0	0	0	1	1	58			0714-9808	1710-1107		WOS:000349102000005	25525838	
J	Singh, Inderpal; Morgan, Karen; Belludi, Gagan; Verma, Ajit; Aithal, Sridhar					Singh, Inderpal/0000-0002-1511-2668			Does nurses' education reduce their work-related stress in the care of older people?								JOURNAL OF CLINICAL GERONTOLOGY & GERIATRICS				6	1			34	37		10.1016/j.jcgg.2014.09.003				MAR 2015	2015	Background: High stress levels have been reported among nurses from various backgrounds. It is challenging to nurse frail older people in hospitals, and a lack of appropriate knowledge of geriatric giants can result in work-related stress. Sources of stress and coping mechanisms have been studied, but the impact of intervention with regular teaching sessions at the ward level is unclear.Aims: This work aims to find out the prevalence of work-related stress level in care of the elderly wards and also to find out whether improvement in the knowledge of common problems (geriatric giants) in older people would help alleviate the stress level in our study group.Methods: All nurses in the two care of the elderly wards were enrolled for the study. Teaching on understanding and management of delirium, dementia, malnutrition, incontinence, pressure sores, postural instability, and falls was delivered twice per week for 6 consecutive weeks. The teaching cycle of 6 weeks was repeated two more times to cover night shifts and leaves. This was done to ensure that each staff member has attended at least one teaching session on each of the six topics over 18 weeks.Results: Stress levels among staff members were measured using a validated scale, the Expanded Nursing Stress Scale, at the beginning and end of these 18 weeks.Conclusion: Although the mean overall stress scores were lower after the teaching, this was not statistically significant. However, subanalyses showed significant reduction in stress from their routine workload in managing complex and frail older people. Copyright (C) 2014, Asia Pacific League of Clinical Gerontology & Geriatrics.									9	0	0	0	1	0	9			2210-8335	2210-8343		WOS:000215855300007		
S	Briggs, Marion C. E.; McElhaney, Janet E.						Theou, O; Rockwood, K		Frailty and Interprofessional Collaboration								FRAILTY IN AGING: BIOLOGICAL, CLINICAL AND SOCIAL IMPLICATIONS		Interdisciplinary Topics in Gerontology and Geriatrics		41				121	136		10.1159/000381204	10.1159/978-3-318-05457-6			2015	2015	This chapter underscores the importance of interprofessional collaboration in the care of frail older patients. Hospital-based care is emphasized because interprofessionalism is difficult in that setting since the setting is constantly changing and since multiple healthcare professionals care for many complex, very ill patients, only some of whom are frail older people. Interprofessionalism is particularly important and challenging in teaching units in the acute care setting, where many health professionals practice and learn together and team membership changes frequently. Learning is enhanced and interprofessionalism can enhance learning by viewing the patient as a key part of the teaching team. While 'best practice' interventions have been identified for frail older adults who are hospitalized, these interventions are not easily implemented in routine hospital care. Three interdependent processes in clinical practice - representation, sense-making, and improvisation - are described, which contribute to an understanding of how practices change when implemented in a way that takes the local context into account and keeps person-centered care as the central consideration. (C) 2015 S. Karger AG, Basel									3	0	0	0	0	0	3			2297-3508		978-3-318-05457-6; 978-3-318-05456-9	WOS:000387950900012	26301985	
J	Tocchi, Christine								Frailty in Older Adults: An Evolutionary Concept Analysis								RESEARCH AND THEORY FOR NURSING PRACTICE				29	1			66	84		10.1891/1541-6577.29.1.66				2015	2015	The term frailty is often used to describe a subset of the older population with complex health issues. It is associated with dependence, disability, increased health care use, and mortality. An emergent problem is the lack of consensus as to the etiology and definition of frailty. The purpose of this concept analysis is to clarify the concept of frailty in the context of older adults and propose a definition of frailty that may be relevant to identification of frail older adults. The results from this analysis conclude frailty in older adults is a tenuous state of health that is the result of the complex interplay of physiological, psychosocial, and environmental stressors that increases an older adult's susceptibility to adverse health outcomes.									9	0	0	0	0	0	9			1541-6577	1945-7286		WOS:000356019400007	25799697	
J	Shin, So Young								Disability Intervention Model for Older Adults with Arthritis: An Integration of Theory of Symptom Management and Disablement Process Model								ASIAN NURSING RESEARCH				8	4			241	246		10.1016/j.anr.2014.08.004				DEC 2014	2014	To evolve a management plan for rheumatoid arthritis, it is necessary to understand the patient's symptom experience and disablement process. This paper aims to introduce and critique two models as a conceptual foundation from which to construct a new model for arthritis care. A Disability Intervention Model for Older Adults with Arthritis includes three interrelated concepts of symptom experience, symptom management strategies, and symptom outcomes that correspond to the Theory of Symptom Management. These main concepts influence or are influenced by contextual factors that are situated within the domains of person, environment, and health/illness. It accepts the bidirectional, complex, dynamic interactions among all components within the model representing the comprehensive aspects of the disablement process and its interventions in older adults with rheumatoid arthritis. In spite of some limitations such as confusion or complexity within the model, the Disability Intervention Model for Older Adults with Arthritis has strengths in that it encompasses the majority of the concepts of the two models, attempts to compensate for the limitations of the two models, and aims to understand the impact of rheumatoid arthritis on a patient's physical, cognitive, and emotional health status, socioeconomic status, and well-being. Therefore, it can be utilized as a guiding theoretical framework for arthritis care and research to improve the functional status of older adults with rheumatoid arthritis. Copyright (c) 2014, Korean Society of Nursing Science. Published by Elsevier. All rights reserved.									0	1	0	0	0	2	3			1976-1317	2093-7482		WOS:000348008300001	25529905	
J	Ettema, Roelof G. A.; Hoogendoorn, Marga E.; Kalkman, Cor J.; Schuurmans, Marieke J.				Kalkman, Cor/O-3215-2019	Kalkman, Cor/0000-0002-8372-6960			Development of a nursing intervention to prepare frail older patients for cardiac surgery (the PREDOCS programme), following phase one of the guidelines of the Medical Research Council								EUROPEAN JOURNAL OF CARDIOVASCULAR NURSING				13	6			494	505		10.1177/1474515113511715				DEC 2014	2014	Background: In older patients undergoing elective cardiac surgery, the timely identification and preparation of patients at risk for frequent postoperative hospital complications provide opportunities to reduce the risk of these complications.Aims: We developed an evidence-based, multi-component nursing intervention (Prevention of Decline in Older Cardiac Surgery Patients; the PREDOCS programme) for application in the preadmission period to improve patients' physical and psychosocial condition to reduce their risk of postoperative complications. This paper describes in detail the process used to design and develop this multi-component intervention.Methods: In a team of researchers, experts, cardiac surgeons, registered cardiac surgery nurses, and patients, the revised guidelines for developing and evaluating complex interventions of the Medical Research Council (MRC) were followed, including identifying existing evidence, identifying and developing theory and modelling the process and outcomes. Additionally, the criteria for reporting the development of complex interventions in healthcare (CReDECI) were followed.Results: The intervention is administered during a consultation by the nurse two to four weeks before the surgery procedure. The consultation includes three parts: a general part for all patients, a second part in which patients with an increased risk are identified, and a third part in which selected patients are informed about how to prepare themselves for the hospital admission to reduce their risk.Conclusions: Following the MRC guidelines, an extended, stepwise, multi-method procedure was used to develop the multi-component nursing intervention to prepare older patients for cardiac surgery, creating transparency in the assumed working mechanisms. Additionally, a detailed description of the intervention is provided.									6	1	0	0	0	1	6			1474-5151	1873-1953		WOS:000345335600003	24186065	
J	Stijnen, Mandy M. N.; Jansen, Maria W. J.; Duimel-Peeters, Inge G. P.; Vrijhoef, Hubertus J. M.				Vrijhoef, Hubertus/AAR-2387-2020	Vrijhoef, Hubertus/0000-0002-5539-4671			Nurse-led home visitation programme to improve health-related quality of life and reduce disability among potentially frail community-dwelling older people in general practice: a theory-based process evaluation								BMC FAMILY PRACTICE				15						173	10.1186/s12875-014-0173-x				OCT 25 2014	2014	Background: Population ageing fosters new models of care delivery for older people that are increasingly integrated into existing care systems. In the Netherlands, a primary-care based preventive home visitation programme has been developed for potentially frail community-dwelling older people (aged >= 75 years), consisting of a comprehensive geriatric assessment during a home visit by a practice nurse followed by targeted interdisciplinary care and follow-up over time. A theory-based process evaluation was designed to examine (1) the extent to which the home visitation programme was implemented as planned and (2) the extent to which general practices successfully redesigned their care delivery.Methods: Using a mixed-methods approach, the focus was on fidelity (quality of implementation), dose delivered (completeness), dose received (exposure and satisfaction), reach (participation rate), recruitment, and context. Twenty-four general practices participated, of which 13 implemented the home visitation programme and 11 delivered usual care to older people. Data collection consisted of semi-structured interviews with practice nurses (PNs), general practitioners (GPs), and older people; feedback meetings with PNs; structured registration forms filled-out by PNs; and narrative descriptions of the recruitment procedures and registration of inclusion and drop-outs by members of the research team.Results: Fidelity of implementation was acceptable, but time constraints and inadequate reach (i.e., the relatively healthy older people participated) negatively influenced complete delivery of protocol elements, such as interdisciplinary cooperation and follow-up of older people over time. The home visitation programme was judged positively by PNs, GPs, and older people. Useful tools were offered to general practices for organising proactive geriatric care.Conclusions: The home visitation programme did not have major shortcomings in itself, but the delivery offered room for improvement. General practices received useful tools to redesign their care delivery from reactive towards proactive care, but perceived barriers require attention to allow for sustainability of the home visitation programme over time.									12	0	0	0	0	0	12			1471-2296			WOS:000345245400001	25344322	
J	Boyd, Michal; Armstrong, Delwyn; Parker, Janet; Pilcher, Carole; Zhou, Lifeng; McKenzie-Green, Barbara; Connolly, Martin J.					Boyd, Michal/0000-0002-8895-1251			Do Gerontology Nurse Specialists Make a Difference in Hospitalization of Long-Term Care Residents? Results of a Randomized Comparison Trial								JOURNAL OF THE AMERICAN GERIATRICS SOCIETY				62	10			1962	1967		10.1111/jgs.13022				OCT 2014	2014	Residents of long-term care facilities have highly complex care needs and quality of care is of international concern. Maintaining resident wellness through proactive assessment and early intervention is key to decreasing the need for acute hospitalization. The Residential Aged Care Integration Program (RACIP) is a quality improvement intervention to support residential aged care staff and includes on-site support, education, clinical coaching, and care coordination provided by gerontology nurse specialists (GNSs) employed by a large district health board. The effect of the outreach program was evaluated through a randomized comparison of hospitalization 1year before and after program implementation. The sample included 29 intervention facilities (1,425 residents) and 25 comparison facilities (1,128 residents) receiving usual care. Acute hospitalization rate unexpectedly increased for both groups after program implementation, although the rate of increase was significantly less for the intervention facilities. The hospitalization rate after the intervention increased 59% for the comparison group and 16% for the intervention group (rate ratio (RR)=0.73, 95% confidence interval (CI)=0.61-0.86, P<.001). Subgroup analysis showed a significantly lower rate change for those admitted for medical reasons for the intervention group (13% increase) than the comparison group (69% increase) (RR=0.67, 95% CI=0.56-0.82, P<.001). Conversely, there was no significant difference in the RR for surgical admissions between the intervention and comparison groups (RR= 1.0, 95% CI=0.68-1.46, P=.99). The integration of GNS expertise through the RACIP intervention may be one approach to support staff to provide optimal care and potentially improve resident health.									24	0	0	0	3	1	25			0002-8614	1532-5415		WOS:000344386400022	25283552	
